text_review,clean_text,Rating,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
sebenarnya staf resepsionis resto dll itu ramahnya pakai banget tapi yang bikin ilfil dan bikin sebal adalah security di area parkir dan pos jaga cara ngomongnya judes tidak ada ramahnya sama sekali kondisi saya dan keluarga saya baru sampai di hotel sekitar pukul 21 30 barang kami banyak dan masih proses check masuk dulu eh security nya datangin suami saya dan nanya dengan nada tinggi untung habis itu dibantu staf hotel untuk angkatin barang dari mobil next besok paginya suami saya jemput saya dan anak anak di lobby dengan posisi mobil berhenti di belakang 2 hi ace yang sedang berhenti juga menaikkan penumpang di lobby penumpangnya masih berdiri di luar dan ngobro tidak segera naik sedangkan saya dan anak anak langsung naik mobil eh security datangin mobil kami lagi dan bilang segera pergi karena halangin jalan astaghfirullah ini security macam apa mohon evaluasi lagi security nya sangat tidak nyaman sekali dengan security nya,sebenarnya staf resepsionis resto dll itu ramahnya pakai banget tapi yang bikin ilfil dan bikin sebal adalah security di area parkir dan pos jaga cara ngomongnya judes tidak ada ramahnya sama sekali kondisi saya dan keluarga saya baru sampai di hotel sekitar pukul 21 30 barang kami banyak dan masih proses check masuk dulu eh security nya datangin suami saya dan nanya dengan nada tinggi untung habis itu dibantu staf hotel untuk angkatin barang dari mobil next besok paginya suami saya jemput saya dan anak anak di lobby dengan posisi mobil berhenti di belakang 2 hi ace yang sedang berhenti juga menaikkan penumpang di lobby penumpangnya masih berdiri di luar dan ngobro tidak segera naik sedangkan saya dan anak anak langsung naik mobil eh security datangin mobil kami lagi dan bilang segera pergi karena halangin jalan astaghfirullah ini security macam apa mohon evaluasi lagi security nya sangat tidak nyaman sekali dengan security nya,4,BUMN,Bintang 3,HarperJakartaMTHaryono,negative,Pelayanan Staf & Keramahan
makanan lumayan enak dan bervariasi menginap seminggu disini untuk main course dan camilan2 nya beda2 kamar bersih dan bagus hanya lampu nya agak temaram bisa di buat sedikit lebih terang overall nice place to stay masuk jakarta thank to mb nurul atas pelayanannya,makanan lumayan enak dan bervariasi menginap seminggu disini untuk main course dan camilan2 nya beda2 kamar bersih dan bagus hanya lampu nya agak temaram bisa di buat sedikit lebih terang overall nice place to stay masuk jakarta thank to mb nurul atas pelayanannya,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
hotelnya nyaman banget kamarnya wangi ac dingin stafnya juga helpful semua swimming pool nya cakep parah worth it sih buat harga segitu bakal balik lagi kalau ke sini dan terima kasih kepada kakak yang sudah melayani dengan sangat baik yaitu kakak andini,hotelnya nyaman banget kamarnya wangi ac dingin stafnya juga helpful semua swimming pool nya cakep parah worth it sih buat harga segitu bakal balik lagi kalau ke sini dan terima kasih kepada kakak yang sudah melayani dengan sangat baik yaitu kakak andini,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
overall oke tapi disayangkan ada 1 hari pompa air tidak jalan jadi tidak ada air sama sekali untuk mandi dan toilet disarankan request kamar agak jauh dari emergency exit karena suara buka tutup pintu cukup mengganggu,overall oke tapi disayangkan ada 1 hari pompa air tidak jalan jadi tidak ada air sama sekali untuk mandi dan toilet disarankan request kamar agak jauh dari emergency exit karena suara buka tutup pintu cukup mengganggu,5,BUMN,Bintang 3,HarperJakartaMTHaryono,negative,Infrastruktur (AC/WiFi/Parkir/Air)
kamar nya nyaman bersih walaupun dapatnya smooking room tpi tidak ada sisa bau rokok pelayanan dari mas ezii dan mbak aya bener bener top deeh ramah friendly dan bener bener ngebantu rekomended dehh buat yang lagi d jakarta,kamar nya nyaman bersih walaupun dapatnya smooking room tpi tidak ada sisa bau rokok pelayanan dari mas ezii dan mbak aya bener bener top deeh ramah friendly dan bener bener ngebantu rekomended dehh buat yang lagi d jakarta,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
pertama kali nginep dihotel ini sangat menyenangkan kamarnya bersih wangi kamar mandinya juga bersih dan wangi handuk baru serpainya juga baru dan wangi next bisa bawa keluarga kesini lagi,pertama kali nginep dihotel ini sangat menyenangkan kamarnya bersih wangi kamar mandinya juga bersih dan wangi handuk baru serpainya juga baru dan wangi next bisa bawa keluarga kesini lagi,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
sudah baik dari segi pelayanan baik kamar resto perlu diteliti lagi masalah biaya hotel yang di konfirmasi via wa kemarin sudah disampaikan untuk 2hari extra bed ternyata msh salah hitung agar lebih teliti lagi kedepannya terima kasih,sudah baik dari segi pelayanan baik kamar resto perlu diteliti lagi masalah biaya hotel yang di konfirmasi via wa kemarin sudah disampaikan untuk 2hari extra bed ternyata msh salah hitung agar lebih teliti lagi kedepannya terima kasih,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
selalu langganan di hotel ini pegawainya semuanya ramah dan sangat membantu trima kasih atas pelayanan dan keramahannya terutama mbak selfi andin semoga sukses,selalu langganan di hotel ini pegawainya semuanya ramah dan sangat membantu trima kasih atas pelayanan dan keramahannya terutama mbak selfi andin semoga sukses,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Pelayanan Staf & Keramahan
luas ruang kamar superior lebih luas dari kamar superior di kelasnya sarapan enak dan variatif lokasi strategis baik untuk ke jakarta pusat atau bahkan ke bogor dekat dengan masjid pelayan ramah bahkan ditawari checkin jam 11 30 yang seharusnya jam 14,luas ruang kamar superior lebih luas dari kamar superior di kelasnya sarapan enak dan variatif lokasi strategis baik untuk ke jakarta pusat atau bahkan ke bogor dekat dengan masjid pelayan ramah bahkan ditawari checkin jam 11 30 yang seharusnya jam 14,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Lokasi & Akses Strategis
saya sering breakfast di harper di sambut oleh kak suri pelayananya ramah baik dan cepat makanann sangat enak dan lezat restaurant sangat nyaman sangat rekomen untuk berlibur bersama keluarga thankyou kak suri sudah buat breakfast saya menjadi nyaman oleh pelayanan,saya sering breakfast di harper di sambut oleh kak suri pelayananya ramah baik dan cepat makanann sangat enak dan lezat restaurant sangat nyaman sangat rekomen untuk berlibur bersama keluarga thankyou kak suri sudah buat breakfast saya menjadi nyaman oleh pelayanan,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
lokasinya strategis dan kamarnya nyaman sebelah kamar berisik terdengar sampe ke kemara saya tapi setelah saya komplain ke resepsionis langsung di tangani dengan baik dan tidak berisik lagi terimakasih atas pelayanannya resepsionis yang responsifnya mba andin,lokasinya strategis dan kamarnya nyaman sebelah kamar berisik terdengar sampe ke kemara saya tapi setelah saya komplain ke resepsionis langsung di tangani dengan baik dan tidak berisik lagi terimakasih atas pelayanannya resepsionis yang responsifnya mba andin,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
pengalaman yang menyenangkan menginap di harper kamarnya bersih lokasi mudah dijangkau varian breakfast lumayan banyak namun untuk rasanya perlu ditingkatkan lagi tapi yang perlu diperbaiki di kolam renang tidak ada kolam khusus anak anak dan pada saat saya kesana tidak ada staf sama sekali di kolam renang handukpun tidak disediakan ezii,pengalaman yang menyenangkan menginap di harper kamarnya bersih lokasi mudah dijangkau varian breakfast lumayan banyak namun untuk rasanya perlu ditingkatkan lagi tapi yang perlu diperbaiki di kolam renang tidak ada kolam khusus anak anak dan pada saat saya kesana tidak ada staf sama sekali di kolam renang handukpun tidak disediakan ezii,4,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
sarapan di resto nya bervarian joss menu untuk keluarga kamarnya juga full nyaman dan pelayanan baik dibantu cekout mas ezii terimakasih,sarapan di resto nya bervarian joss menu untuk keluarga kamarnya juga full nyaman dan pelayanan baik dibantu cekout mas ezii terimakasih,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
sangat disarankan untuk menginap di hotel ini dengan kebersihan kamar service dari reception mas ezii dan sarapan yang luar biasa kebijakan hotel yang tidak menggunakan lagi botol plastik juga menjadi poin tambah untuk saya,sangat disarankan untuk menginap di hotel ini dengan kebersihan kamar service dari reception mas ezii dan sarapan yang luar biasa kebijakan hotel yang tidak menggunakan lagi botol plastik juga menjadi poin tambah untuk saya,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
pelayanannya bagus kamarnya nyaman makanannya enak dan variasi saya di bantu mbak sherly yang sangat ramah sekali,pelayanannya bagus kamarnya nyaman makanannya enak dan variasi saya di bantu mbak sherly yang sangat ramah sekali,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
untuk breakfast lunch dan snack meetingnya oke banget variasinya banyak dan anti mainstream sayangnya dapet kamar yang agak bau toilet pesing akses ke transportasi publiknya juga sangat mudah karena posisi hotel sebelahan dengan jembatan ke lrt tj ezii,untuk breakfast lunch dan snack meetingnya oke banget variasinya banyak dan anti mainstream sayangnya dapet kamar yang agak bau toilet pesing akses ke transportasi publiknya juga sangat mudah karena posisi hotel sebelahan dengan jembatan ke lrt tj ezii,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
kamarnya cukup luas dan bersih toiletnya lokasi dekat stasiun lrt pelayanan baik cekout dibantu mas ezii reception,kamarnya cukup luas dan bersih toiletnya lokasi dekat stasiun lrt pelayanan baik cekout dibantu mas ezii reception,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kamar mandi di hotel ini sangat bersih dan wangi air panas dan air dingin berfungsi dengan baik pelayanan nya ramah perlengkapan seperti handuk sabun sampo dan sikat gigi tersedia lengkap,kamar mandi di hotel ini sangat bersih dan wangi air panas dan air dingin berfungsi dengan baik pelayanan nya ramah perlengkapan seperti handuk sabun sampo dan sikat gigi tersedia lengkap,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
hotel ini sangat bagus mulai dari kamar yang nyaman dan bersih dan pelayanan nya baik dan staff staffnya juga sangat baik dan ramah pokonya the best dehh sherly reseption,hotel ini sangat bagus mulai dari kamar yang nyaman dan bersih dan pelayanan nya baik dan staff staffnya juga sangat baik dan ramah pokonya the best dehh sherly reseption,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
nginep di sini bikin tenang karena kebersihannya terjaga kamar rapi bathroom bersih dan wangi perlengkapannya lengkap housekeeping nya profesional dan ramah pelayanannya mantap,nginep di sini bikin tenang karena kebersihannya terjaga kamar rapi bathroom bersih dan wangi perlengkapannya lengkap housekeeping nya profesional dan ramah pelayanannya mantap,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
tempat menginap yang worth it lah kamar luas bersih wangi pelayanan oke kemaren dibantu sama mba andin resepsionis yang ramah breakfast nya enak enak dan banyak variasi best,tempat menginap yang worth it lah kamar luas bersih wangi pelayanan oke kemaren dibantu sama mba andin resepsionis yang ramah breakfast nya enak enak dan banyak variasi best,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
menginap di kamar 216 dapat kamar deluxe kamarnya luas nyaman temaram dan cocok untuk istirahat breakfastnya variatif dan enak² pelayanan staffnya ramah² terimakasih mba andin sudah membantu check masuk dan check keluar saya,menginap di kamar 216 dapat kamar deluxe kamarnya luas nyaman temaram dan cocok untuk istirahat breakfastnya variatif dan enak² pelayanan staffnya ramah² terimakasih mba andin sudah membantu check masuk dan check keluar saya,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
hotel yang sangat bagus sesuai dengan rating bintang nya pelayan salah satu petugas hotel ibu sherly yang ramah baik dengan sabar membantu memberikan informasi untuk menu sarapan juga variatif dan rasa enak,hotel yang sangat bagus sesuai dengan rating bintang nya pelayan salah satu petugas hotel ibu sherly yang ramah baik dengan sabar membantu memberikan informasi untuk menu sarapan juga variatif dan rasa enak,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Pelayanan Staf & Keramahan
pelayanan baik lokasi mudah dijangkau hanya asa sedikit kendala pada utilities di toilet yaitu hairdryer perlu diperbaiki ezi,pelayanan baik lokasi mudah dijangkau hanya asa sedikit kendala pada utilities di toilet yaitu hairdryer perlu diperbaiki ezi,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
nyaman banget selama stay dihotel ini kamarnya selalu bersih dan rapi sama kamar mandinya juga terjaga,nyaman banget selama stay dihotel ini kamarnya selalu bersih dan rapi sama kamar mandinya juga terjaga,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kamar nya bersih dan nyaman ac dingin air panas lancar makanannya banyak pilihan pelayanan ramah terutama untuk mbak sherly,kamar nya bersih dan nyaman ac dingin air panas lancar makanannya banyak pilihan pelayanan ramah terutama untuk mbak sherly,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kami menginap disini karena dekat dengan rs pon adik sedang dirawat baca review di google kamar lumayan luas bersih harum staff yang ramah seperti sherly breakfastnya top selengkap itu variatif dan enak,kami menginap disini karena dekat dengan rs pon adik sedang dirawat baca review di google kamar lumayan luas bersih harum staff yang ramah seperti sherly breakfastnya top selengkap itu variatif dan enak,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
saya sangat kecewa kamar saya ac nya tidak bisa dikecilin atau dimatiin sudah hubungin housekeeping nunggu 1 jam tidak dateng2 juga mana suhunya 18 derajat bisa sakit pelanggan kalau lambat kayak gitu pelayanannya tolong diperbaiki pelayanannya,saya sangat kecewa kamar saya ac nya tidak bisa dikecilin atau dimatiin sudah hubungin housekeeping nunggu 1 jam tidak dateng2 juga mana suhunya 18 derajat bisa sakit pelanggan kalau lambat kayak gitu pelayanannya tolong diperbaiki pelayanannya,2,BUMN,Bintang 3,HarperJakartaMTHaryono,negative,Kebersihan & Kenyamanan Kamar
kamar luas dan nyaman kamar mandi bersih air panas oke kasur dan bantal luar biasa ambient ruangan luar biasa cuma mungkin bisa d tambah karper biar lantai tidak dingin terimakasih harper ezii,kamar luas dan nyaman kamar mandi bersih air panas oke kasur dan bantal luar biasa ambient ruangan luar biasa cuma mungkin bisa d tambah karper biar lantai tidak dingin terimakasih harper ezii,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
lokasinya saat banget kalau mau berkegiatan di sekitar jakarta timur atau pusat plusnya juga gampang naik lrt karena ada jembatan menghubungkan ke stasiun lrt pilihan makan cukup baik pelayanan baik staffnya juga responsif dan ramah sukses terus untuk mbak andin dan semua staff harper,lokasinya saat banget kalau mau berkegiatan di sekitar jakarta timur atau pusat plusnya juga gampang naik lrt karena ada jembatan menghubungkan ke stasiun lrt pilihan makan cukup baik pelayanan baik staffnya juga responsif dan ramah sukses terus untuk mbak andin dan semua staff harper,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Lokasi & Akses Strategis
hotel nya oke kita booked 2rooms 1room r 616 ac tidak sedingin di r 630 breakfast variatif tergolong enak sudah santai keliling hotel via gedung sebelah mau kembali ke room via pintu dekat swimming pool tapi tidak ada info bahwa pintu hotel disamping toilet pool kami berpikir pintu access ke apartment adalah pintu access hotel after all 2malam disini sangat membantu urusan kami thanks harper esp bp ezi untuk bantuan cek keluar nya,hotel nya oke kita booked 2rooms 1room r 616 ac tidak sedingin di r 630 breakfast variatif tergolong enak sudah santai keliling hotel via gedung sebelah mau kembali ke room via pintu dekat swimming pool tapi tidak ada info bahwa pintu hotel disamping toilet pool kami berpikir pintu access ke apartment adalah pintu access hotel after all 2malam disini sangat membantu urusan kami thanks harper esp bp ezi untuk bantuan cek keluar nya,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kamarnya nyaman dan cukup luas cocok untuk bareng keluarga pelayanan baik dan ramah cek keluar dibantu mas ezii,kamarnya nyaman dan cukup luas cocok untuk bareng keluarga pelayanan baik dan ramah cek keluar dibantu mas ezii,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kamar bersih breakfast lengkap dan ramah anak pelayanan ramah izin check keluar setelah shalat dzuhur dibantu ka sherly,kamar bersih breakfast lengkap dan ramah anak pelayanan ramah izin check keluar setelah shalat dzuhur dibantu ka sherly,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
hotel yang sangat nyaman kamar bersih pelayanan ramah dan fasilitas lengkap lokasi strategis dekat dengan pusat kota jadi mudah kemana mana sarapan juga enak dengan banyak pilihan menu sangat direkomendasikan untuk liburan maupun perjalanan bisnis,hotel yang sangat nyaman kamar bersih pelayanan ramah dan fasilitas lengkap lokasi strategis dekat dengan pusat kota jadi mudah kemana mana sarapan juga enak dengan banyak pilihan menu sangat direkomendasikan untuk liburan maupun perjalanan bisnis,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
pengalaman yang sangat menyenangkan bisa menginap di hotel harper mt haryono selain staf nya ramah kamarnya juga bersih serta diarea bathroom juga sangat baik akses mudah untuk naik transportasi jakarta dan fasilitas kamar berfungsi dengan baik good,pengalaman yang sangat menyenangkan bisa menginap di hotel harper mt haryono selain staf nya ramah kamarnya juga bersih serta diarea bathroom juga sangat baik akses mudah untuk naik transportasi jakarta dan fasilitas kamar berfungsi dengan baik good,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
salah satu hotel favorit kalau ke jkt karena dekat dengan kantor dan makanannya enak kamar nya bersih ac nya dingin air panasnya lancar pasti lebih oke kalau sprei dan selimut nya ada peremajaan sptnya sudah mulai kusam sherly,salah satu hotel favorit kalau ke jkt karena dekat dengan kantor dan makanannya enak kamar nya bersih ac nya dingin air panasnya lancar pasti lebih oke kalau sprei dan selimut nya ada peremajaan sptnya sudah mulai kusam sherly,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
kunjungan kerja bermalam di harper di upgrade room ke suite kamarnya luas dan breakfastnya banyak macam nasi goreng kecombrang yang saya pilih rasanya enak sekali dibantu check keluar bapak ezy,kunjungan kerja bermalam di harper di upgrade room ke suite kamarnya luas dan breakfastnya banyak macam nasi goreng kecombrang yang saya pilih rasanya enak sekali dibantu check keluar bapak ezy,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
lokasi dekat dengan stasiun kcic halim sangat memudahkan bagi orang bandung yang berkegiatan di sekitaran jakarta timur service excellent thanks to mas ezii makanan variatif tidak bosenin apalagi buat kita yang meeting cb nya enak enak,lokasi dekat dengan stasiun kcic halim sangat memudahkan bagi orang bandung yang berkegiatan di sekitaran jakarta timur service excellent thanks to mas ezii makanan variatif tidak bosenin apalagi buat kita yang meeting cb nya enak enak,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kualitas Makanan & Restoran
tooth brush gigi perlu di tingkatkan kualitas nya agar lebih bagus dan lembut serta aman bagi yang menggunakan ezii,tooth brush gigi perlu di tingkatkan kualitas nya agar lebih bagus dan lembut serta aman bagi yang menggunakan ezii,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Harga & Value for Money
seru menginap disini 1 kamar nyaman dan bersih fasilitasnya lengkap 2 staf nya yang ramah ramah dan gercep membantu ketika butuh bantuan 3 mudah akses kemana saja karna dekat dengan stasiun lrt dan busway 4 lokasi nya strategis tepat disamping jalan tol sehingga memudahkan untuk beristirahat saat perjalanan jauh 5 makanan nya bervariatif proses check masuk nya juga sangat baik diberi prioritas cepat pada saat check masuk sehingga bisa masuk lebih awal dan dapat kamar yang view nya langsung ke lrt dibantu proses check masuk dan check keluar dengan resepsionis bernama kak andin harper bikin ketagihan next kesini lagi,seru menginap disini 1 kamar nyaman dan bersih fasilitasnya lengkap 2 staf nya yang ramah ramah dan gercep membantu ketika butuh bantuan 3 mudah akses kemana saja karna dekat dengan stasiun lrt dan busway 4 lokasi nya strategis tepat disamping jalan tol sehingga memudahkan untuk beristirahat saat perjalanan jauh 5 makanan nya bervariatif proses check masuk nya juga sangat baik diberi prioritas cepat pada saat check masuk sehingga bisa masuk lebih awal dan dapat kamar yang view nya langsung ke lrt dibantu proses check masuk dan check keluar dengan resepsionis bernama kak andin harper bikin ketagihan next kesini lagi,5,BUMN,Bintang 3,HarperJakartaMTHaryono,positive,Kebersihan & Kenyamanan Kamar
