text_review,clean_text,Rating,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
saya bersama keluarga menginap selama 4 hari 3 malam di hotel aloft wahid hasyim jakarta dan pengalaman kami benar benar menyenangkan hotel ini punya konsep yang modern kekinian dan terasa sangat ramah untuk keluarga begitu tiba kami langsung disambut dengan proses check masuk yang cepat dan staf yang sangat ramah anak saya pun merasa nyaman karena suasana hotel yang santai dan tidak terlalu kaku seperti hotel bintang 4 kebanyakan ada permainan billiard anak dan dewasa di lobby anak saya sangat menyukai permainan tersebut kamar yang kami tempati bersih dan modern tempat tidurnya sangat nyaman dan interior kamar dihiasi dengan elemen desain yang unik dan berwarna khas gaya aloft yang enerjik kamar mandinya juga bersih dan lengkap dengan perlengkapan mandi yang wangi dan berkualitas selama menginap kami menikmati sarapan di restoran hotel pilihannya sangat bervariasi dengan rasa yang enak staff restoran juga sangat perhatian dan sigap mereka langsung menuangkan kami air putih dan menawarkan kami minuman jus teh kopi begitu kami duduk lokasi hotel ini juga sangat strategis dekat dengan berbagai tempat makan pusat perbelanjaan dan area kuliner di sekitar sabang fasilitas gym juga tersedia dan cukup lengkap meskipun kami lebih banyak menghabiskan waktu di luar hotel selama liburan tapi yang paling penting suasana hotel tenang nyaman dan sangat mendukung untuk istirahat setelah seharian beraktivitas secara keseluruhan hotel aloft wahid hasyim jakarta adalah pilihan yang tepat untuk liburan singkat bersama keluarga di pusat kota jakarta pelayanan memuaskan kamar nyaman lokasi strategis dan suasana hotel yang fresh dan modern membuat kami merasa betah selama menginap spesial thanks buat miss lian irene dan semua staff front office yang banyak membantu kami dan ramah ramah semua _ staff house keepingnya juga very helpfull dan ramah banget kereen kami pasti akan mempertimbangkan kembali untuk menginap di sini saat berlibur ke jakarta lagi,saya bersama keluarga menginap selama 4 hari 3 malam di hotel aloft wahid hasyim jakarta dan pengalaman kami benar benar menyenangkan hotel ini punya konsep yang modern kekinian dan terasa sangat ramah untuk keluarga begitu tiba kami langsung disambut dengan proses check masuk yang cepat dan staf yang sangat ramah anak saya pun merasa nyaman karena suasana hotel yang santai dan tidak terlalu kaku seperti hotel bintang 4 kebanyakan ada permainan billiard anak dan dewasa di lobby anak saya sangat menyukai permainan tersebut kamar yang kami tempati bersih dan modern tempat tidurnya sangat nyaman dan interior kamar dihiasi dengan elemen desain yang unik dan berwarna khas gaya aloft yang enerjik kamar mandinya juga bersih dan lengkap dengan perlengkapan mandi yang wangi dan berkualitas selama menginap kami menikmati sarapan di restoran hotel pilihannya sangat bervariasi dengan rasa yang enak staff restoran juga sangat perhatian dan sigap mereka langsung menuangkan kami air putih dan menawarkan kami minuman jus teh kopi begitu kami duduk lokasi hotel ini juga sangat strategis dekat dengan berbagai tempat makan pusat perbelanjaan dan area kuliner di sekitar sabang fasilitas gym juga tersedia dan cukup lengkap meskipun kami lebih banyak menghabiskan waktu di luar hotel selama liburan tapi yang paling penting suasana hotel tenang nyaman dan sangat mendukung untuk istirahat setelah seharian beraktivitas secara keseluruhan hotel aloft wahid hasyim jakarta adalah pilihan yang tepat untuk liburan singkat bersama keluarga di pusat kota jakarta pelayanan memuaskan kamar nyaman lokasi strategis dan suasana hotel yang fresh dan modern membuat kami merasa betah selama menginap spesial thanks buat miss lian irene dan semua staff front office yang banyak membantu kami dan ramah ramah semua _ staff house keepingnya juga very helpfull dan ramah banget kereen kami pasti akan mempertimbangkan kembali untuk menginap di sini saat berlibur ke jakarta lagi,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
hotel paling nyaman klo saat stay dijakarta service nya keren apalagi internet sangat jos sangat mendukung saat ada kebutuhan meeting online dan streaming terima kasih pak bernard it,hotel paling nyaman klo saat stay dijakarta service nya keren apalagi internet sangat jos sangat mendukung saat ada kebutuhan meeting online dan streaming terima kasih pak bernard it,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
kamar luas pelayanan cepat dan ramah lokasi strategis di tengah kota,kamar luas pelayanan cepat dan ramah lokasi strategis di tengah kota,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
suka banget nginep disini kamarnya bersih ada setrika juga sarapannya enak banyak pilihannya sarapan hari ini dibantu banget sama mas hari thank you ya untuk pelayanannya yang cepat dan kita udah ditawarin takeaway coffee juga,suka banget nginep disini kamarnya bersih ada setrika juga sarapannya enak banyak pilihannya sarapan hari ini dibantu banget sama mas hari thank you ya untuk pelayanannya yang cepat dan kita udah ditawarin takeaway coffee juga,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
terkesan dengan pelayanan staf yang cekatan membantu mulai dari pos masuk hotel sampai house keeping kamarnya bersih ada water station juga staf restonya super duper baik dicarikan tempat tanya mau minum apa mau makan apa mau diambilkan apa makanan juga bervariatif,terkesan dengan pelayanan staf yang cekatan membantu mulai dari pos masuk hotel sampai house keeping kamarnya bersih ada water station juga staf restonya super duper baik dicarikan tempat tanya mau minum apa mau makan apa mau diambilkan apa makanan juga bervariatif,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
hotel nya bagus makanan nya enak lokasi strategis,hotel nya bagus makanan nya enak lokasi strategis,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
kamarnya oke makanannya oke aksesibilitas mudah dijangkau,kamarnya oke makanannya oke aksesibilitas mudah dijangkau,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
sukaa banget walking distance ke area kuliner sabang nyaman hotelnya hospotality bonvoy grup dah pasti bestlah kamar spacious buat berempat babycrib ready by request staf ramah dan helpful ada kolam renang pun cuma playground ana bisa kali yaa ditambah mainannya overall good stay and experience,sukaa banget walking distance ke area kuliner sabang nyaman hotelnya hospotality bonvoy grup dah pasti bestlah kamar spacious buat berempat babycrib ready by request staf ramah dan helpful ada kolam renang pun cuma playground ana bisa kali yaa ditambah mainannya overall good stay and experience,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
hotel tengah kota dengan pelayanan yang sangat baik dan ramah menu sarapan cukup baik desain dan tata letak kamar oke semua yang agak sedikit menyulitkan mungkin akses keluar masuk kendaraan dan tempat parkir yang terbatas overall semua bagus,hotel tengah kota dengan pelayanan yang sangat baik dan ramah menu sarapan cukup baik desain dan tata letak kamar oke semua yang agak sedikit menyulitkan mungkin akses keluar masuk kendaraan dan tempat parkir yang terbatas overall semua bagus,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
hotelnya letaknya strategis dekat dengan halte dan stasiun dekat sarinah dan area kuliner di jalan sabang di lobby hotelnya ada meja biliard dan beberapa permainan lainnya kamarnya luas dan nyaman amenitiesnya lengkap ada setrika dan meja setrika juga di tiap lantai juga ada water refill station gymnya juga cukup luas dan lumayan banyak alat olahraganya makanan breakfastnya juga variatif dan enak ada jajanan tradisional juga favoritku nasi uduk dan nasi kuningnya hot coklatnya juga enak staff2nya juga ramah ramah,hotelnya letaknya strategis dekat dengan halte dan stasiun dekat sarinah dan area kuliner di jalan sabang di lobby hotelnya ada meja biliard dan beberapa permainan lainnya kamarnya luas dan nyaman amenitiesnya lengkap ada setrika dan meja setrika juga di tiap lantai juga ada water refill station gymnya juga cukup luas dan lumayan banyak alat olahraganya makanan breakfastnya juga variatif dan enak ada jajanan tradisional juga favoritku nasi uduk dan nasi kuningnya hot coklatnya juga enak staff2nya juga ramah ramah,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
sumpah padahal bukan bintang 5 tapi breakfastnya lengkap banget sampe tidak cobain semua karena beraneka ragam banget please lokasi dekat sama sabang klo mau kulineran dan dekat monas klo mau ke wisata akses kemanapun deket karena tengah kota dan ada transjakarta juga staffny juga ramah dan kamarnya nyaman,sumpah padahal bukan bintang 5 tapi breakfastnya lengkap banget sampe tidak cobain semua karena beraneka ragam banget please lokasi dekat sama sabang klo mau kulineran dan dekat monas klo mau ke wisata akses kemanapun deket karena tengah kota dan ada transjakarta juga staffny juga ramah dan kamarnya nyaman,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
pengalaman menginap yang menyenangkan di aloft hotel wahid hasyim lobbynya keren terdapat banyak permainan yang dapat dimainkan bersama temen temen ada ding dong fussball sampai biliar kamarnya pun lega dan nyaman selimutnya tebal ada guling fasilitas pun lengkap air minum komplimen tersedia jika kurang bisa isi ulang di dispenser dekat lift masing masing lantai kamar kamar mandinya terasa ngepas tidak terlalu luas namun pancuran air dari shower deras air panas untuk mandi sama sekali bukan kendala handuknya pun wangi dan tebal koneksi wifi mudah serta stabil internetnya cepat di kisaran 80 mbps kalau saja tv di kamar pakai smart tv mungkin jadi lebih nyaman lagi paling takjub saat sarapan dan makan siang pilihan menunya sangat beragam ada es krim pula bahkan gerobak indomie pun tersedia saat ultah jakarta ada menu kerak telor dari segi rasa pun tidak mengecewakan oh iya mau jus buah segar atau kopi yang baru digiling pun bisa ya ruang meeting di lantai 2 terasa nyaman cukup luas dan lega untuk acara seharian ada musala yang nyaman dan luas jadi tak perlu khawatir saat waktu shalat tiba saat coffee break bisa bikin kopi sendiri karena ada mesinnya keren sih overall dengan pengalaman menginap yang oke di sini aku rekomendasikan apalagi lokasi strategis dan keamanan sangat terjaga pagi siang malam,pengalaman menginap yang menyenangkan di aloft hotel wahid hasyim lobbynya keren terdapat banyak permainan yang dapat dimainkan bersama temen temen ada ding dong fussball sampai biliar kamarnya pun lega dan nyaman selimutnya tebal ada guling fasilitas pun lengkap air minum komplimen tersedia jika kurang bisa isi ulang di dispenser dekat lift masing masing lantai kamar kamar mandinya terasa ngepas tidak terlalu luas namun pancuran air dari shower deras air panas untuk mandi sama sekali bukan kendala handuknya pun wangi dan tebal koneksi wifi mudah serta stabil internetnya cepat di kisaran 80 mbps kalau saja tv di kamar pakai smart tv mungkin jadi lebih nyaman lagi paling takjub saat sarapan dan makan siang pilihan menunya sangat beragam ada es krim pula bahkan gerobak indomie pun tersedia saat ultah jakarta ada menu kerak telor dari segi rasa pun tidak mengecewakan oh iya mau jus buah segar atau kopi yang baru digiling pun bisa ya ruang meeting di lantai 2 terasa nyaman cukup luas dan lega untuk acara seharian ada musala yang nyaman dan luas jadi tak perlu khawatir saat waktu shalat tiba saat coffee break bisa bikin kopi sendiri karena ada mesinnya keren sih overall dengan pengalaman menginap yang oke di sini aku rekomendasikan apalagi lokasi strategis dan keamanan sangat terjaga pagi siang malam,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
sudah beberapa kali nginap di sini dan merasa betah dengan keramahan dan kesigapan para stafnya dari mulai penyambutan sekuriti gerbang masuk,sudah beberapa kali nginap di sini dan merasa betah dengan keramahan dan kesigapan para stafnya dari mulai penyambutan sekuriti gerbang masuk,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
kamarnya bersih wangi setiap siang kamarnya di bersihkan oleh ridho,kamarnya bersih wangi setiap siang kamarnya di bersihkan oleh ridho,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
hotel yang strategis terletak dekat dengan kawasan perbelanjaan dan kuliner fasilitas lengkap kamar nyaman kasur besar makanan enak,hotel yang strategis terletak dekat dengan kawasan perbelanjaan dan kuliner fasilitas lengkap kamar nyaman kasur besar makanan enak,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
tgl 23 27 agustus 2024 kemarin menginap di sini hotel nya bagus kamar nya bersih yang paling berkesan menu menu breakfast nya oke banget enak enak semua di tambah crew untuk sarapan pagi nya ramah semua sempat pijit dan spa sekali sama mb namanya dea katanya minus cuma kolam renang sih yang terkesan agak di paksakan untuk ada kalau yang lain oke semua semoga besok bisa kembali menginap kembali di sini,tgl 23 27 agustus 2024 kemarin menginap di sini hotel nya bagus kamar nya bersih yang paling berkesan menu menu breakfast nya oke banget enak enak semua di tambah crew untuk sarapan pagi nya ramah semua sempat pijit dan spa sekali sama mb namanya dea katanya minus cuma kolam renang sih yang terkesan agak di paksakan untuk ada kalau yang lain oke semua semoga besok bisa kembali menginap kembali di sini,4,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
tempatnya enak ditengah jakarta dekat kemana2 baik itu kuliner mall atau yang lainnya recommended edit review servisnya oke engineering jg gercep tapi kapok charging di terra charge 3x putus tidak jelas offline tiba2 dan 1x dibilang abandoned pdhl jelas2 sudah konek dan diatur mau brp kwh pertama kali pakai terra charge dan tidak lagi2 appsnya jg jelek banget hrs top up rugi buang duit kesimpen di aplikasinya dan chargingnya labil banget kasian kan engineering bolak balik smpe kena omel maafin ya bapak2 tapi saran deh buat hotel pasang voltron atau spklu saja dan jelas lebih murah dengan kw yang lebih tinggi hotel jg lebih untung bisa brp mobil listrik yang charge klo kw nya tinggi karena lebih cepet waktu chargenya harusnya dari awal charge smpe bikin review ini mobil sudah 100 cuma gara2 mati tidak jelas cuman nyampe 65,tempatnya enak ditengah jakarta dekat kemana2 baik itu kuliner mall atau yang lainnya recommended edit review servisnya oke engineering jg gercep tapi kapok charging di terra charge 3x putus tidak jelas offline tiba2 dan 1x dibilang abandoned pdhl jelas2 sudah konek dan diatur mau brp kwh pertama kali pakai terra charge dan tidak lagi2 appsnya jg jelek banget hrs top up rugi buang duit kesimpen di aplikasinya dan chargingnya labil banget kasian kan engineering bolak balik smpe kena omel maafin ya bapak2 tapi saran deh buat hotel pasang voltron atau spklu saja dan jelas lebih murah dengan kw yang lebih tinggi hotel jg lebih untung bisa brp mobil listrik yang charge klo kw nya tinggi karena lebih cepet waktu chargenya harusnya dari awal charge smpe bikin review ini mobil sudah 100 cuma gara2 mati tidak jelas cuman nyampe 65,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
beberapa highlight hotel ini 1 staff nya sangat ramah untuk kelas bintang 4 layanan staff nya setara bintang 5 kalau ada tamu terlihat staff berusaha menyapa dengan aloha 2 ukuran kamar standard cukup luas 3 breakfastnya oke untuk kelas bintang 4 ada beberapa makanan traditional 4 lokasi bagus tidak terlalu jauh dari sarinah beberapa hal negatif tentang hotel ini 1 lemari untuk menyimpan pakaian tidak layak ada tersedia banyak gantungan tapi tidak tersedia tempat buat menaruh pakaian saat dikeluarkan dari koper tapi untungnya ruangan cukup luas terpaksa koper saya taruh saja di dekat tempat tidur 2 mungkin karena temanya hotel bisnis kolam renangnya sangat kecil tapi ya ini tidak sesuai dengan tema waktu hari minggu ada family zone ada mainan anak dan berbagai aktifitas anak overal sih untuk hotel ini breakfastnya enak banyak makanan tradisional dan anehnya saat saya breakfast lebih banyak warga negara asing daripada warga negara indonesia jadi saya berasa malah lagi diluar negeri daripada di indonesia selain itu beberapa kejadian beberapa tamu asing caper dengan beberapa pramusaji tapi pramusaji aloft tetap ramah dan itu sangat baik menunjukan keramahtamahan bangsa indonesia,beberapa highlight hotel ini 1 staff nya sangat ramah untuk kelas bintang 4 layanan staff nya setara bintang 5 kalau ada tamu terlihat staff berusaha menyapa dengan aloha 2 ukuran kamar standard cukup luas 3 breakfastnya oke untuk kelas bintang 4 ada beberapa makanan traditional 4 lokasi bagus tidak terlalu jauh dari sarinah beberapa hal negatif tentang hotel ini 1 lemari untuk menyimpan pakaian tidak layak ada tersedia banyak gantungan tapi tidak tersedia tempat buat menaruh pakaian saat dikeluarkan dari koper tapi untungnya ruangan cukup luas terpaksa koper saya taruh saja di dekat tempat tidur 2 mungkin karena temanya hotel bisnis kolam renangnya sangat kecil tapi ya ini tidak sesuai dengan tema waktu hari minggu ada family zone ada mainan anak dan berbagai aktifitas anak overal sih untuk hotel ini breakfastnya enak banyak makanan tradisional dan anehnya saat saya breakfast lebih banyak warga negara asing daripada warga negara indonesia jadi saya berasa malah lagi diluar negeri daripada di indonesia selain itu beberapa kejadian beberapa tamu asing caper dengan beberapa pramusaji tapi pramusaji aloft tetap ramah dan itu sangat baik menunjukan keramahtamahan bangsa indonesia,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
kamarnya luas bersih breakfastnya juga mantap terbaik pokoknya,kamarnya luas bersih breakfastnya juga mantap terbaik pokoknya,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
pelayanan ramah proses check masuk cepat makanan komplit dan enak lokasi strategis,pelayanan ramah proses check masuk cepat makanan komplit dan enak lokasi strategis,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
menginap di aloft cukup worth it dengan harga sejuta keatas breakfast nya juga oke setiap hr ada special menu thanks juga buat mbak aurel service nya oke banget apa saya minta gercep mbak aurel juga sigap melayani keluarga saya yang lain staff lain juga ramah setiap bertemu tamu selalu mengapa pagi siang,menginap di aloft cukup worth it dengan harga sejuta keatas breakfast nya juga oke setiap hr ada special menu thanks juga buat mbak aurel service nya oke banget apa saya minta gercep mbak aurel juga sigap melayani keluarga saya yang lain staff lain juga ramah setiap bertemu tamu selalu mengapa pagi siang,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
hotel ini bagus dan lokasinya sangat bagus staf di restoran sangat baik dan makanannya bervariasi resepsionis pagi hari dibedakan dan elegan dalam urusannya tetapi layanan kamar perlu mengembangkan kereta bagasi membawanya ke kamar yang memaksa saya untuk turun dan mengambil tas sendiri juga ketika saya meminta selimut tambahan resepsionis malam dengan keras menolak memberi saya satu dan layanan kamar menolak untuk membawanya memiliki,hotel ini bagus dan lokasinya sangat bagus staf di restoran sangat baik dan makanannya bervariasi resepsionis pagi hari dibedakan dan elegan dalam urusannya tetapi layanan kamar perlu mengembangkan kereta bagasi membawanya ke kamar yang memaksa saya untuk turun dan mengambil tas sendiri juga ketika saya meminta selimut tambahan resepsionis malam dengan keras menolak memberi saya satu dan layanan kamar menolak untuk membawanya memiliki,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
hotel nyaman lokasi strategis dan sarapan enak pelayanan ramah very helpful khususnya oleh mas satrio dan tim nook restaurant,hotel nyaman lokasi strategis dan sarapan enak pelayanan ramah very helpful khususnya oleh mas satrio dan tim nook restaurant,5,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
