"No","User Name","Review Count","Review Time","Rating","Review Text"
"11.","Aprilianti Novi86","3","2025-11-01","5","Saya ingin menyampaikan ucapan terima kasih yang sebesar-besarnya kepada Bapak Erwin dan seluruh tim JW Marriott Medan atas pelayanan yang luar biasa selama kami sekeluarga menginap baru-baru ini. Ini merupakan pertama kalinya kami menginap di JW Marriott Medan, dan sejak awal hingga akhir masa menginap, kami benar-benar merasakan keramahan, perhatian, dan profesionalisme dari seluruh staf hotel. Secara khusus, saya ingin menyampaikan apresiasi mendalam kepada Bapak Erwin, yang dengan penuh dedikasi dan ketulusan mendampingi kami dari proses check-in hingga check-out. Bapak Erwin selalu hadir membantu, memberikan informasi, dan memastikan kenyamanan kami setiap saat. Kehadiran beliau membuat kami merasa sangat diperhatikan, aman, dan nyaman selama berada di hotel. Kami juga ingin mengucapkan terima kasih kepada Bapak Johannes atau Bapak Ari, serta seluruh staf concierge, staf restoran, dan staf front office, yang semuanya melayani kami dengan senyum, keramahan, dan kehangatan yang tulus. Saya, orang tua saya, dan anak saya sangat senang dan berkesan dengan pengalaman menginap kali ini. Bahkan, kami sekeluarga besar yang berjumlah 13 orang menikmati dinner bersama di restoran hotel, dan semuanya merasa puas dengan cita rasa makanan, suasana, serta pelayanan yang begitu profesional namun tetap hangat dan kekeluargaan. Pengalaman ini menjadi momen indah yang akan selalu kami kenang. Kami benar-benar merasakan makna dari pelayanan khas JW Marriott yang berkelas dan penuh ketulusan. Terima kasih telah membuat kunjungan kami ke Medan terasa begitu istimewa. Semoga Bapak Erwin dan seluruh tim JW Marriott Medan senantiasa diberikan kesehatan, kesuksesan, dan semangat untuk terus memberikan pelayanan terbaik bagi setiap tamu. Kami pasti akan kembali lagi di kesempatan berikutnya dan dengan senang hati merekomendasikan JW Marriott Medan kepada keluarga dan teman-teman kami. Sekali lagi, terima kasih yang sebesar-besarnya kepada Bapak Erwin dan seluruh tim JW Marriott Medan atas segala perhatian, keramahan, dan pelayanan yang luar biasa."
"12.","Calistra","29","2025-10-01","5","Had a great stay at JW Marriott Medan! The service was excellent (a solid 9/10) and the gym was one of the highlights of my stay—really well-equipped and spacious. The room itself was comfortable and spacious, though the amenities were a bit hit or miss at times. Location-wise, the hotel is in a good spot, but Medan as a city just isn’t the most walkable area as in not safe for walks, so keep that in mind. Overall, a very good experience and definitely one of the best hotel options in Medan!"
"13.","Sunshine chaay","2","2025-12-01","5","I recently stayed 3 nights at the Medan JW Marriot hotel for the first time. (2638) Its good to experience the same consistent high service standards as in some Marriot hotel elsewhere. One incident stood out for which I am very grateful. Unfortunately I left my hp behind in the hotel and discovered only when I was checking in at the airport. Ibu Shanty was proactive in contacting us. Ibu Tety from housekeeping had earlier found my phone. Ibu Shanty took the initiative to have my phone sent to me at the airport just in time for my flight, stressing the urgency to the driver. The care, concern and professional handling of the whole matter left me pleasantly stunned as I was prepared to take the next flight home. I am deeply appreciative. Terima Kaseh, Ibu Shanty Dan Ibu Tety. Your kindness and thoughtful act left me very impressed and grateful"
"14.","San Yos","49","2025-11-01","3","The hotel location is good. The size and facilities are met up to standards. However the rooms really do need to be updated. Also the staffs service needs a lot of improvement. I do understand that i should have not expect the same standards as in Jakarta or Surabaya. However an improvement of services especially for a 5 stars hotel will benefit everyone."
"15.","Marian Allmannsberger","10","2025-11-01","4","The rooms were clean and spacious, and the staff were very kind and exceptionally helpful. Breakfast was good, just as you would expect from a hotel in this price range. The only disappointment was the spa – it felt dirty, old, and had a rather strange atmosphere. I actually left after just a few minutes."
"16.","Andy Wijaya","286","2025-08-01","5","Staying at JW Marriott Medan was a truly exceptional experience. From the moment I stepped into the grand lobby, I was welcomed with warm hospitality and professional service. The check-in process was smooth and efficient, setting the tone for a relaxing and enjoyable stay. The rooms were spacious, elegantly designed, and offered breathtaking views of the city. I especially appreciated the attention to detail — from the plush bedding to the well-stocked amenities that made my stay feel both luxurious and comfortable. The housekeeping team maintained everything impeccably throughout my visit. One of the highlights was the breakfast buffet, which featured a wide variety of local and international dishes. The restaurant staff were attentive and friendly, always ensuring guests were well taken care of. I also had the chance to unwind at the pool and fitness center — both well-maintained and perfect for a short escape from a busy day. Overall, JW Marriott Medan exceeded my expectations in every aspect. Whether you’re traveling for business or leisure, it’s a top choice for a refined, comfortable stay in the heart of the city. I would gladly return and highly recommend it to others seeking premium service and comfort."
"17.","Himanshu Timbadia","9","2025-12-18","5","Another Great Stay at the JW Marriott Medan!! Excellent service throughout the hotel, but the following truly stand out for serving with so much warmth: - Dini - is always there with her warm welcome and making sure that all aspects of my stay is comfortable - Valencia - at the executive lounge for her outstanding service and ensuring that the best vegetarian meals were prepared for me Hope to be back soon to experience the wonderful hospitality!!"
"18.","junior yeo","78","2025-12-18","5","What I like: Good city view, well equipped gym, very convenient location to shopping centers, good security, friendly staff What I don't like: Food is so so, rooms are about dated but it's still one of the best in that area, lighting is poor, can be noisy at times"
"19.","Desi Tarigan","72","2025-12-25","4","Kesini utk dinner saja yg ayce Tapi utk rasa kurang ya dan variasi makanan juga kurang banyak Utk pelayanan semua staf ramah2"
"20.","noni sinta","7","2025-10-01","4","sudah dua kali menginap disini. overall saya suka. saran saya, untuk sekelas hotel bintang 5, tolong dong tvnya diganti jadi smart TV. karena hotel2 kecil aja skrg udah smart TV semua. terus regulasi pengantaran makanan dr abg2 ojol, tolong diperhatikan dan jangan dipersulit. itu juga bagian dari kenyamanan tamu."
"21.","Amorna Mimoss","1","2025-11-01","3","The food was good, but the service could be improved. The staff were not very responsive, and there was a time when I had to repeat my order just to get hot water and coffee. Hopefully, the service will be better in the future."
"22.","lina rosakim","5","2025-12-25","5","Saya sangat puas dengan pelayanan mbak shanty...yg sangat2 ramah dan perduli sekali dgn kami yg pendatang .. Saya di sangat merasa puas dan terbantu.. Makasih ya mbak shanty sayang..."
"23.","Nuel Sihaloho","2","2025-12-01","1","Hotel yang sangat buruk sekali,masa sekelas marriott liftnya satupun tak ada yang berfungsi hotel apaan ini udah gitu lift yang di basement pencetan liftnya juga pecah pecah ada juga yang diselotip dan lantai liftnya juga ada yang retak cuma dikasih sarung goni😂😂😂. Memalukan sekali !!!!!!!!!!!"
"24.","Isaac","22","2025-11-01","5","The service is definitely top notch which compensates on some of the room amenities which could be slightly dated and can be polished. It’s definitely one of the best hotel services I have experienced so far. Would visit again if I come back to Medan"
"25.","Liza Nurulfazila OK Rahmat","10","2025-10-01","4","Kind of dissapointed. The breakfast was not good. Many choice but not tasty. The staff at the entrance was like unwelcoming. It took too long for the porter to come. We went out in the morning and came back around 3 pm, the room was not made-up and rubbish wasn't collected yet. Usually hospitality in Indonesia is top notch, but sad to say not in this hotel. Hopefully they improve."
"26.","Crystal Ng","82","2025-10-01","1","I’ve been staying at this hotel for two nights, and unfortunately, my experience has been quite challenging. The pillow in the room is very flat and uncomfortable, making it hard to get a good night’s sleep. What’s even more frustrating is the noise. The hotel’s soundproofing is really poor, and even at 12:49 AM, there’s still a loud party going on. The noise is extremely disturbing and has made it nearly impossible to rest properly. While the location and other aspects of the hotel are decent, I think improvements in soundproofing and offering more comfortable pillows would really enhance the guest experience."
"27.","Thanakorn Alfandari","78","2025-09-01","5","Right in the centre not far from Soho and the railway station. The hotel was very comfortable but service was somewhat lacking given its five stars status. The lounge staff didn't have a clue about the cigars on display. The shower in the room also didn't stop dripping despite my best attempt to get the dial to the close position. Very comfortable bed though."
"28.","Bambang Pamukas","15","2025-10-01","1","Buruk... Aku kurir antar makanan mau nitip ke kamar sekian macam di telantarkan. Sok sibuk padahal gk rame kali padahal. Untuk mau nitip aj bisa bertahan berdiri di sana sampek 10menitan. Kalau emng macam itu instruksi kan sama tamu tamu kalian itu jangan ngorder makanan. Suruh aj makan di kantin. Bikin emosi aj tiap ngantar kesana"
"29.","Rizkiansyah","18","2025-09-01","5","Kamarnya bagus dan spacious, hanya saja sofanya sudah kurang empuk. Receptionist helpful sekali. Saya berikan credit to Rianti (receptionist team) yang telah membantu saya mem packing barang saya dengan mencarikan kardus kosong dan membantu mengikatnya. Sukses terus Marriot Medan"
"30.","toni boster378","6","2025-12-01","1","perkara bayar parkir kereta ga bisa scan kode qr, kata tukang parkir harus cash atau pake kartu. perkara bayar parkir jadi jalan dulu ke atm bikin cape wkwk minus metode pembayarn parkir bikin ribet"
"31.","Syesa Pradita Ningtyas","7","2025-09-01","3","saya dari kmar 1901 minggu kmren pesan yg executive deluxe layanan dan lokasinya bagus luas bgt,toilet oke,bathup look view, tolong tingkatkan lgi fasilitas yg memadai, PR kalian banyakk, ekspetasi kami ksni ud tinggi bgt, tpi ga sesuai🥲 1. ga smartTv , masa hotel bintang 5 kalah canggihnya sma hotel bintang 4 , jd gabsa netflix an 2. pesan yg executive deluxe krn mau liat gordenny otomatis terbuka pake remote,eh smpe kmar ga sesuai kayak di tiktok,saya sengaja pesan mahal2 krn mau liat canggihnya malah bisa nya buka manual agak kecewa,malah diblg sma housekeeping nya kmar yg gordennya otomatis kebuka ad di lt 21an, tau gtu knp ga dipindahkan kstu🥴 3. ini yg paling parah, pas mau kluar basement masa bayar parkir lgi, bukannya pesan kmar ud include free parking. masa ga ditanya sama tkg parkirnya dari kamar no berapa, pas co baru dikasi free parking sma receptionist nya,itupun tnggu diminta. gada inisiatif nya. jd klo kami mau kluar JW lebih dari sekali, bakal berkali2 dong kena parkir nya. agak laen!"
"32.","donel courtney","18","2025-09-01","5","I really liked the vibe here. The rooms all have views, they're large, location is in the middle of town. The food is great, the in-room dining and Chinese restaurant were super tasty and affordable (to me). Its just so friendly here. Daniel at the concierge was helpful in going beyond protocol for me and Evelyn at the Chinese restaurant was just a delight in recommending food and just being charming to a solo traveller."
"33.","Robyn Huang","1082","2025-08-01","5","My family and I had an exceptional stay at this hotel for two nights before and after a jungle visit. The rooms are comfortable and clean, with big bathtubs and the staff were just wonderfully sweet and kind. Our daughter loved the shallow children’s pool. It’s just a gem of a hotel."
"34.","Brandon Thompson","59","2025-08-01","5","What a great hotel in the heart of Medan, Indonesia. Bed was super comfy and blinds closed to near darkness which was important after battling the 11 hour jet lag for a day. Breakfast option is absolutely amazing. The states don’t have breakfast options this nice. Good coffee and some tasty world food options. Everything you would want. It felt safe and it was kept in immaculate condition. I review tons of hotel rooms and this is one of the top 5 I’ve ever been in."
"35.","Sharky Oks","207","2025-08-01","5","Hotelnya mewah guys, tempatnya di tengah Kota Medan. Untuk kamarnya bersih dan harum, tapi sepertinya hotel lama ya, dibeberapa bagian dinding di lorong kamar untuk wallpapernya sudah bergelombang sepertinya perlu pembaharuan deh🙏. Pengamannya juga ok ya guyss…naik ke atas juga perlu kartu akses juga. Nah untuk sarapan, menunya variatif dan enak” guysss….untuk harga sih menyesuaikan ya guys menengah keatas. Pengalaman yg tak terlupakan kok…."
"36.","siagianxena","2","2025-08-01","5","At first, I contacted the reservation team for two full days and received no response, so I left a negative review and initially decided not to stay here. However, in the end, I decided to book two rooms for one night and was finally assisted by the reservation team (This case has been resolved and the apology was accepted after they responded to my review) All payments were handled smoothly, even though I’m currently in the U.S., I was able to make the booking easily for my sibling’s graduation in Indonesia. All of our requests were fulfilled, and even with several reschedule requests, we were not charged any extra fees. Thanks for that The check-in process for my family went smoothly. Although one room was not ready at the time, everything else went well, and my family was very happy. We had a special request for a graduation message written on the mirror, and it was beautifully done. Thank you so much to the team (especially Grace) who decorated the room, and to the pastry team for the lovely cake. The rooms were spacious, with a connecting door, a clean bathroom, beautiful views, and excellent service. The staff always smiled warmly whenever my family passed by. The lounge area was spacious with a great variety of food and an amazing view. The swimming pool was great, and there was also a gym. Breakfast had a wide variety of options, though some items like bread and Jam were placed separately in a different area, which could be improved for better convenience. Just a small suggestion. At check-out, there was a bit of confusion when the reception mentioned that the booking was originally for a Deluxe room and had been upgraded to an Executive room, which made my family a little confused. But it was explained clearly in the end, and the staff apologized for the misunderstanding. When exiting the parking lot, my family were charged Rp 25,000, which was fine, but maybe it would be helpful if parking registration procedures were explained during check-in, since not everyone is aware of this policy. Overall, great service. Best of luck to the JW Marriott team. my entire family was happy with the stay"
"37.","Raisya Maharani","189","2025-11-01","5","Bintang tidak berbohong. Semua layanan, keramahan staff, fasilitas hotel memuaskan. Makanan enak. Lokasi strategis sekali"
"38.","Zubaidah Ismail","6","2025-07-01","5","I had a truly pleasant first-time experience staying at JW Marriott. The hotel was very clean and located in a strategic area. Service at the reception was excellent, especially from the Front Office Manager. Special thanks to Ms. Devita from the F&B team at The Lounge — she was efficient, friendly, and made guests feel at ease. Overall, the service was truly first-class. Thank you to the entire JW Marriott team for the outstanding hospitality."
"39.","Daniel Hendrata","19","2025-08-01","5","I stayed here many times since 2016 or 2017. This hotel is definitely aging. But for me still considered one of the best hotels in Medan. Love their breakfast, gym: best lifefitness hardwares, the sauna and cold plunge is definitely assets and plus points as not many hotels would have these anymore. They are very responsive to the guest needs. Mattress quality is also great and plus points. Rooms for improvement: - Better pillow. Its very soft. I asked for firm and came another soft pillow. - new carpets - seal rubber at the windows as the building is aging then we could easily hear the motor cycle racing muffler from outside, especially at night and some loud disco music from other premises. Plus points: I accidentally left a pair of clothes and they initiated to contact me and offer solutions. Keep up the great work."
"40.","J B","183","2025-12-01","2","Not worthy of the JW Marriott brand Very poor service and incompetent staff Rooms are decent while a little dated Over priced food and beverage Below average food Exceptionally inefficient and incompetent check in and check out Have stayed three times and 2/3 was j recharged and still waiting fir a refund. Duffy credit card procedures at front desk Avoid this hotel, find somewhere else"
"41.","Brendan Crozier","16","2025-09-01","4","This hotel was very pleasant, especially for the price and given the location. I stayed for 3 nights in total in two different rooms (over two occasions, either end of a 10 day tour of Northern Sumatra). On the first occasion they upgraded me to the executive room (I think that's what it was called). I didn't realise and was quite surprised when I opened the door. It was enormous, with huge windows on two sides. It was very luxurious, though facing what I suspect was North-West the air-conditioning struggled to keep up with the heat from the sun on the windows. Despite being on 16 degrees the room never got below 26, even in the morning. It was warm, but bearable and still comfortable. Air-con in Indonesia seems a little different from other tropical countries I've been to. It takes the edge off, but certainly doesn't make the room cool. The second room I stayed in, which was much more standard (but still fairly spacious and very comfortable) coped much better, and the temperature was lower. The location was great, right across the road from a big shopping centre. The food court inside was excellent, with lots of good quality local food. There is also a supermarket just around the corner for basic needs. It's walking distance to places like the Chinese mansion, and the Sunday markets. The facilities are good, but just barely scraping by. The sauna was great, but the mechanism was variable, with the temperature being over 100 degrees on the first day (I've honestly never been in a sauna that is so hot, and I've been in a lot of saunas; the thermostat seemed stuck on). The other days it was a much more normal 60-70 degrees. Either way I got a good sweat up. The spa was lukewarm (board said it was 40 degrees; it was not. More like 35). The steam room was being repaired. The plunge pool was fantastic. Freezing, and probably the coldest thing in all of Sumatra 😊! It was wonderful after having a good sweat. Some of the other patrons didn't understand the basic courtesy of showering after the sauna and before the spa/plunge/pool, so you're kind of swimming in people's sweat. Some multilingual instructions might be helpful? The tiles were unfortunately treacherous; maybe some grip strips need to be installed? I almost stacked it several times as I aquaplaned across the floor. The gym was great. Excellent new equipment and a really nice space. The staff were very friendly, giving a towel and bottle of water each time you worked out. They even remembered my name even though I was only there a couple of day. The breakfast was nice enough, with some gluten free options (I have coeliac). Bizarrely, although they had some little GF cakes, there was no GF bread. Probably consider getting the bread before other types of pastry. Overall the hotel was pretty nice, but a little old, tired and in need of some more aggressive renovations in the sauna area, but still functional and clean. Like everywhere in Sumatra you need to drop 1 or 1.5 stars to get a sense of what the place is actually like (i.e. it's really more of a 4 star hotel, despite technically ticking the boxes for that rating). It's still probably the nicest hotel in the city."
"42.","Matthew Reichel","196","2025-08-01","5","We loved our two stays here— it’s a great value place with really caring staff who go above and beyond to help. Rooms are really comfortable and gym/pool area is great. Very child friendly."
"43.","Widodo Krisman","15","2025-07-01","5","Love the location of this brand, very convenient with city center. The breakfast is exquisite, the staff service was true to its 5 stars rating. The hotel and facility are a bit old but still classy, best of all, maintained well. The pool area is showing its age, however, still has the best view of City of Medan."
"44.","Soegianto Ali","381","2025-10-01","5","Located in the middle of the city across Deli Park Mall. The room is big enough, and clean. The power outlets is smart, they have a number of possible slot but since it is located on the table, no matter what your power plug is, it stand securely to the outlet."
"45.","Hamza Raissouli","93","2025-08-01","5","Amazing place. Friendliest staff in the world (call the Guinness people cuz we might have a record). Food is good, and rooms are kinda old but sparkling clean."
"46.","diana puspita","4","2025-08-01","4","Keluhan saya cuma saat sarapan,saya sarapan jam 8.15 udah banyak yg kosong.Ada yg menunggu refill.Ada yang kosong spt dimsum yoghurt dan ga diisi lagi."
"47.","Emma H. Cahyani","9","2025-07-01","5","My fiancé and I had an amazing 3-night stay at JW Marriott Hotel in Medan! We were fortunate to receive an upgrade to one of the top-tier rooms. The room was spacious, elegant, and incredibly comfortable, and the complimentary breakfast was a fantastic way to start each day. We also celebrated my birthday at the restaurant. They staff went above and beyond to make our dinner special. The hotel’s location is in the city center, making it convenient to explore nearby malls and book a rideshare. One minor inconvenience was that, on one morning, the breakfast area was extremely crowded due to a political party gathering. Many guests from the event stood in the walkways, chatting, which made it difficult to move around comfortably. Overall, despite this small issue, our stay was a perfect blend of luxury, hospitality, and convenience."
"48.","Linus Ong","9","2025-09-01","5","Many thanks to Ms Jean and Mr Alif for making the stay so memorable. Special thanks to Ms Dini whose warm hospitality made us feel welcome and comfortable the second we arrived!"
"49.","Matthew Loh","32","2025-06-01","5","Menginap 2 malam di kamar deluxe. Secara kesimpulan, hotel bagus dan mewah, tetapi ada rekomendasi yang harus diperhatikan. Saya perhatikan banyak penggunaan botol plastik terlebihan. Di gym dan kamar, setiap pengunjung diberikan botol air plastik. Di seluruh hotel, hanya ada dispenser air di seberapa tempat seperti lantai gym dan kolam renang. Saya saran untuk tambah dispenser air minum di setiap lantai dekat lift, dan berikan air di kamar dengan pesan untuk mengurangi penggunaan plastik dan melestarikan lingkungan. Ada banyak hotel bintang 3 dan 4 yang tidak sekelas tinggi seperti JW Marriot tetapi sudah ada kebiasaan ini. Jadi menurut saya ini sangat mengejutkan. Selain itu, di kamar mandi ada kurang rak untuk gantung pakaian atau handuk, hanya ada bebarapa batang kecil sesuai untuk handuk kecil. Biasanya di hotel, di atas kloset toilet ada rak untuk gantung handuk. Tetapi di toilet ini ada bingkai lukisan seni. Sarapan pagi prasmanan sangat lezat dan ada banyak pilihan. Kamarnya sangat luas dan nyaman, ada layar TV sangat modern. Jadi saya rekomendasikan tempat ini untuk siapapun yang ingin mengalami hotel yang mewah dan nyaman di Medan."
"50.","afifah pio","17","2025-07-01","5","Dah sepatutnya di namakan Hotel 5 Star Coz fasilitas dan pelayanan nya sungguh sangat-sangat memuaskan. Menginap disini adalah suatu pengalaman yg berkesan dan menyenangkan. Thanks"
"51.","christy efiyanti","26","2025-07-01","5","Pelayanan paripurna, thanks to mbak Shanty yg selalu membantu selama kami menginap, booking ini dan itu hehhee… Sayangnya kamar mandi sudah mulai kelihatan usianya. Makanan oke, lokasi oke banget. Terima kasih JW Marriot 👍"
"52.","Aaron Sgro","7","2025-09-01","5","Great hotel with fantastic service. The team are extremely pleasant. Good location being right next to Deli City Mall."
"53.","Viji Shankar","3","2025-05-01","5","Conveniently located, this hotel has a great ambience with excellent staff and a wonderful spread of food and other services. I was checked in by Nurullia and checked out by Shanty who provided excellent customer service. Spacious rooms and bathrooms. At breakfast, Juli was amazing and at dinner it was Mahadi at the Jade restaurant. I noted only the names of these staff, but everyone was so lovely. Thank you."
"54.","Jens Kirchner","3","2025-06-01","5","Very good hotel, just like you can expect from JW Marriott. The service is just great. The employees are super nice and always helpful. I want to give a special shout out to Welly from the front desk / reception who went above and beyond to make our stay exceptional. Thank you Welly!"
"55.","99 Store","23","2025-08-01","5","Pemandangan sangat menarik, saran perbaiki wifi nya. Sangat lelet lantai 20an Yang lain tidak ada problem 👍🏻👍🏻"
"56.","Panji. Endriardi","1","2025-12-11","5","Apakah boleh menanyakan langsung ke staf hotel JW Marriott mengenai harga setiap kamar nya"
"57.","Nelly Ng","25","2025-07-01","5","The room is fairly standard, but the service truly stands out! From the front desk to housekeeping and the restaurant, everyone was incredibly welcoming. The restaurant staff and managers were especially outstanding—special shoutout to RAFIQ, who went above and beyond with his superb service. Absolutely excellent!"
"58.","Melisa Christina","30","2025-07-01","5","Rejeki anak sholeh, pesen kamar Deluxe dikasih Junior Suite dengan harga Deluxe Room.. Asli puas dan seneng banget tempatnya bener² bagus.. Terima kasih."
"59.","Ali B","37","2025-11-01","5","Had a great stay and the staff were exceedingly friendly as were the local people. I would recommend this hotel highly"
