"No","User Name","Review Count","Review Time","Rating","Review Text"
"13.","Daymond Pierce","1","2025-11-06","5","Tempatnya nyaman dan fasilitasnya kepake beneran. Kolam renangnya bersih dan nggak terlalu rame, enak buat nge-chill sore atau habis capek kerja. Gym-nya juga ada alat cardio sama beban jadi masih bisa jaga badan tanpa harus bayar gym luar. Lingkungannya tenang dan kerasa aman, jadi enak buat istirahat. Mas Ade-nya juga helpful kalau ada perlu, gampang diajak koordinasi dan cepat bantu beresin hal-hal kecil. Overall puas stay di sini, recommended. 👍"
"14.","salma rizki syafitri","2","2025-11-06","5","abis nginep disini nyaman banget... kamarnya bersih, rapi, dan wangi. pelayanannya juga oke banget, semua staff ramah. mau kasih shout out buat mas latif, staff nya.. orangnya sigap, sopan, dan detail banget pas beresin kamar. Jadi makin betah nginep di sini 😄 saya pasti balik lagi sih kalau ke kelapa gading. makasihh banyak"
"15.","Halwa Izza","3","2025-12-23","5","Hotel bagus tapi harga terjangkau, Serta pelayanannya baik dan ramah. Kamar bersih dan rapi Good boy nailul 👍"
"16.","Velina Giovanni","4","2025-12-06","5","Pelayanan oke.... Tuk house keeping juga dilayani dengan baik... Ditambah pelayanan dari Mas Nailul.. Sangat sopan dan ramah, kerja sat set. Makasih banyak pengalaman menyenangkan di Hotel Harris."
"17.","Moel","1","2025-12-16","5","area lobby nya nyaman, meeting room nya mewah toilet nya pun sangat terjaga kebersihannya selalu ada yg stanby buat bersihin, terimakasih buat mas rayhan sdh membantu kita 🙏👌"
"18.","paskibra drajasena","1","2025-12-23","5","hotel ternyaman dengan kamar yang bagus dan rapi. terima kasih bang nailul atas pelayanannya yang baik dan ramah"
"19.","Willi Sayoga","1","2025-12-06","5","Salah satu hotel bintang 4 yang ada di kelapa gading. hotelnya sangat bagus dan nyaman, untuk breakfast nya juga enak enak. untuk pelayananya juga bagus terutama mas taufik sangat membantu saya dan ramah banget"
"20.","Anggi Winanta kori","1","2025-12-06","5","Tempatnya nyaman, fasilitasnya juga cukup oke, lokasi sangat strategis untuk bisnis trip Pelayanan ramah-ramah semua dari staffnya, terutama untuk Ka April di Receptionist."
"21.","Liska Triana","2","2025-12-06","5","Tempat nya nyaman, bersih, view nya best bangett, yang yg paling penting petugas nya ramah2 apalagi yang namanya mas latif baik sama sopan banget 👍🏻 . Pokoknya reccomended 😍 …"
"22.","Indah Anisa Putri","2","2025-12-16","5","saya sangat terkesan dengan mas rasyid di housekeeping keramahan luar biasa ramah dan membantu, check-in/out cepat, kamar bersih & nyaman, membuat kami merasa seperti di rumah."
"23.","Ikbal Baharsyah","2","2025-12-06","5","good job pak ade purnama sangat care pd saat kami ingin memakai fasilitas hotel restroom sangat terjaga dan wangi meeting room jga oke nyaman"
"24.","Mulya Jaya","1","2025-12-06","5","Pertama kali chek in di harris hotel klp gading sangat nyaman,kebersihanya sangat terjaga,swimming pool nya bagus dan pelayananya sangat baik.terutama Pak Ade Purnama sangat ramah dan baik. Sangat -sangat recomended👍🏻"
"25.","veggaoctavia vegga","3","2025-11-06","5","sarapannya enak, dessertnya lengkap, mulai dari indonesian breakfast dan untuk western nya sangat suka dan berbagai macam lainnya. untuk restaurannya bersih dan rapi dan untuk pelayananya sangat baik juga dan sangat membantu. Special Thanks untuk mas Taufik"
"26.","Kay May Ray","49","2025-11-06","1","Resepsionis jam 16.00 wib tanggal 10 oktober, perempuan sungguh buruk pelayanannya... Menawarkan jadi member untuk discount massage... setelah daftar saat menghubungi dari kamar untuk reservasi massage dengan voucher sesuai yang dijanjikan, kami diminta menunggu 3 menit dan katanya akan menghubungi kembali.. sampai 30 menit ditunggu dan ditelpon2 ngga diangkat... setelah 5x menelpon diangkat dan katanya ngga bisa karena bagian yg log in kan member sedang tidak ditempat! Ruangan So So, sendal jepit hanya dikasih 1, warna seprei putih butek... not worthed... 100 sure will not come again Super BAD service for the staffs"
"27.","Muhammad Mauludani","14","2025-10-06","5","Pelayanannya terbaik. Mulai dari sekuriti depan yang aktif mencarikan lahan parkir meski harus lari sana-sini, hingga receptionist yang sangat ramah dan membantu. Terutama yang bernama mas Umam. Menginap 3 malam disini serasa tinggal dirumah sendiri. Good job Harris Hotel Kelapa Gading"
"28.","Ika Yuliani","2","2025-12-06","5","Kamar nya nyaman banget dan bersih habis meeting bisa langsung istirahat point plus nya kamar mandi bersih wangi dan ga licin. Makasih yaa untuk mas dika"
"29.","ujang Herul","3","2025-12-30","5","pelayanan nya sangat baik terutama dari mas latif kebersihan kamarnya sangat memuaskan rapih dan bersih terimakasih mas latif"
"30.","ENGRID THENATA","6","2025-12-06","5","Pelayanan room attendan spec untuk kak Arya Febriansyah very excellent. Hotel nya bersih dan ramah anak dekat mall jadi sangat menyenangkan 💕😍"
"31.","Api lop","3","2025-11-06","1","Toilet yang ada dilntai 5 untuk meeting, masa tempat BAB pakai lantai keramik yang bisa mantul cahaya dan bisa dilihat sebelah, g nyaman untuk pengguna"
"32.","A B Darmadi","1","2025-12-06","5","Kamar hotel sangat bersih dan rapih Pelayanan dari mas feri irawan sangat ramah ,cepat dan sigap untuk membantu,trimakasih sudah memberikan pelayanan terbaik"
"33.","Elvira Juwita Saraswati","17","2025-10-06","5","Untuk kegiatan kantor Semua staff helpfull, siapa saja yg ditemui bisa diminta tolong dan lgsg dieksekusi. Buat ibu yg sedang menyusui, bisa titip Asip di receptionis, asip aman dan saat diambil (jeda 6 jam) sudah dlm kondisi beku. Apabila terdpat sisa konsumsi, ditawarkan kepada pemilik acara untuk dibawa pulang. Lokasi strategis, Peserta dpt lgsg ngemall. Keren! Makasih Harris Kelapa Gading."
"34.","Annisa Imah","1","2025-12-06","5","Terimakasih staf mba nur area lobby dan toilet nya bersih wangi greeting ny good ramah tamah, lauch Nusantara perayaan ulang tahun di hotel Harris hari ini ga nyesel💖"
"35.","adln ks","4","2025-12-06","5","Hotel nya bagus, nyaman, makanan nya enak, toilet nya bersih & wangiiii Terimakasih buat mba sharon pelayanan nya sangat baik dan ramah, overall good 👍👍"
"36.","Angga Zone","110","2025-11-06","5","Suka banget hotel nya Kolam renang nya, makanannya beuh enak enak banget. Samping mall jadi kalo kau jalan jalan tinggal kluar dari lobby nya lsg nyambung ke mall kelapa gading."
"37.","Yosep Dani Putro","26","2025-09-06","4","Ditingkatkan pelayanannya ya, karena jam 15.30 kamar blm ready. Kamar udh ready, tapi bau rokok sangat mengganggu.. Utk lokasi, sangat strategis, karena menyatu dgn mall."
"38.","Taslim 18","3","2025-12-16","5","Terimakasih Mbak Fitri sudah memberikan pelayanan terbaik pada saat check in dan menginap .. Dijelaskan membership dengan detail dan sangat ramah .. Thank you .."
"39.","nandito","3","2025-10-06","5","Selama menginap di hotel harris sangat sangat nyaman, karna hotelnya dekat dengan mall.breakfastnya pun enak. Dan saya dibantu mas taufik di resepsionis dalam check in dan check out juga ktmu dia lagi,ramah banget semua staffnya dsni."
"40.","ramdan hidayat","2","2025-12-23","5","Pelayanan nya baik dan juga ramah terutama stafnya yang bernama latif,Rekomen banget untuk yang mau nyari penginapan di sekitaran kelapa gading"
"41.","Nathanael Gunawan Budhi","14","2025-07-06","5","Saya baru saja menginap di Hotel Harris Kelapa Gading, dan pengalaman saya di sana sungguh luar biasa. Sejak pertama kali tiba, saya langsung disambut dengan senyuman hangat dari para staf hotel yang sangat ramah dan sigap membantu proses check-in dengan cepat dan profesional. Kamar yang saya tempati sangat nyaman, bersih, dan tertata rapi. Suasana kamarnya tenang, pencahayaan baik, dan fasilitas di dalamnya sangat lengkap—termasuk TV kabel, mini bar, teko elektrik, dan koneksi WiFi yang stabil dan cepat. Tempat tidurnya empuk dan sangat mendukung kualitas tidur saya selama menginap. Fasilitas hotel juga sangat lengkap dan memuaskan. Kolam renangnya bersih dan menyenangkan, sangat cocok untuk relaksasi. Pusat kebugaran (gym) juga tersedia dan cukup lengkap untuk kebutuhan olahraga ringan. Selain itu, hotel ini terhubung langsung dengan Mal Kelapa Gading, sehingga sangat praktis untuk berbelanja atau mencari makan tanpa harus keluar jauh-jauh. Satu hal yang paling berkesan adalah pelayanan dari seluruh karyawan hotel. Mereka tidak hanya ramah, tetapi juga sigap dalam merespon setiap permintaan. Bahkan saat saya membutuhkan bantuan untuk pemesanan transportasi dan informasi sekitar hotel, mereka memberikan informasi dengan jelas dan tulus. Secara keseluruhan, saya sangat puas dengan pengalaman menginap di Hotel Harris Kelapa Gading. Pelayanan yang prima, fasilitas yang lengkap, dan kenyamanan kamar menjadikan hotel ini salah satu pilihan terbaik di kawasan Jakarta Utara. Saya pasti akan kembali lagi dan sangat merekomendasikannya kepada siapa pun yang mencari penginapan nyaman dan berkualitas."
"42.","Purwati -","1","2025-11-06","5","Kamarnya besih dan wangi, pelayannya nya ramah dan cepat, lokasi strategis terimakasih mas puad atas servisnya, dari kamar 1529 good."
"43.","Afif Amrullah","216","2025-10-06","5","Terima Kasih Atas Pelayanan nya. Sangat Sangat Sangat Memuaskan Sekalian...Semoga Bisa Kembali Lagi Ke Hotel Harris setiap Akhir Pekan. Sampai ketemu lagi buat Receptinistnya An. Tia. Berkah & Semoga Sukses Selalu Yah buat Mba Tia."
"44.","Wagini 05","1","2025-11-06","5","Reception ramah,breakfast enak enak menu ya, Harris kalau soal makanan dan kebersihan sangat totalitas, oh ya untuk ka kurnia yang ramah membantu saya dengan cepat,biasa ya cowo yang bersihkan kamar tapi tiba tiba cewe tapi keren kamar saya jadi bersih dan seger gitu🥰"
"45.","Hj. Arnha","2","2025-12-16","5","Kamarnya bersih ,pelayanan resepsionis atas nama salsa dan umam nyaman banget . Ngebantu aku banget dan sangat ramah sekali"
"46.","PPSMA JATIM","4","2025-12-06","5","Lokasi strategis, kamar rapi, dan Hotel nyaman dengan layanan staf ramah, makasih kak taufik dan kak salsa. Cocok untuk perjalanan bisnis singkat."
"47.","Yusrichal Ansar","2","2025-12-06","5","Pelayanan nya bagus, tempatnya bersih, terutama lobby nya yang selalu dibersihkan oleh Mbak Nur. Terima kasih hotel Harris"
"48.","Alfin Ismail Marzuki","1","2025-12-16","5","Mas Parsya dan Mbak Fitri direception Ramah dan Membantu selama kami menginap.. Hotelnya nyaman dan bersih dekat dengan Mall Kelapa Gading.. Sukses selalu Harris Kelapa Gading 👍"
"49.","Nunung Nunung","1","2025-12-06","5","Selama ngindep di hotel ini sangatlah bagus untuk pelayanan nya sangat keren dan yang membersikan kamar ya sangat ramah banget mas Latif"
"50.","Muhamad Arif Al Farizi","2","2025-12-06","5","Area lobby perfect sekali , tertata dan bersih sekali pandangan jadi fresh.... staf namanya mas dika juga sangat humble dan sopan..👍🏼👍🏼"
"51.","Adam Lukman Syah","2","2025-10-06","5","Kamarnya bagus. Pelayanan sangat memuaskan. Terimakasih Bapak security yang ramah2. Untuk resepsionis an Mas Umam atas bantuannya. Sangat2 membantu. Semoga sehat selalu. Terimakasih Harris Hotel"
"52.","Roja Faiz","2","2025-11-06","5","Tks ka kurnia,hotel ya nyaman strategis kebersihan oke sarapan oke kamar wangi,bersih,rapih,pelayanan karywan lainnya good"
"53.","Hana yupita rahma","1","2025-12-09","5","Hotelnya nyaman dan sibuk banget tapi pelayanannya TOP , dibantu oleh Mbak Fitri dan Mas Parsya 👍 Sukses selalu Harris Kelapa Gading .."
"54.","djufri tekeng","2","2025-12-16","5","Salsa dan umang sangat ramah dalam pelayanan, kamar nya bersih juga. saya akan selalu kembali lagi ke Harris next time"
"55.","Sulaiman Rasyid","38","2025-07-06","4","Terima kasih atas keramahtamahan seluruh personil, terutama Mas Akmal Semoga tetap dijaga kualitas servis-nya Untuk housekeeping untuk tidak terlalu inisiatif terhadap barang-barang yang ada di meja, siapa tahu masih akan dimakan"
"56.","Didi Wahyudi","1","2025-12-06","5","Pelayanan yang bagu,area parkirnya selalu rapih,ramah,penampilan nya rapih,terimakasih untuk mas uta dan mas dika yang selalu menjaga area hotel dengan baik"
"57.","Manto Ade irawan","1","2025-12-16","5","Trimakasih mba sharon pelayanan nya sangat bagus dan ramah juga. Toilet nya juga bersih dan wangi area meeting room nya bersih juga. God job"
"58.","Ian Rosian","2","2025-12-06","5","pelayanan yang baik,kebersihan nya selalu terjaga,terima kasih banyak untuk mas uta,area lt5 selalu bersih dan wangi terutama untuk toilet nya rapih dah bersih"
"59.","Desti Novianti","1","2025-08-06","5","Pelayanan dan Kebersihan Terbaik, Terima Kasih Mas Latif! Saya dan keluarga baru saja menginap 2 malam di hotel ini, dan yang paling berkesan selama menginap adalah pelayanan yang luar biasa dari Mas Latif. Beliau bertugas membersihkan kamar kami dan hasil kerjanya benar-benar patut diapresiasi."
"60.","Michael exaudi Parhusip","1","2025-11-06","5","Meeting di harris untuk lunch banyak variasi,hotel nyambung dengan mall,pelayanan servic all ok,terutama ka kurnia yang sudah respon membantu dengan cepat,cleaning mantap"
"61.","Dicky Pujisantoso","4","2025-09-06","5","Kamarnya nyaman dan bagus, tempatnya strategis karena terhubung dengan mall, makanannya cukup enak². Pelayanannya juga bagus, terutama untuk mas fahri yang sudah membantu saya, suskes terus untuk petugas² yang sudah memberikan pelayanan terbaik"
"62.","Mega Safitri","1","2025-11-06","5","Hotelnya nyaman, dekat dengan mall, mau belanja ke mall pun ga perlu keluar, lewat dalam hotel juga bisa, fasilitas bagus, makanan enak, kamar bersih, serta pelayanan yg memuaskan dari mas Fahri yg menawarkan bantuan untuk membawakan barang di saat kami mau chek out dari hotel,,, Thanks Harris kelapa gading atas pelayanannya yg memuaskan❤️"
"63.","Rudy Tyas","22","2025-12-09","4","Nyaman ,makananya enak enak semua,pelayanannya bagus banget ,mohon maaf banget tapi di kasur terdapat ada kutu ."
"64.","Nola Elfiani","5","2025-08-06","5","Alhamdulillah kamarnya bersih, rapi dan wangi ya, dan bisa request pake handuk2 yg nanti dibuat lucu2 gitu hehe, trus pelayanannya memuaskan banget, apalagi ketemu sama adek aku fahri hehe, staff nya ramah2 juga kok, makasih ya adek ku fahri ☺️"
"65.","nabilaaast","3","2025-12-06","5","oke banget untuk pelayanan nya ka latif kamar dibersihkan secara detail 👍🏻👍🏻 sangat puas sekalii"
"66.","Winnie Putriokta","2","2025-10-06","5","pelayanan excellent dari mas edward saat saya sarapan. hotel nya bagus, kamar bersih, fasilitas lengkap. terimakasih untuk pelayanan nya untuk semua staff hotel 🥰🥰"
"67.","Panca Panca (Feri Yutomo)","5","2025-11-06","5","Tempat y nyaman area gym nyaman bersih Pelayanan staff hotel y ramah2 penjaga swimming pool y jg baik mas Hendro"
"68.","Dito Riski","1","2025-12-06","5","Hotel bersih , keamanan baik, pelayanan bintang 5 , khusus mas yang melayani mas latif , pelayanannya baik banget ga nyesel pilih hotel ini"
"69.","Dejan Nouval","3","2025-08-06","5","Hotel murah kualitas terbaik Stafnya Ramah bangett terutama mass rikal yang telah menjaga area meeting room dan restroom nya wangi. Fasilitas lengkap ada gym, internet zone, kids, meeting room yang nyaman, makanannya sangat enak dan bervariasi."
"70.","Heri 1616","1","2025-12-06","5","Lokasi hotel yang stratrgis, Dekat dengan mall Sesuai dengan bintang nya dan terimakasih juga buat mas chandy helpfull banget ramah dan sopan Hotel Harris sangat recomend"
"71.","Delva asrl","2","2025-08-06","5","baru saja menginap di Hotel Haris Kelapa Gading, dan saya ingin memberikan apresiasi khusus kepada Mas Latif yang memberikan pelayanan luar biasa selama saya menginap. Pelayanan yang diberikan sangat profesional, Saya merasa sangat dihargai sebagai tamu, dan itu membuat pengalaman menginap saya menjadi lebih berkesan."
"72.","fatma alpiani","11","2025-12-16","5","hotelnya recomend bgtt thanks mas latif untuk pelayanan nya sangat oke sekalii dan untuk kebersihan kamarnya sangat memuaskan."
"73.","ADINDA NOVITA SARI Z.B","2","2025-11-06","5","Hotelnya bersih banget, dan enak juga dibuat nginep Pegawainya sangat profesional, kayak mas nailul contohnya 😁"
"74.","Muhammad Yusuf","1","2025-12-06","5","Pelayanannya ramah dan kamarnya bersih, nyaman. Untuk mas naufal yang membersihkan terimakasih sudah membersihkan kamar saya."
"75.","Fahni Winata","1","2025-09-06","5","pelayanan yg ramah,makanan ber variasi,saat ivent nusantara pun berasa nostalgia dengan jajanan pasar & makanan tradisional yg di sajikan,untuk kamarnya rapih,bersih,pelayanan mas Fahri pun sangat memuaskan saat pembersihan kamar"
"76.","Bonek 1927","1","2025-11-06","5","Betah banget nginep dihotel ini, suasananya enak. Pelayanannya juga ramah. Terimakasih mas nailul atas pelayanannya 👌🤩"
"77.","Fadilah Nurdiawan","2","2025-08-06","5","Konsen pada pembersihan kamar mandi area areanya luar biasa. Staffnya cekatan banget buat bantu dan mengarahkan tamu yang kebingungan. Terutama mas hilmi yang dengan ramah menyapa dan membatu kakek saya yang sudah berumur."
"78.","Yono","1","2025-11-06","5","Hotel yang sangat dekat dengan mall, anak anak saya jadi nyaman nginap disini. dan pelayanan staff nya ramah ramah terutama mas taufik yang membantu saya"
"79.","Zakky 97","3","2025-12-09","5","Rekomendasi hotel selama stay di harris hotel kelapa gading. Makanan dan pelayanan selalu memuaskan dengan mas andri hk"
"80.","Moch Rokim","1","2025-11-06","5","Hotelnya mantep banget Pelayannya juga ramah, kemaren kesana dibantu sama mas nailul. Baik banget 🤩"
"81.","putri soleha","3","2025-12-06","5","hotelnya oke banget untuk kebersihan kamar dan pelayanan jga sangat memuaskan makasih mas latif"
"82.","yunita yuarnan","23","2025-07-06","5","Lokasi strategis, kamar nyaman, bersih dan aman krn desain meja dan furniture dibuat melengkung menghindari benturan yang membahayakan. Sebagai orangtua yang punya anak kecil ini poin penting yang menjadi nilai plus utk hotel ini. Jadi satu dengan Mall membuat mudah dlm hal mencari makan, hiburan, belanja dan lain-lain. Selalu jd rujukan hotel kalau ada tugas atau liburan di sekitaran MKG. Terima kasih Tim Hotel Harris ❤️"
"83.","Yodhia Antariksa","5","2025-12-06","5","Hotelnya bagus. Makanannya enak enak. Top. Pak ruby lantai 5 baik dan ramah pelayanannya."
"84.","Hani fitriyani","5","2025-11-06","5","hotelnyaaa nyaman sekaliii, melayani saya dengan baikk terimakasih mas latif dan Harris hotel see u again 💗💗💗🥰🥰🥰🥰 …"
"85.","subhan nurrdin mustofa","1","2025-10-06","5","selama menginap di harris sangat nyaman, sarapanya enak , deket dengan mall. dan pelayanan ramah terutama mas taufik yang melayani saya ketika check in."
"86.","Ida Yuslidar","2","2025-08-06","5","selama menginap disini diberikan pelayanan terbaik oleh mas latif selainn ramah dalam membersihkan kamar sangat rapih dan detail kerjanya oke banget mas latif gercep dipertahankan terus mas latif untuk etos kerjanya 👍"
"87.","Temons Skibidi","1","2025-12-06","5","selama menginap di harris kelapa gading kamar selalu dibersihkan oleh mas latif, kamarnya bersih wangi thebest bangett"
"88.","Fachria Santoso","1","2025-11-06","5","Kamar bersih, bagus pelayanannya, lokasi strategis, staafnya mas Fuad responsif Ama customer.."
"89.","Cyzuka No Hikari","1","2025-08-06","5","Luuvvvv this hotel!♥️ Semuanya ramah, wangi, bersih2, rapi. Suka sama menu2 nya juga🫶 sangat hygine✨ kamarnya juga superrrrrrr comfortable. Thanks mas fahri."
"90.","Hartinie Muhamad","3","2025-12-23","5","Thanks Mbak Fitri untuk pelayanannya yang baik dan ramah , kami dibantu early check in .."
"91.","Tati Haryati","1","2025-07-06","5","Hotel bagus, nyaman, besrdih, lokasi nya strategis, kolam renang bersih, lobby juga bersih, ada play ground nya juga, bisa nge gym. Kalo dari kamar nyaman banget ruangannya design nya juga bagus, rapih, AC dingin banget. Makanan enak sesuai lidah. Petugas swimming pool mas ade purnama, pelayanan mantap, orang nya ramah-ramah👍🥰"
"92.","KP - ACHMAD ABDUR ROFI","67","2025-12-06","5","Akhirnya nemu hotel yang cocok di jkt, kamarnya bersih dan pegawainya ramah. Makasih mas nailul 😁"
"93.","Ruri Ahyani","1","2025-12-09","5","pelayanan yang baik dan kebersihan kamar yang baik, terimakasih buat mas latif atas pelayanan yg sangat baik,ramah dan sopan ☺️"
"94.","Nouva TJ","6","2025-11-06","5","Kamarnya luas banget n ada bath tub, dapat city view. Resepsionis mas Taufiq helpful sekali."
"95.","Agni Indradi","371","2025-10-06","5","Nice room, good breakfast Masukan soal sandal hotelnya yang bikin sela jari lecet karena bahan plastik"
"96.","maulana Ridwan","1","2025-09-06","5","makananya enak2 dan pelayan di sini friendly² terutama mas ahmad, sangat aktif dan gesit dalam menyediakan kemauan saya"
"97.","Nancy Willyanto","1","2025-09-06","5","Pelayanannya cepat dan ramah di handle oleh pak Baim saat hendak check in, kamarnya yang nyaman dan bersih. Lokasi oke karena bersebelahan dengan mall."
"98.","Yangti Vania Chan","5","2025-10-06","5","Hotel ternyaman di kelapa gading krn akses langsung ke mall kelapa gading ditambah dengan semua staff yang ramah khususnya kak fitri yang udah dampingi Terima kasih"
"99.","Agil Fanl","1","2025-11-06","5","Special thanks to Mas Taufik yang membantu saya check in siang ini. pelayanan nya sangat bagus sekali"
"100.","nenengfrdh","1","2025-10-06","5","Trimakasih untuk Harris Hotel Kelapa Gading yg sudah kasih kenyamanan dan service yg baik terutama kpd staff di resto Mas dimas yg sudah melayani dengan baik dan sopan☺️"
"101.","Aprilia Anggraeni Putri","1","2025-08-06","5","Pelayanan staff nya ramah, hotel nya bersih dan nyaman sekali terimakasih untuk mas Puad untuk selama pelayanan di kamar good service, sangat recommend thank you"
"102.","Dewi Ulan","4","2025-12-16","5","terimakasih untuk pelayanan terbaik nya mas latif kamarnya dibersihkan secara maksimal next kesini lagi😍"
"103.","Natasya Wilyana","1","2025-08-06","5","Ini kali ke 2 saya menginap di Harris hotel klp gading jakarta, Harris selalu konsisten dalam memberikan pelayanan, sebelumnya saya menginap dan merasa seperti di rumah karna keramah tamahan staff nya,,, untuk kamarnya bersih, rapih, untuk clean lines nya juga ga kaleng kaleng,, staff nya (Fahri,fitri,baim)sangat membantu ketika membutuhkan sesuatu, dan ramah terhadap tamu, sekarang saya klo mampir ke jakarta pasti menyempatkan untuk mengnap di Harris klp Gading jakarta 👍👍🔥"
"104.","Putra Putra","1","2025-08-06","5","Good all staff ramah ramah pelayanan cepat,hotel strategis,makanan ok,terimakasih untuk staff ka kurnia sopan ramah, kamar wangi bersih dan segar selama menginap👍👍"
"105.","Hadya Qarena","1","2025-12-30","5","Hotelnya bagus, pelayanan juga sangat ramah dari tia reception"
"106.","Daud Muhammad","3","2025-08-06","5","Fasilitasnya nyaman dan bersih. Lagi chill di kolam renang and kenalan sama mas Rasyid, salah satu staff HK, ramahg bangett. Good experience!"
"107.","Aprianti Mahrup","18","2025-12-06","5","Kamarnya bersih dan di makeup setiap hari, terutama Mas Latif ramah banget!"
"108.","Firman Irawan","1","2025-11-06","4","Lokasi nya bersebelahan dengan mall Harga yg d bayarkan sesuai dengan servis & fasilitas. Hanya saja daerah sni sepi kalau malam.."
"109.","Abang Ibwar","2","2025-11-06","5","Kebersihan area parkir dan area lobbnya terjaga dengan baik terima kasih mas hilmi petugas kebersihan nya sangat cekatan"
"110.","Dhinta Lestari","10","2025-11-06","5","Allhamdulilah hotel nya nyaman bersih, dan klaw mau ke mall tinggal trun sdah di dalam mall"
"111.","kurnia ulfa","11","2025-07-06","5","Nice room and service Food taste: Utk menu makanan breakfast oke, banyak pilihan, fresh, hanya saja utk dimsum (kulitnya terlalu tebal dan isi texture kurang padat, serta kurangi bumbu yg terasa wangi di mulut klo memakannya) dan untuk lontong karinya (kuahnya kurang lemak dan kurangi bumbu/rempah yg bikin wangi klo memakannya)🙏🙏 Thanks mr. Nanda for your good services"
"112.","Nengsih lestari","1","2025-07-06","5","Terima kasih atas pelayananya yg sangat baik, makan di restonya sangat good tempatnya jga sangat nyaman, kebersiha di loby sangat ok, roomny ok sangat nyaman, Terima kasih jg utk pelayanan d gym dan swimming pool utk mas ade purnama sangat membantu sekali pd saat kami untuk memakai gym dan pool sangat care sekali. Keren hotel harris kelapa gading."
