"No","User Name","Review Count","Review Time","Rating","Review Text"
"22.","Irfan Maulana","1","2025-11-12","5","Insya Allah hotel untuk menginap nya nyaman, kalo sore di lantai kolam renang ada makanan minuman free"
"23.","Ira Fajarwati","19","2025-06-12","5","hotel yg dekat dengan pasar singaparna, sering menginap di sini kalo ke tasik, karena selain dekat dengan tempat tujuan, hotel ini sangat nyaman, bersih berada di dekat spbu dan RSUD, dekat dengan kuliner legend kupat tahu mangunreja. kolam renang nyaman, makanannya pun enak. yg pasti staffnya sangat ramah dari satpam, resepsionis dan juga restonya. pernah menginap pas bulan puasa makanan sahur pun diantar ke kamar 😍"
"24.","Dede 2929","41","2025-10-12","5","Hotel Mewah dg Harga Terjangkau..Bersih Dan Fasilitas Lengkap..Pelayanannya Ramah..Pertahankan..Rekomendasi Hotel yg Bagus..💪🏾💪🏾"
"25.","sri handajani","3","2025-09-12","5","Setiap tugas ke Singaparna selalu menginap di hotel ini. Sangat memuaskan baik layanan dan fasilitasnya."
"26.","Indra Hugo","25","2025-07-12","4","Kamar bersih dan luas, terawat, kasur nyaman tapi tdk ada guling, tombol lampu praktis, tv cukup besar tapi pengoperasian receiver agak susah, kamar mandi luas dan bersih, tapi dikamar saya setiap pagi air susah panas, secara keseluruhan sudah memadai"
"27.","Muhammad Fauzi","9","2026-01-05","5","Hotel dengan konsep arabian yang modern & keren, berani tampil beda groupnya Best Western"
"28.","rani anastasya","5","2025-09-12","5","Sangat puas menginap disni. Pemandangannya bagus, Kamarnya bersih dan wangi Pelayanannya ramah sekali dan sangat helpfull."
"29.","Nur Asiyah","81","2025-06-12","5","Mungkin ini hotel paling bagus diantara hotel yg lainnya. Fasilitas dikamarnya menurutku lengkap ada kulmini, hairdryernya. Kamarnya dan kamar mandinya bersih. Untuk yg suka nge-gym Dihotel ini juga ada loh bisa main sepuasnya 😁"
"30.","Siska Fitria Lestari","7","2025-05-12","5","Proses check in dan check out smooth. Kamarnya nyaman Hijabers seneng banget karena ada hair dryer jadi setelah berenang bisa langsung keringin rambut. Menu sarapan jumlahnya cukup dan memuaskan, malah anak-anak dikasih ekstra pancake ice cream. Kolam renangnya oke, ada atap jadi tetep nyaman kalau hujan atau panas. Alat fitness lengkap. Banyak spot foto yang Instagramable ala Timur Tengah"
"31.","Dinar Setiani","24","2025-12-22","5","Tempatnya estetik indah cumn berisik waktu saya kesana .kolam renang ok bgt"
"32.","Yasir “Abu Kaysan” al Cilacapy","50","2025-07-12","5","kesini tgl 07-07-2025, urusan kerjaan. lokasi OK (deket kantor pemda) Room nyaman buat istirahat, tp mungkin perlu ada lampu utama yg terang buat kerja.. Service OK Food di resto OK (komplit, ada middle east food jg) Fasilitas OK.."
"33.","Bang Japra","2","2025-09-12","5","Hotel nya bagus, pelayanan nya ramah, sarapan nya enak2 Akses ke jalan raya mudah Mantap pokoknya"
"34.","Teddy Hermayadi","2","2025-12-12","5","Kamar dengan view yg bagus, layanan ramah, lokasi dekat dengan alun alun singaparna"
"35.","Dina Juliani","1","2025-07-12","5","Staf ramah. Kamar luas. Next bakal nginep lagi kalo k tasik insyaaAllah Desainnya cantik jdi banyak buat foto²"
"36.","Yuli Riyanto","10","2025-09-12","5","Hotel yg indah dg nuansa Arab, makanannya juga enak-enak, ruang meeting sangat kondusif"
"37.","Saefuloh Ramdan","11","2025-10-12","5","Lokasi strategis, tempatnya nyaman dan bersih, pokoknya mantap, trks alhambra hotel"
"38.","Jati Aulia Suriadikusumah","6","2025-02-12","5","Pengalaman yang memuaskan stay di hotel ini. Cocok untuk staycation keluarga dengan lokasi yang agak jauh dari keramaian. Begitu masuk kamar, langsung disambut view hamparan sawah dan gunung. Unique experience jg karena hotelnya memiliki tema unik dengan ambience timur tengah. Lokasi kolam renang pun di atap dan agak tertutup sehingga aman dari panas ataupun hujan dan bisa sambil menikmati pemandangan. Hanya saja, berhubung lokasinya agak jauh dari pusat keramaian, jadi mungkin harus well prepared terutama misal bagi tipe tamu yang suka explore jalan2 di seputaran hotel"
"39.","mari ssa","9","2025-03-12","4","untuk kamar, layanan oke aja. cuma waktu saya kesini terganggu saat di cafenya ketika ingin ngadem liat live music terganggu dengan acara rapat pernikahan orang lain mana pake mic gitu kami yang orang lain harus ikut mendengar juga? harusnya booking aja satu cafe jgn seenaknya. atau sewa private ruangan kek hmmmm itu aja sih.🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 makanannya jg biasa aj rasanya kaya hambar gitu"
"40.","Aulia Wibiksana","41","2025-01-12","4","So far so good. Breakfast nya banyak macamnya namun rasa masakannya biasa aja. Percuma ada view, tapi gak bisa terlihat kalau sedang berbaring atau duduk karena ada tempelan blur di jendela, jadi harus berdiri dulu baru kelihatan karena pintu balkon tidak boleh dibuka. Pelayanannya bagus. Kamarnya keren kelihatan mewah namun karena atapnya rendah jadi berasa sumpek. Air mineral hanya diberi 2 botol kecil per hari. Sekelas hotel berbintang namun tidak ada tempat tidur bayi. Yang paling berkesan nginep di hotel ini ada pelayanan dan keramahan staff nya. Terimakasih."
"41.","Dede Saepul.hidayat","5","2025-05-12","5","Kamarnya sangat luas sekali dan lihat pemandangan di kamar sangat indah sekali dan pelayanan nya sangat memuaskan dan pelayanannya sangat baik baik dan ramah dan lokasinya sangat strategis. Dan makannya .sarapannya sangat enak enak dan makanan nya kumplit sekali. Dmakanan"
"42.","Hernata Diana Tari","5","2025-11-12","5","Terbaik dari pelayanan dan makanan buat sarapannya enak enak"
"43.","TPertiwi","3","2025-10-12","5","Hotel yang sangat nyaman dengan pelayanan yg super ramah 😍"
"44.","Siska Harisa","112","2025-06-12","5","acara keponakan nikah, bermalamnya di alhambra sebelum acara hari H, nyaman bgt, kolam renang ada di lt 9, makanannya enak kamarnya nyaman, best"
"45.","Hermawan Hermawan","2","2025-01-12","5","Pertama kalinya menginap di Alhambra diberikan pelayanan yang sangat memuaskan. Varian makanan saat breakfast relatif banyak, fasilitas kolam renang dengan view terbaik sangat nyaman. Terimakasih juga atas pelayanan yang diberikan pada saat check out oleh Ibu Nadia dan Pak Teja. Semoga kita bisa bertemu kembali dilain kesempatan."
"46.","MbahMoe","1","2025-12-12","5","sarapannya enak.. terutama nasi biryani.."
"47.","mimi riri","81","2025-04-12","5","Hotelnya unik..bergaya timur tengah, dekorasi kamarnya cantik n hommy rasanya krn viewnya vs ngeliat gunung...Makanannya ada briyani yg suka makanan timur tengah...boleh deh d cobaiin..."
"48.","m Taufiq","16","2025-06-12","4","Karena hotel baru, jd kondisi kamarnya msh bagus. Kemudian untuk paket perjalanan dinas dapat makan malam juga"
"49.","wisnu mutiara","436","2025-10-12","5","Kamar exe view gunung nya mantab, kamar bersih, mewah."
"50.","Bayu Pambayun","2","2025-09-12","5","Utk harga 500an dg fasilitas yg didapat sepertinya lbh dr itu.. nyaman sekali 👍👍"
"51.","eddi djaenuddin","61","2025-09-12","5","Halaman depan ada SPBU cukup besar, ngeri juga jika terjadi musibah kebakaran"
"52.","Why SR","214","2025-09-12","5","Nyaman, Detailing nya bagus dan makananya enak"
"53.","Andi Dewi Sartika IKA","63","2025-01-12","5","Hotel bernuansa arabian, kamarnya bagus dan nyaman. Apalagi interior restorannya cantik banget. Banyak ruang pertemuan yang bisa digunakan utk rapat dan acara2 lainnya. Makanannya juga variatif dan enak2, ada menu arabian seperti nasi kebuli"
"54.","Mashita Yuswini","23","2025-01-12","5","Lokasi dekat alun2 singaparna, sekitar 20-30 menit dari pusat kota tasik. (+) Parkir mobil di basement luas, dan ada lift dari basement ke lobby (+) Check in mudah dan cepat, security tanggap menawarkan trolly utk memudahkan membawa barang (+) Kamar dan kasur cukup luas, kamar juga bersih, rapih, interiornya cukup menggambarkan suasana timur tengah (+) Amenities lengkap, premium (+) Restaurant memiliki area outdoor (smoking area) dan indoor. Interior indoor restauran nya cantik. Menu makanannya variatif timur tengah (nasi kebuli), indonesia (kupat tahu, bubur), nasi goreng / nasi putih dgn menu buffet lengkap rasa 8/10, ada bread stall juga, cereal, dan salad buah/sayur (+) Kids activity saat breakfast di restaurant, anak dipinjami crayon dan diberi lembar mewarnai oleh waitress yg ramah (+) Kolam renang di rooftop, kedalaman utk anak2 60 cm dan beratap sehingga meskipun saat anak berenang sedang hujan tetap tidak kehujanan (+) Kamar mandi kolam renang bersih dan ada shower air hangat (-) Kamar tidak terlalu kedap suara, masih terdengar suara selang pom bensin di depan hotel (agak mengganggu tidur malam) (-) Kesegaran buah yg disediakan di restauran mohon diperhatikan lagi, yg sudah tidak segar mohon ditarik/jangan dihidangkan Anak saya sangat senang menginap di hotel ini. Thankyou for the nice hospitality"
"55.","Rina 123","1","2025-01-12","5","Sudah 2x kita bikin acara di hotel ALHAMBRA. Dari pertama iftar buka puasa bareng bestie dan kedua kali nya menginap terus bikin acara arisan kita di layani bagaikan ratu timur tengah😊. Terimakasih mas OKKA atas pelayanan nya dan semua staf. Security nya baik banget sampe di anterin ke parkiran. Pokonya D'best banget . Kamar nya nyaman toilet bersih makanan nya enak enak pas di lidah. Pokonya sukses trus alhambra hotel. Kita pasti kembali"
"56.","vidmus lyrics","2","2025-11-12","5","Hotel bagus, service OK, room OK kamar besar"
"57.","Rumah Ambu","58","2025-01-12","5","Hotel baru ini,, Kesan pertama mewah, unik. Suasana nyaman banget, fasilitas oke, bisa liat fotonya deh 😁. Sarapan paginya variatif, makanannya enak. Dapet kamar d lt 5, bisa ngerokok tapi sayangnya gbs liat pemandangan dr kamar hotel huhuhu. Ehhh ada sedikit kecewa sih sama petugas yg ada d parkiran, diemaja gak ngarahin kendaraan. RECOMENDED 👍"
"58.","Mauliddinia Iftikhar Agnany","11","2025-01-12","2","Stay here for 2 nights. Mostly the services is more like under 1 star hotel. Hotel management need to train their employees better. 1. Saat saya check in kamar saya katanya cancel.. padahal saya reschedule berujung resepsionis nya baru terima email reschedule saya karna minta traveloka kirim ulang email nya ke mereka (?) 2. Masuk kamar.. pas masuk kamar pertama kamar saya masi di bersihin (?) udah perjalanan jauh nyampe2 saya liat kamar saya belom siap??? 3. Kolam renang nya kotor sekali 4. Roof top lounge teralalu gelap saat malam. Harusnya tema 1001 malam terang menerang dong. 5. Order makanan.. udak kasih note 2x makanan nya harus rada asin dan pedes.. pas ku makan hambar sekali.. damn rada aneh aja buat ku the food is 👎🏻 6. The room is not bad.. but.. pintu nya rada susah ketutup.. tong sampah di kamar mandi gaada (?), tv suka error kalo di pake buat netflix or youtube. 7. Restaurant area.. yang proper meja di dalem aja bagian luar engga. (?) 8. The foods.. hmmm ga terlalu prepare aja ya breakfast disini masa maple syrup abis? If you run out of maple syrup.. ya mending gausah disajikan crofle nya."
"59.","Novi Tanjung","89","2025-02-12","2","Kok ga dipertimbangkan ya luas restaurant dengan jumlah tamu jika dalam keadaan full,, restorannya sempit, variasi makanannya sedikit, cepat habis, jadi banyak yg ga kebagian apalagi sosis, sekali sosis datang langsung diambil semuanya sama ibu-ibu serakah,, karena saking penuhnya jadi chaos, chef dan tukang cuci piring yg keluar ke restoran mukanya asem banget, ditanya makanannya habis dijawab dgn jutek, please deh.. Alhambra hotel baru tapi restorannya kayak belom siap, cafe disamping kolam renang juga ga buka, padahal resepsionisnya bilang buka, kalo mau pesan minum hrs lwt room service"
"60.","Dhiara wisata Official","185","2025-01-12","4","Berkunjung untuk acara silaturahmi keluarga langsung menuju lantai 9 dari area parkir di basement. Karena kami tidak menginap, untuk akses lift menuju area tersebut wajib menggunakan kartu dan ini cukup membingungkan bagi tamu yang baru tiba di lokasi tanpa info mengenai akses lift ini. Mohon di kaji ulang terkait akses lift dari basement ini. Kebetulan kami order makanan dan minuman. Sayangnya pizza yang kami order sangat kering bahkan cenderung sulit di konsumsi karena tekstur roti yang mengeras. Fasilitas lain seperti wifi, toilet dan kolam renang sangat baik. Semoga ke depan bisa di evaluasi kembali ya."
"61.","Jely Agri Famela","15","2025-01-12","5","Hotel dengan gaya arsitektur timur tengah. Salah satu hotel recommended di Kabupaten Tasikmalaya, khususnya Singaparna. Makanan oke, apalagi room nya. Nyaman bgt. Hanya saya posisinya terletak di belakang pom bensin. Jadi kalau siang agak kecium bay bensin dr rooftop. But overall oke for services and facilities"
"62.","bintang sakti","4","2025-12-12","5","Beberapa kali menginap Sangat puas.."
"63.","Dian Widiana","9","2025-01-12","5","Pertama kali kesini dinas, pelayanannya sangat sangat memuaskan...staffnya ramah2...bahkan staffnya tau nama sy...simpel sih tapi sangat menyentuh Kurangnya... sekitarnya masih sepi jadi klu cari makanan malam hari agak susah"
"64.","Riri F. Sayyibah","14","2024-01-12","2","Hotel nya sudah bagus, cukup bagus untuk di daerah kabupaten tasik. Namun sayang dengan rate harga yang menurut sy cukup mahal untuk daerah disini namun tidak ditunjang dengan fasilitas yang baik. Seperti tv dan wifi di kamar tidak berfungsi. Suara shower dari kamar sebelah terdengar cukup kencang ke kamar sy. Untuk breakfast nya variannya cukup bervariasi, namun sayang kurang hangat masakannya."
"65.","Jaja Afandi","102","2025-01-12","5","Pengalaman menginap di hotel ini sangat menyenangkan, terutama anak-anak view-nya sangat indah terima kasih atas pelayanan nya."
"66.","ghea dwi satya","4","2024-01-12","5","Tempatnya bagus, luas, fasilitas lengkap, pelayanan mantap. Hanya saja untuk parkir motor agak membingungkan. Untuk ballroom dan meeting roomnya lumayan luas, audionya juga bagus. Hanya saja meeting room ga ada toilet, jadi kalau mau ke toilet harus ke bawah. Fasilitas kamar juga lengkap, nyaman, bersih. Ruang fitnesnya juga lumayan lengkap. Kekurangannya lokasi kurang strategis karena agak jauh dari pusat kota kabupaten dan pintu masuknya membingungkan untuk yang baru pertama kali kesini"
"67.","Olivia Anggreani Safna","5","2025-01-12","5","Keren pelayanan baik bagus, scurity yang tanggap langsung antar k kamar Tampa harus dimintai tolong,nyaman masakan enak dikasih juga es krim pelayanan beda dr hotel Tasik yang lain .sukses trus ,semoga kedepannya hotel yang ada bathub nya bisa kami order di online ."
"68.","Imas Thamrin","353","2025-07-12","4","Hotel dgn nuansa timur tengah Hotel nya bagus Islami Staf nya ramah2"
"69.","Al Hafizh PRM","250","2025-01-12","5","Hawa timur Tengah langsung terasa saat menginjakkan kaki di sini. Suasana hotel yang begitu timur Tengah karena ornamen-ornamen yang ada begitu unik. Di sini memiliki wifi per kamar sehingga penggunaanya begitu enak. Terus setiap kamar juga memiliki view yang mantap dan mahal. Hanya saja, balkonnya waktu itu dikunci sehingga tidak bisa diakses."
"70.","Kemal Kalevi","11","2024-01-12","3","Saya akan membagikan kesan dan pesan saya menginap di hotel ini meskipun hanya 1 MALAM. Plus: -Kamarnya bagus, rapih, furniture semua baru tanpa ada cacat -Gedungnya baru, jadi terlihat fresh dan rapih -Pelayanan bagus, staff ramah -Overall semuanya baik, seperti standart bagus hotel2 lainnya Kekurangan (berdasarkan yg saya alami): - Agak bising karena berada sangat dekat dengan Pom Pertamina - Pada saat saya meminta key card tambahan (karena posisi sy sedang keluar dan orang tua sedang di dalam kamar) pihak receptionist hanya menanyakan dari kamar no berapa dan langsung kasih kunci, tidak menanyakan bukti konfirmasi nama pemesan atau bukti keamanan lainnya. Coba bayangkan apabila ada ORANG ASING yg mengaku dr kamar sekian lalu meminta KUNCI CADANGAN dan DIKASIH oleh receptionist. Tolong perbaiki ya. - Pada saat saya sedang breakfast di ruang makan hotel, staff hotel tidak menanyakan saya dari kamar berapa dan otomatis saya bisa langsung masuk dan sarapan. Sejujurnya tidak ada ruginya buat kami sbg tamu, namun saran saja utk meja staff waiter diisi oleh 2 staff (yg 1 staff handle mesin coffee & 1 staff lagi handle tamu) atau mesin coffeenya dipisah dgn meja waiter biar staff lebih mudah mengontrol tamu yg keluar masuk. -Pada saat saya breakfast juga kesigapan para staff utk mengambil alat makan & membersihkan isi meja tergolong lambat dan perlu kami yg panggilkan staff utk ambil piring2 kotor tsb. Buat saya sebenarnya tdk masalah, tapi buat yg makan dgn tempo cepat dan mudah emosi mungkin akan menjadi suatu masalah apabila piring kotornya tdk cepat diambil. NOTE: -Semua yg saya tulis ini berdasarkan pengalaman pribadi saya tanpa ada unsur menjelekkan atau melebih-lebihkan. -Semua yg saya tulis ini bertujuan sebagai bahan evaluasi demi mempertahankan kualitas yg baik. -Di sini saya cuma orang biasa & bukan kritik resmi profesional, jadi penilaian saya dgn yg lain mungkin berbeda. Terimakasih"
"71.","Asep Abdul Rahman","41","2025-01-12","4","Hotel baru belum 1tahun tapi perawatanya sangat disayangkan padahal hotelnya bagus banget dan saya mndapatkan kamar 604 jet shower udah rusak lampu tidur sebelah kiri kasur sudah gak ada lampunya, satnding lampunya juga begitu sudah gak lurus namun kok dibiarkan ya? Sayang banget"
"72.","Rani Rizkysari","3","2025-01-12","5","Recommended tempat penginapan di tasik dengan view Gunung Galunggung. Interior bagus, toilet bersih, makanan enak2 dan pelayanan waiter dari Ardi juga baik dan bagus. Semua staff hotel pelayanan ramah dari security, front desk,. Liburan makin menyenangkan..."
"73.","Rizal Apriansyah","3","2025-12-12","5","Hotel terbaik bernuansa Timur tengah"
"74.","cikal permana","13","2024-01-12","5","Fasilitas kamar sangat nyaman dan luas. Makanan sarapan lengkap dan enak enak, ada makanan indonesia, western, makanan arab juga ada. Staff dan personil sangat ramah dan proaktif membantu. Kolam renang dan fasilitas fitness juga enakeun pisan. It's a wonderfull hotel!"
"75.","Tommy Hermawan","3","2024-01-12","5","Kamar : bersih,kasur bantal empuk Toilet : Bersih, mewah dan nyaman Kolam Renang : Bersih dan sangat bagus pemandangan nya karena ada di paling atas. Sarapan : Makanan nya enak semua Yang paling bagus disini para staff semuanya ramah pada tamu, Mbak Tia the best. Next kalau ada main ke Tasik lagi pas nginep lagi disini"
"76.","Zahra Humairah","7","2025-02-12","5","Hotel nya bagus , pelayanan nya sangat memuaskan, kamar nya bersih wangi nyaman , makanan nya juga enak banyak varian"
"77.","novianti yusuf","7","2024-01-12","5","Hotel nya serba bagus, kamar nyaman dan serba bersih dari kasur sampai handuk nya wangi.. staff nya semua ramah dari mulai security, recepsionist dan semuanya.. dan terutama teh thia yg udh melayani di resto saat kita sarapan.. Lanjutkan pelayanan bagus nya ya 👍"
"78.","Fajar Imanto","10","2025-01-12","5","Terimakasih untuk pelayanannya pak Ardi dan Bu fani,sangat memuaskan pelayanan saat masuk hotel,kebersihan ruangan ok, view nya indah, dan sarapan di Alhambra, bervariasi dan lezat....sukses terus"
"79.","aa kadu com","10","2025-02-12","5","terimakasih banyak telah merekomendasikan kebun aa kadu pada tamu hotel 🥰, semoga silaturahmi dan kerjasama dapat berjalan dengan baik selamanya 🙏. …"
"80.","Aulia M M","7","2025-01-12","5","Untuk ukuran hotel baru, pelayanannya ok, padahla nyampe jam 11, maklum macet mudik, barang dibawain, dianter ke kamar, saya sebagai supir dijemput di basement, makanan ok lah, kolam renang rooftoopnya ok... 👌👌👌"
"81.","Asep Abdul Rahman","32","2025-01-12","5","Hotel bintang dibawah grup internasional BW. Terbilang baru tapi dikamar ada yang sudah rusak (Bidet) padahal made in italy. Kelistrikan AC ikut kunci pintu, sehingga ketika keluar kamar lama kamar kembali panas atau hangat. Perlu waktu untuk pendinginan kembali. TV sdh menyediakan Netflix, Disney hotstar dan youtube. tetapi tv lokal ngak ada"
"82.","Ihsan Rizaldi Hakim","252","2025-01-12","5","Pengalaman menginap disini saat berkesan, fasilitas kamar lengkap, mewah dan nyaman, makanan sarapan di resto enak dan beragam pilihan, tersedia juga convention hall yang besar dan kolam renang di lantai paling atas."
"83.","Achmad F. Rizaldy","4","2024-01-12","5","Pelayanannya dari setiap pegawainya sangat memuaskan, menu berakfastnya berasa dan enak semua, bisa request ice kopi susu gula aren.. saran untuk ke depannya karna ini hotel baru 2bulan jadi playgroundnya belum maksimal, semoga kedepannya lebih dilengkapi lagi"
"84.","Rina Kamajaya","19","2025-04-12","5","Menu iftar nasi kebulinya top markotop tiap tahun selalu hadir di Al Hambra hotel 😍 …"
"85.","Yosep Saepul Ulum","4","2024-01-12","5","Kamar bersih, nyaman, luas, air mineral di kamar 2 botol untuk 1 malam sepertinya sangat kurang, makanan enak, namun tidak tersedia tisue, karyawannya semua baik, gerak cepat, professional dan untuk pelayanan ibu Thia bagi saya sangat memuaskan"
"86.","rahtina ina","2","2024-01-12","4","Makanannya variatif. . enak. . Pelayanan baik, especially mbak Thia di area resto. . nice person. Over all recommended buat coba nginep disini. Hotel yg proper pertama di Kab. Tasikmalaya. . feel proud 😊"
"87.","OAK AGK","48","2025-07-12","5","Mba² Front office ramah dan helpful Sarapan sangat baik Jus/ minuman sehatnya juaraaa"
"88.","Talib Ahmad Amran","4","2025-01-12","5","Hotel yang sangat bagus, standar International, jarang ada terjadi kerusakan, Meski keluar masuk ribet, namun hotel ini rekomended sekali"
"89.","heris “ries” kemal","2","2024-01-12","5","Layanan kamar bagus Layanan resto excelent, terutama Ibu Thia, Terima ksh service nya Saran, finishing pekerjaan di kamar msh kurang rapi, agar dibersihkan bekas2 cat yg msh menempel di lantai dan dikaca"
