"No","User Name","Review Count","Review Time","Rating","Review Text"
"11.","Dapur Sunda Mahira","2","2026-01-05","5","Alhamdulillah nginep dsini nyaman sekali, mamah saya sakit langsung diarahkan utk periksa di klinik free dan dikasih pinjam kursi roda Anak2 jg happy ikut pool party🤩 Terimakasih utk aston terutama utk mba eva FO"
"12.","febriyana febriyana","3","2026-01-05","5","Menginap disini selama 2 hari penuh kesan dan luar biasa, ad event juga di tahun baru. Kamar, fasilitas dan menu makanannya sangat memuaskan. Pelayanannya juga terbaik, dan senang bertemu dengan mba Hali yg siap membantu."
"13.","novi zaki","1","2026-01-05","5","Trima kasih aston atas pengalaman tahun baru yang menyenangkan. Dan untuk menu sarapan dan pelayanannya the best. Btw boleh juga klo buahnya di tambah variasinya .@desy-tim resto"
"14.","Pipit Gumilang","6","2026-01-07","5","buat warga jakarta ini bs jadi option buat yg mau liburan deket2 aja, fasilitas lengkap, pemandangannya ciamik, kids n family friendly, makanan enak dan pelayanannya yang super ramah. Kemarin aku di bantu mbak Eva di front office, mbak nya ramah dan super helpfull. Thank you ya!! Sukses terus buat Aston Bogor, semoga makin keren n tingkatin terus fasilitasnya 👍👍"
"15.","eddy sulistijanto","2","2026-01-05","1","Pelayanan restoran parah. Hari pertama bisa makan malam a la carte. Hari kedua tidak bisa alacarte. Saat masuk tidak diinformasikan. Bahkan pada hari kedua tersebut, resepsionis TIDAK TAHU jika tidak bisa a la carte. Hotel tidak menghargai tamu yg butuh makan malam. Tamu harus cari makan di luar malam2. SANGAT MENGESALKAN."
"16.","R.R Wulan Ismardatuk","1","2026-01-05","5","Kamar top bersih nyaman Layanan nya bagus baik ramah semua dengan mba eva terima kasih sudah sangat membantu kami saat di menginap di hotel aston"
"17.","Atika Pratiwi","49","2025-12-15","5","Dikasih upgrade kamar condotel 1 bedroom ke condotel deluxe, minta complimentary cake juga dikasih. Lingkungan hotelnya sangat luas. Staff ramah. Ada kolam busa di weekend. Untuk menu sarapan variatif dan enak kecuali pasta carbonaranya hambar sekali, bahkan anak2 yg biasa suka bgt pasta gamau makan. Tolong untuk dievaluasi lagi rasanya. Kalau dibilang ramah anak, hotel ini cukup ramah anak karna ada indoor dan outdoor playground. Ada burung juga dan kelinci, tp kelincinya cuma ada beberapa ekor dan bisa diberi makan di hari sabtu saja"
"18.","achmad faridi","5","2026-01-05","5","Liburan menginap di hotel aston bogor paket lengkp banget selain hotelnya super nyaman banget dan sejuk , ditambah lagi dengan pelayanan nya sangat ramah kami di bantu dengan mba @Eva yang memberikan informasi cukup jelas , ramaha dan menyenangkan Yuks yg mau liburan daerah bogor wajib banget se kesni djamin gk bakalan menyesal"
"19.","samara aqilla","2","2025-12-29","5","pengalaman menginap yang sangat berkesan pokoknya. mulai dari kamar yang dapat free upgrade, di kamar juga sesuai request. terpenuhi semuanya kalau disini thanks bgt buat reception nya mba Anin dan team"
"20.","Rakhmawati Ningrum","12","2025-11-12","2","Super kecewa seh dengan stay yang kali ini. Padahal setelah reservasi udah kondirmasi terkait request. Dan pihak hotel sudah noted, lalu pas check in request an yg sebelumnya di konfirmasi tidak terecord katanya. Karena saya harus mengulang lagi dan proses check in lama krna alasan mereka masih mencari kamar. Hello saya udh bayar mahal condotel 2 bedroom tapi di sepelekan sekali. Dapat kamar paling ujung jauh dari mana mana. Kamarnya kotor bgt lantai licin dan kalo gak pake sendal telapk kaki hitam, toilet yg di luar bau banget, teko listrik berdebu, doorstop kamar kedua rusak. Kamar mandi kotor banget di bagian shower banyak kerak kuning. Banyak fasilitas yg harus di perbaharui karena sudaha banyak yg rusak dan kusam. Dan permintaana slice cake birthday baru di kirim sore skitr jam 5 lewat setelah saya call 3x. Sungguh bad service tidak sepadan dengan yg saya keluarkan. Tent kids juga sudah bayar tp yang di antarkan ala kadarnya gak complete. Stay kali ini sangat mengecewakan apalgi letak kamara di tower paling ujung dan kamar paling ujung. Resepsionis kurang ramah dan informatif."
"21.","Agung Kurnia","12","2025-12-12","5","Pelayan sangat baik sekali, nyaman dan menyenangkan sarapan di Batu Tulis coffie shop, dan juga diberikan surprise birthday oleh (mba Desi dan Tim Resto), terima kasih mba desi dan tim resto , sukses selalu"
"22.","Dewi Hartini","1","2026-01-05","5","Pelayanan staff dari mba Anin super duper menyenangkan. kami dibantu registrasi dengan cepat dah diinfo kamar kami juga bisa ready dengan cepat, pgn kasih bintang 10 kalo bisa .. makasihh"
"23.","Firna Amelia","2","2025-12-29","5","Sangat seru dan menyenangkan menginap di Aston Bogor. Kamarnya bersih dan luas, pool juga sangat luas jadi anak² sangat puas. Ditambah banyak activity saat holiday season ini. Thank you Aston Bogor"
"24.","Nadira Nabil","1","2026-01-07","5","Masyaallah untuk makanan nya enak enak semua, dari kemaren lunch juga banyak variasi makanan nya, pelayanan yang ramah dari mba dinda team restoran terimakasih, good aston bogor"
"25.","clairine","2","2025-12-29","5","suasana & fasilitas hotel bagus, terawat. pelayanannya ramah, bagus jg, dibantu ka Hali yg ramah menanyakan pelayanan hotel & mendengarkan saran dr tamu. terima kasih"
"26.","Mandor Tok","1","2025-12-29","5","Have a great and nice view from my room, makanan enak enak dan bervariasi. Staff ramah terutama mb adinda thanks udh take care, sukses selalu👌👌"
"27.","Rani Ocalini","2","2025-12-29","5","Proses pelayanan dari tim reception disini amat sangat cepat dan informatif.. Makanan enak enak juga dan pastinya kalau weekend kids activity nya seru bgt dan menarik"
"28.","Vanessa Aulia Ahmad","3","2026-01-05","5","Pelayanan nya sangat ramah sekali dan untuk makanan juga bervariasi dan setiap hari berbeda beda dan pelayanan kamar nya juga bersih dan besar"
"29.","Rizky Permatasari","3","2026-01-05","5","Overall good, anak anak seneng banget stay disini, makanannya juga enak enak staff disini ramah ramah pelayanannya dari front office mba eva dan mas indra"
"30.","yoga permana wijaya","37","2025-10-12","5","Awalnya bingung karena baru datang dan masuk kamar kondisi haus. Sempat kesal, karena tidak disediakan botol minum / air mineral didalam kamar. Terbyata Setelah lihat-lihat sekitar, disedikan dispenser air minum ditiap koridornya. Jadi disini sekarang tidak menyediakan botol minum kemasan karena alasan go green. Suasana sekitar tertata rapi, ada sungai dan jogging track dengan kandang-kandang burung, ayunan, tempat duduk, tanaman hijau dan ada juga kandang kelinci (mini zoo), angsa di sungai & kolam ikan. Kolam renangnya cukup luas, bagus dan bersih. Ada tempat fitness. Dan playground indoor & outdoor. Intinya fasilitas termasuk lengkap. Untuk ukuran kamar termasuk relatif kecil dibanding hotel-hotel terbaru sekarang disekitaran bogor dengan rate harga segini. Tapi masih standar dan ada balkon. Yang paling berkesan disini adalah menu makanannya yg beragam dan rasa makanan yg lumayan. Bagian sarapan jadi hal paling menyenangkan selama disini, tapi mesti lihat jadwal waktu karena sarapan dibagi menjadi 2 kloter tergantung nomor kamar. Biasanya saat sarapan disini penuh dan bisa gak kebagian tempat, hingga bisa saja harus menunggu antrian. Tempat strategis, disampingnya ada The Jungle Water Park, dan dekat dengan area food court BNR. Parkiran cukup luas, dan bagi tamu hotel parkir gratis."
"31.","Nugroho","72","2026-01-05","5","Tempat bagus, ac kamar dingin, bersih, toilet umum bersih, ada visit dokter lgsh kekamar jika ada tamu yg sakit cukup kabari resepsionis aja. Pelayanan memuaskan."
"32.","Ni luh eka Hilda damayanti","3","2025-12-29","5","fasilitas disini seru dan kids friendly. Recommended untuk staycation terutama di long weekend. staff nya ramah saya dibantu check in dgn cepat @anin thank you❤️"
"33.","Aisyah Dian Pratiwi","8","2025-12-12","5","Pertama kali coba aston bogor karena lihat review dari youtube. Menyenangkan sekali menginap disini, pilih kamar condotel 1 room cukup untuk keluarga kecil. Kamar bersih, dapat welcome cake juga enak banget, kolam renang luas dan nyaman Selama disini jg dibantu sama mba anin yang ramah dan helpful InsyaAllah balik kesini lagi krn anak2 happy"
"34.","Tria Sugiarti","3","2025-12-29","5","overall untuk semuanya bagus. pelayannya ramah, kamar bersih. semoga nanti bisa kembali nginap disini lagi. thank you."
"35.","Anggayasti Trikanti","7","2025-12-12","5","Hotelnya besar bersih dan kita stay di Condotel 2 bedroom yang luas. tips pilih kamar yg menghadap pool tidak menghadap jalan. Breakfastnya lengkap dan makanan enak semua. Servis memuaskan karena staff sangat perhatian."
"36.","resty herlina","2","2025-12-29","5","Hotel aston bogor fasilitasnya mantap menginap di tanggal 25-26 Des 2025 sangat menyenangkan terlebih banyak acara buat anak2 terutama acara di kolom renang ada acara membuat sandwich...ada awan...dan gelembung...thank you aston hotel bogor"
"37.","Rizki Rinanda Putra","2","2025-12-29","5","Mantappp aston bogor, makanan enak dan variatif, kamar bersih dan luas , lokasi top suasananya ... kereennn Mba dinda pelayanan di resto mantap dan ramah.."
"38.","Lala Ramadhaniawati","5","2025-12-12","5","Puas sekali menginal disini, semua staff ramah dan helpfull. Kolan renang luas, ada area playground juga. Room bersih dan lengkap. Breakfastnya gak ada yang failed dan banyak pilihannya. Terima kasih ka Desi untuk bantuannya"
"39.","Zacky Grab","1","2026-01-07","5","Senang menginap di hotel aston bogor, fasilitas yang nyaman dan kamar yang luas, serta makanan restoran yang enak enak alhamdulillah Thank u untuk mba dinda atas pelayanan nya dari team batutulus resto"
"40.","Lilis KA","22","2025-12-12","5","Sumpahh kamar nya super duper enak bangett, adem kebetulan dapet kamar di lantai 8 dapet view sangattt bagusss. Pelayan nya super duperrr baikkkk. Pastii mau balikk lagii ini mahhhh❤️‍🔥 semoga ada rezeki bisa balikk lagii🤲 Banyak fasilitas, dari gym, playground, enakk bangettt. Makanan nya jugaaa puasss bangettttt❤️‍🔥"
"41.","nada putri","4","2026-01-08","5","Tempatnya nyaman dan Makanannya jg enak tapi sedikit tp PIC kita mba Laudya siap sedia untuk membantu kita"
"42.","putri ayu mahardhika","2","2025-12-15","5","Hotel Aston Bogor yg ada di BNR ini memang sangat recommended. Pelayanan luar biasa team Aston, dari lobby team front office nya sangat warm dalam menyambut. Check in nya jg cepat dan lancar. Makanan enak semua, kamar good condition. Saat check out dihandle dengan ramah mba Anin. Thank you"
"43.","Alfiyah -","1","2025-11-12","4","Menginap di aston bogor ambil kamar superior ada di lantai 2 cuma view nya tidak seperti di gambar terlihat pegunungan, hanya view jalanan karyawan,Cuma dari pelayanan dan breakfast semua bagus dan enak enak makanan nya.. Kolam renang ada event party foam dan cooking class tapi tidak ikut karna sedang sarapan. Kekurangan tv belum smart tv jadi anak anak belum bisa menonton youtube"
"44.","Hendra Black","126","2026-01-05","5","Untuk makanan sangat banyak variatif dan rasa nya enak².. Untuk para staff nya sangat helpfull, t qmba Laudya atas hospitality nya.."
"45.","Silvi","4","2026-01-05","5","makanannya enak, playanan ramah dan cepat .. sangat memuaskann 🫶🏻 rica an team resto"
"46.","Monie Umami","6","2025-12-29","5","Makanannya enak enak dan variasi nya banyak, untuk kamar nyaman dan cocok banget untuk ajak keluarga Pelayanannyaaa juga baik dan sangat membantu terutama dengan rica n teman.."
"47.","Febrie G. Setiaputra","187","2025-12-12","5","Lokasi strategis. Dekat ke mana-mana. Oh, bahkan ada dokter praktik di sekitar lokasi. Fasilitas hotel lengkap. TV berlangganan, minibar, dll. Bersih dan nyaman. Menu masakan bermacam-macam dan enak rasanya, 8.0 dari 10 point."
"48.","ramadhan saputra","1","2025-12-29","5","sangat happy stay disini, pelayanannya ramah ramah dan fasilitas disini cukup banyak cocok untuk liburan terimakasih mba eva team feont office"
"49.","kiki aldike","24","2025-12-12","5","Pelayanan bagus. Ramah.. Unit luas.. Resto makanannya enak enak. Kolam renang nya banyak pilihannya.. Dengan mba desi yang baik hati terimakasih pelayanannya 😍😍😍🙏🏻🙏🏻"
"50.","Ilfa Safitri","1","2025-10-12","5","Pengalaman nginep di hotel ini sangat menyenangkan. Semua staff ramah dan profesional, bikin tamu ngerasa nyaman dari awal datang. Aku paling apresiasi sama Arin yang kerja di sini, servicenya tulus banget, selalu sigap bantuin dan ngasih informasi dengan jelas. Kamar bersih, fasilitasnya oke, dan suasana hotel tenang banget jadi bisa istirahat dengan maksimal. Rasanya worth it banget dan pastinya pengen balik lagi kalau ada kesempatan."
"51.","Doris meliani","2","2025-12-29","5","Hotel bagus Karyawan ramah semua Pas sarapan menu lengkap,makanan enak2 sdh nyobain aston ,selalu puas dn mantapp"
"52.","Yati Nurhayati","1","2025-12-29","5","Pengalaman pertama kali menginap di hotel aston kamar nya bersih luas nyaman. Pokoknya cocok banget buat liburan di akhir pekan"
"53.","Umi Khamilatul Fitri","3","2025-11-12","5","Overall semua bagus terlebih services.nya sangat fast respon. Dan pelayan resto an. Jessy sangat membantu sekali Terima kasih Aston hotel🥰 1 lagi saya dapat doorprize voucher free breakfast di tepi sungai juga lohhh utk pelanggan pertama check in yeyyy"
"54.","Nadhila Arviah","7","2026-01-08","5","overall pelayanan hotel nya udh ok dan makanannya enak enak👍👍👍 mba laudya jg sgt membantuu"
"55.","Kemala Decyani","5","2025-12-29","5","Aston Bogor ini memang cocok dan pas banget buat liburan bareng keluarga. Hotel nya luas dan bersih.. hiburan nya banyak. Banyak spot bagus juga buat foto Thanks mba Anina"
"56.","Simon Rambe","1","2025-10-12","5","Pengalaman pertama menginap di hotel Aston Bogor. Utk room nya sangat recommended karena sangat nyaman untuk keluarga dan semua berfungsi dengan baik. Utk menu sarapan pagi nya juga sangat lengkap & bergizi standar hotel Aston. Dan pelayanan di restaurant oleh dari Ibu Jesi sangat baik dan ramah. Fasilitas utk tempat bermain anak seperti kolam renang dan kid playground juga baik. Semoga kualitas pelayanan dan fasilitas tetap dipertahankan. Terima kasih."
"57.","Fairuzia Natakusuma","8","2025-09-12","3","Nginep di sini karena keperluan kerja selama 5 hari, dapat kamar tipe condotel one bedroom pool view. Nyaman banget, tiap hari kamarnya dibersihkan, dan amenities selalu direstock. Anehnya di hari terakhir dapat handuk baru yang benangnya berantakan, dan handuk buat lap tangan di sink kamar mandi ngga diganti, hilang aja. Tekanan air di toiletnya kurang banget, di manapun kecuali lobby. Harus 2x flush, jadi lama nunggunya. Karena dari tempat kerja hanya dipesankan dari minggu malam ke kamis, kemudian agendanya baru selesai jam 8 malam, saya pribadi memutuskan extend tapi turun kamar ke tipe superior. Treatmentnya jauh berbeda. Kamarnya kurang bersih, kamar mandinya bau, dan kursi di dekat jendela hilang 1, sehingga kentara sekali perbedaan servisnya. Yang kurang dari sini adalah makanannya. Hotelnya kan tipe resor, jauh dari mana-mana apalagi kalau kegiatan padat, jadi opsi makanan hanya di restoran hotel. Jarang ada opsi sayur, kalaupun ada, ngga ada rasanya, super bland. Menu sarapan kurang, makan siang biasa aja, makan malam baru lumayan enak. Pilihan makanan keliatan banyak tapi ngga terasa banyak. Juaranya malah infused water. Snack pun biasa aja, tapi makanan manisnya oke. Tapi restoran dan room service kayaknya beda chef ya, makanan dari menu room services malah jauh lebih enak dan ada gitu rasanya."
"58.","anggana wuryandari","3","2025-12-15","5","Dari lokasi nya bagus,, jauh dari hiruk pikuk, sorenya ga nyangka dpt slice cake udah ada di kamar,, hal kecil tapi terlihat nice Staffnya pun heplfull dari dpn sampai belakang full senyum apalagi mba socha"
"59.","Ekabudi Eka","1","2025-12-12","5","Pelayanan ramah dan cepat... Ketika kami keluar kamar, lupa membawa kunci dan tertinggal di dalam kamar, dengan pelayanan yg sangat cepat membantu membukakan pintu kamar agar kami bisa beristirahat... Sarapannya juga banyak macamnya dan enak. Pelayanan super... Terkhusus tuk pak Irman..."
"60.","Afrian Triaji","2","2025-12-22","5","Overall good, staff pada cekatan So thanks to Mr Rifki for everything for service my family. Untuk breakfast banyak ragam nya dijamin puas. Terimakasih untuk semua pihak Aston Bogor Hotel & Resort"
"61.","Ajeng Pristyaningrum","3","2025-12-12","5","Pelayanannya ramah, baik apalagi sama teh @anin super ramah, makasih yaa Untuk swimmingpoolnya puas bgt, area kids cornernya juga oke komplit, anak2 puas. Recommended tuk keluarga yg mau stay di Bogor di Hotel @Aston BNR Sukses selalu Aston BNR Bogor"
"62.","Sopi Sopiah","1","2025-12-12","5","Sangat berkesan ....makanan enak , fasilitas lengkap , kamar luas .luar biasa .pokonya pengen lagi kesini ..mudah mudahan ada rezekinya lagi .....dapat kue ulang tahun dan dirayakan oleh para staf hotel ..luar biasa pokonya.@anin reception"
"63.","Octafia Puji Hidayasari","3","2025-12-12","5","Tempatnya bersih dan nyaman, makanannya juga enak-enak, apalagi kalau pas weekend menunya lebih variatif. Pelayanannya ramah dan gercep. Tempatnya cocok buat healing/escape dari kepenatan."
"64.","Setiyo Wati","1","2026-01-05","5","Process checkin aman lancar dan cepat. Makann enak enak. Thanksyou fo hilary. Masukan nya tetap menggunakan botol mineral"
"65.","badogol Koci","1","2025-12-12","5","Makanan mantap, fasilitas semua lengkap, kamar nyaman, pelayanan nya baik dan ramah semua, terimakasih untuk mba dinda dari team resto sudah membantu"
"66.","Endah Yuniarti","1","2025-12-29","5","Pelayanan sangat ramah untuk staff FO dan makasih untuk mbak Rora dan team konsier nya help full kamar bersih aman nyaman"
"67.","Femi Apriani","4","2025-12-12","5","Dari saat datang ke Aston Bogor sudah disambut dengan sangat ramah dan hangat oleh team front office nya esp mb anin yg warm bgt. Pelayanan sangat bagus pokoknya, menu makanan jg banyak bervariasi dan enak"
"68.","deadyrizky","330","2025-11-12","5","Semuanya ASTON.. ishing!!!!! Mungkin inilah hotel terbaik di Bogor selain Novotel. Gila ya pengalaman di sini. Anak hepi banget. Mulai dari kolam renangnya yang samping sungai. Ada kidz room. Gymnya pun oke. Ada JOGGING TRACK! Sarapan tepi sungai. Ada kandangan binatang juga. Memang diciptakan untuk one stop entertainment. Ke sininya macet jadi sekalinya di sini jadi males keluar lagi. Masjidnya pun proper banget Kamarnya? Wah gila sih spacious banget. Anak ku dapat yang ada bathtubnya. Hepi banget. Pemandangan juga langsung ke arah kolam renang Oiya gratis parkir. Pelayanan stafnya ramah sekali Sekedar saran: 1. Suara telponnya kecil sekali. 2. Bagusnya lorong dikasih akses. Sembarang orang jadi bisa masuk. 3. Mesin kopinya segera diperbaiki"
"69.","Rn.Parfume","1","2025-12-12","5","good experience, restaurant nyaman dan bersih. Menu bervariasi dan staff semua ramah, especially mb adinda. Thank u Will be back soon with my family"
"70.","fresyidyo freya","5","2025-12-12","5","Semua makannya enak, variasinya banyak dan bumbunya berasa. Padahal ini di hari biasa. Petugas dari restonya sangat ramah-ramah. Sangat puas dan recomended. @desi team resto"
"71.","Keluarga Bahagia Narsal","3","2025-11-12","5","Menginap disini selalu nyaman bersih, dan pelayanan pada saat cek in cepat, dan selalu sarapan pagi di restoran batu tulis luar biasa enak..kualitas kolam renang nya kids friendly ,, sering nginap disini dari 2020 sampai sekarang 2025 tidak pernah gagal, pertahankan selalu aston bogor"
"72.","irviana meutia","2","2025-12-12","5","Pelayanan ramah, kamar dan area bersih, makanan nya enak.. thx you @ricaandteam"
"73.","Fatah Hidayat","60","2025-09-12","5","Kedua kalinya menginap disini. Proses check in cukup lama sampai jam 14.45 baru dapat kamar (mungkin dikarenakan liburan panjang 17-18 agustus). Tapi terbayarkan karena diberikan free upgrade dari superior ke condotel. Receptionistnya saya lupa namanya, namun dari keempat receptionist perempuan dia yang paling ramah dan memberikan solusi terbaik untuk customer dalam situasi crowded sehingga customer merasa dihargai dan puas. Kolam renang nya kebetulan kurang bersih (air keruh, banyak sampah daun, chlorine nya sangat terasa dikulit dan hidung) mungkin dikarenakan ramai pengunjung. Saat waktu makan malam dan makan pagi, cashier nya juga baik karena kami diberikan free charge untuk anak kami yang sudah besar (11 tahun) padahal harusnya dikenakan biaya tambahan. Overall saya sekeluarga puas dan ASTON BOGOR saya jadikan wishlist untuk next vacation keluarga saya. Keep the good work !! ⭐⭐⭐⭐⭐👍"
"74.","Sarah Nuriatul Hikmah","3","2026-01-05","5","Selalu jd pilihan kalau nginep daerah bogor Untuk makanan saat breakfast oke, pelayanan dari Mba Kali juga sangat membantu"
"75.","Fatimah Azra","2","2025-12-12","5","Overall so good. kamar dengan tipe Condotel yg jarang bgt dimiliki hotel lain, nyaman dan bagus. Makanan nya jg bervariasi dan enak semuanya. Cocok deh stay disini"
