User Name,Review Count,Rating,Review Text
Emanuella Widianto,6,5,hotelnya bersih lokasinya sangat strategis dekat malioboro dan tugu jogja pelayanannya bagus ramah menu breakfastnya bervariasi dan enak tersedia juga ice cream favoritnya anak2 kami sangat direkomendasikan terima kasih keramahannya mbak rani and team
Rossy Hening Pratiwi,12,5,pelayanan oke semua resto okee bangett kamar sesuai dengan ekspetasi kamar aman semua free snack juga makasi team especially mb april next akan kesjni lagi ya
Nugroho Tri Wibowo,32,5,hotel bagus tengah kota sayangnya apes saat kemarin nginap semalam disana dapat kru hotel yang kurang kerjasama tidak punya empati antar kru dapat kamar yang kuncinya macet tidak bisa dibuka nungguin hampir sejam di depan kamar saat teknisinya perbaikan cm ya ttp saya kasih bintang 5 biar ada perbaikan di sisi manajemen dan teknisnya
Nadilla Tasya Natasa,5,5,kamarnya bagus lumayan luas layanannya bagus dan worth it untuk harga segitu sama ditawarin minuman baru jg sama kaka lely dan chelsy pelayanan ramah dan baagus
Indriani Rusydi,1,5,dekat dengan tugu tapi belum rame seperti di malioboro kamar luas yang kami pesan cukup handuk ada bbrp jenis breakfast makanannya variatif staf nasi goreng station melihat saya menawarkan nasi gorengnya saya menolak tapi msh bingung mba nya menawarkan mungkin mau coba sedikit bu seneng dengan perhatiannya stafnya semua sigap
Tasya,11,5,paket half day di harper dapat coffeebreak dan lunch yang enakk menu lunch favorit daging empal tapi cepat habis sepertinya memang favorit semua orang enak ballroomnya besar dan nyaman pelayanannya sangat memuaskan ramah dan gercep ketika lunch diampiri oleh chef vieri dan chef ilda sangat ramah dan menerima masukan terima kasih
adinda maya,18,5,kami memesan dari 1 hingga 5 Desember 2025 dan keramahtamahannya luar biasa semua staf di sini sangat mendukung dan membantu tim restoran koki anas mas fendy rafi dan semua layanan tim pelayan sangat unggul mereka benar-benar disajikan dan memasak makanan terbaik yang pernah ada meja kantor depan juga informatif dan sangat baik terutama mba amelia dan mba langka yang benar-benar manis dan membantu semua layanannya luar biasa saya tidak berbohong bahkan keamanan dan bell boy sangat kaku untuk membantu kami dengan bagasi kerja bagus harper maliboro oleh aston pertahankan tim
Fauzan Iyas,5,5,"Saya mendapatkan pengalaman menginap yang luar biasa di harper malioboro, kamarnya modern, bersih, dan harum, menciptakan suasana yang sangat nyaman, salah satu yang menarik adalah fitur Google Nest yang memiliki kontrol perintah suara yang canggih membuat segalanya menjadi sangat nyaman dan saya hampir tidak perlu bangun untuk melakukan apa pun, camilan minibar gratis juga merupakan sentuhan yang luar biasa dan diisi ulang setiap hari, sesuatu yang jarang Anda temukan di sebagian besar hotel saat ini, secara keseluruhan, harper malioboro melebihi harapan saya, masuk baik kenyamanan maupun layanan, sangat direkomendasikan bagi siapa pun yang ingin menginap masuk yogyakarta"
Auxillio Andy Kwee,42,5,hotel yang oke banget bersih aman n great value terletak tidak terlalu jauh dengan malioboro bisa dicapai dengan jalan kaki skalian olahraga service n hospitality top notch kamar tidur excellent kamar mandi jg breakfastnya amazing dari variety quality n quantity we truly enjoyed our staying
Vidya R,3,5,pelayanan di hotel haper sangat mantap mulai dari kamar parkir dan sarapannya staf nya sangat ramah dan helpful sekali terutama mba arvel tambah dapet free upgrade kamar pula very recomended
anak sholeh,1,5,pelayanannya ramah kamarnya sangat wangi bersih dan nyaman saya di bantu oleh mbak april yang sangat humble dan baik ini salah satu hotel yang bakal saya kunjungin lagi
chobin martanto,2,5,semuanya sangat memuaskan pelayanan dan kualitas kamarnya oke banget sedikit minusnya adalah karena saya dpt lantai 3 yang tidak dpt view keluar yang bagus tapi overall memuaskan dan saya pasti akan memilih harper malioboro lagi kalau liburan di jogja
stephanus cahyo adiraja,7,5,awalnya sempet terjadi miskom dengan tim reservasi tapi bisa solved dengan baik untuk pelayanan mnrtku juara sih semua stafnya ramah2 helpful untuk mbak anin yang tadi bertugas di egg station semangat ya mbak mbak anin tidak salah kok cust nya saja yang rada error tidak sabaran sudah tak sampein jg ke mas fendy chefnya dari pov saya yang td ada disana semangat tim harper jokja yang sudah melayani dengan sepenuh hati di saat peak season seperti skg ini
Amalia Astri,2,5,hotel harper malioboro yogyakarta adalah hotel yang paling strategis di pusat kota jogja butuh beberapa menit jalan kaki untuk sampai ke malioboro tempat yang terkenal dengan suasana malam yang ramai kuliner khas lokasinya juga dekat dengan stasiun tugu jadi gampang banget dijangkau buat mahasiswa atau wisatawan yang datang naik kereta hotel ini modern tapi tetap hangat dan nyaman saat masuk ke lobi kita melihat desain interior yang elegan dan tentunya pelayanan staf yang ramah kamarnya bersih dilengkapi berbagai fasilitas jadi meskipun konsepnya modern tetap terasa homey dan cocok buat mahasiswa yang ingin istirahat setelah seharian jalan jalan atau ikut kegiatan di kota jogja fasilitas di hotel ini juga cukup lengkap ada kolam renang outdoor tempat fitness untuk yang mau relaksasi restorannya rustik bistro bar menyajikan makanan dengan cita rasa lokal dan internasional jadi ngga perlu repot cari makan keluar kalau lagi mager sarapan di hotel ini juga terkenal enak dan banyak macamnya harganya memang tidak sehemat hotel budget tapi kualitasnya sebanding dengan fasilitas dan lokasi yang ditawarkan apalagi kalau kamu ingin pengalaman menginap yang nyaman dekat malioboro dan mudah kemana mana hotel ini bisa jadi pilihan yang saat
ayis,1,5,hotel ini bener bener memanjakan tamu kamarnya nyaman dan luas cocok buat keluarga atau pasangan yang paling berkesan buat aku pelayanannya terutama kak april yang ramah banget dia bantu semua kebutuhan dengan cepat sarapannya banyak pilihan dan enak kolam renang dan areanya bersih dan cantik udara di sekitar hotel juga segar banget rasanya pengin stay lebih lama
Atha Abdulrahman,1,5,kamar bgus pelayanan oke dari mbak anin dan partner nya yang cowok lupa namanya dalam hal pelayanan breakfast juga dalam merapikan kamar serta membantu klien yang kesusahan membuka pintu
Muhammad Pasha Faiz Januarta,4,5,hotel terbaik di jogja cocok buat staycation bareng keluarga breakfastnya enak menu bervariasi all staf ramah sekalii terutama mba rani wallody dan arvel
AMILIA,1,5,lokasi strategis banget cukup jalan kaki ke malioboro kuliner sekitar staf ramah pelayanan cepat fasilitas lengkap kolam renang gym spa restoran wifi stabil kamar bersih nyaman cocok untuk keluarga atau perjalanan bisnis sangat direkomendasikan untuk kamu yang ingin menginap di pusat kota yogyakarta dengan kenyamanan dan layanan berkualitas staff baik banget mas vento mb april dan mas andon
xafiryy.,2,5,kamar bener bener nyaman dan sesuai dengan pesanan semua staff ramah dan membantu selama stay meeting berjalan dengan lancar ac dingin kaloo kata saya sih pilih hotel ini ya buat liburan ke jogja tersedia free welcome drink dan snack dan minibar di kamarpun di berikan gratis tambah direfil tiap hari
mega nila,1,5,kamar bersih dilengkapi dengan smart tv namun suara kulkas lumayan terdengar nyaring staff ramah proses check masuk keluar tidak sangat cepat menu sarapan favorit kami nasi goreng lokasi sangat dekat dengan tugu malioboro di depannya juga terdapat angkringan bakmi jawa byk toko oleh2 dagadu
Pevita Levia,1,5,beneran excited banget nulis ini karena pengalamannya tuh seseru itu kak april bantu check masuk dengan super cepat dan super ramah kamar bersih dan cozy banget kolam renangnya cantik bersih dan enak banget buat healing sore 10 10 bakal balik lagi
Nanaii,1,5,pelayanan nya top banget sih room nya bagus bersih sarapan nya juga oke banget tadi di bantu juga sama ka arvel
Ari Wibowo,2,5,sangat sangatlah puas menginap disini tempatnya bagus nyaman bersih apalagi fasilitasnya lengkap pelayanannya juga ramah dan gercep lokasinya strategis dekat dengan tugu dan sangat direkomendasikan untuk yang cari hotel nyaman dengan pelayanan bintang lima tetapi harga tetap bersahabat dan terimakasih kepada ibu security yang tetap ramah saat kami bolak balik keluar masuk hotel over all good
Breina Oksyaraini,2,5,sangat puas menginap di sini pelayanan ramah kamar bersih dan nyaman serta fasilitas lengkap mulai dari kolam renang gym hingga restoran yang makanannya enak lokasi strategis dan wi fi cepat juga jadi nilai tambah pengalaman menginap yang menyenangkan dan pasti akan kembali lagi
bintang Yudhapraditya,1,5,terimakasih banyak untuk team rustik sudah melayani kami sepenuh hati dari kita datang breakfast sampai selesai breakfast sudah dilayani dengan baik terima kasih mba desi dan mba arvel sudah bantu kami untuk carikan tempat duduk karena kmrn sempet waitinglist karna weekendrame keluarga puas banget sama hospitality hotel harperr rekomen untuk stay bareng keluarga lokasi strategis dkt tugu menu sarapan nya enak bervariasi kamar bersih nyaman
dede sanggariansyah,7,5,sangat nyaman sekali terutama untuk cita rasa menu sarapan pelayanan chef dan kru resto terutama atas nama catur dan vina sangat ramah dan menyenangkn saya akan balik lagi kesini jika ke jogja
Erik Gian JRA FAMILY OFFICIAL,339,5,hotel dengan kenyamanan dan fasilitas yang sesuai untuk menikmati suasana santai di jalur utama kota yogya cocok untuk keluarga maupun keperluan bisnis menu sarapan juga variatif dan tentu saja tersedia makanan khas yogya sugeng rawuh
Debora Antika,1,5,suka sekali 10x sama suasana hotelnya tenang bersih dan kamarnya benar benar bikin betah fasilitas di dalam kamar juga lengkap jadi tidak perlu repot cari apa apa terima kasih juga buat kak april pelayanannya tulus dan ramah banget berasa ditemenin dari awal sampai akhir
Susi,3,5,sarapan variatif enak sarapan favorit saya bubur ayam tapi sedikit berbeda2 rasanya di hari ke 1 2 dan 3 saya menginap enak di hari ke 3
Anggi Meilya,5,5,untuk pelayanan bagus buat staf nya dan ramah semua untuk bf sudah sering kesini dan rasanya konsisten cocok buat keluarga buat stay di hotel herper kak arvel kak walody mba rani keren semua
Vita Fujiati,6,5,sangat nyaman sekali dari mulai kamar makanannya yang sangat cocok di lidah dan pastinya sehat lokasinya pun sangat strategis di tengah kota pelayanannya sangat sangat baik ramah ramah recoment sekali untuk yang sedang cari penginapan di hotel harper ini next liburan ke jogja lagi menginap di hotel harper terima kasih
aci,1,5,hotel ini punya pelayanan yang bikin tamu betah kak april melayani dengan sopan dan jelas banget waktu jelasin fasilitas hotel kamarnya nyaman ac dingin dan bathroom bersih sarapannya variatif dan fresh lokasinya strategis banget buat wisata sekitar kota
amilia 0611,1,5,love it the room really good saya 3 hari disini tapi seprti rumah sendiri kamar oke ac dingin mau kemana mana gampang sayang sekali harus check keluar hari ini pelayanan memuaskaann top thank you mas vento mas andon dan mb april
Andika Arta,64,5,kalau udah by aston udah tidak perlu di khawatirin lagi sih kamar nya nyaman semua bersih resto untuk breakfast enak enak enak mari kita merapat kesini karena sat set deket kemana mana untuk acara kantor dari hall dan alatnya semua sudah canggih merapat bagian indonesia daerah khusus jogja
dianita sugiyo,36,5,thanks harper for the hospitality hotel yang nyaman staf fo ramah2 helpful banget waktu nanyain kabel lan gercep banget disediakan sangat sangat akomodatif request customer diperhatikan dengan baik harper was part of my life journey thank you
Daffi Gavra,1,5,big thanks to harper malioboro yogyakarta seru banget experience nya hotel ini bukan hanya tentang tempat tidur yang nyaman tapi tentang pengalaman yang hangat pelayanannya outstanding benar benar merasakan hospitality dengan hati lokasi strategis dan tepat di jantung malioboro dan mudah kemana mana seminar tentang bagaimana budaya kerja bagaimana pengelolaan sumber daya agar tercipta lingkungan kerja yang positif juga sangat berisi oleh bu rossa hrm mantapp
Widy's Channel,27,5,makanan enak lokasi strategis kamar bersih nyaman banget apalgi kamar view jalan raya kapau malam bnyak pedagang kaki 5 ke tugu jogja juga tinggal jalan 50 meter recomended banget
Erena Helling,2,5,setelah berjam-jam mengemudi disambut oleh staf yang sangat hangat ms ghaida dan dia juga membantu mengatur kamar untuk waktu check masuk lebih awal memberikan kesan pertama yang terbaik untuk keluarga kami kamar hotel baru bersih dan luas interiornya minimalis namun nyaman senang kami memutuskan untuk mencoba hotel ini pasti akan kembali lagi dan merujuk ini ke teman dan kolega kami
Gabriela Abigail,1,5,salah satu hotel yang ramah tamu banget mulai dari resepsionis sampai security semuanya sopan kak april terutama ramah dan bantu banget selama aku nginep kamarnya nyaman dan wangi kolam renangnya juga bersih lokasinya dekat pusat kota recommended banget
dimas cp,5,5,"staf meja depan yang sangat ramah yang menyambut kami dengan tanggapan yang baik dari staf fb ketika saya memberikan komentar tentang nasi goreng mereka, semua staf dipenuhi dengan senyum lebar dan menyambut kami setiap kali kami berada di area hotel dan yang terakhir, sikap ramah membantu saya untuk mendapatkan situasi yang jelas dan respons yang cepat ketika saya kehilangan topi favorit saya untuk harper malioboro dan pasti akan memilih kalian di perjalanan kami berikutnya ke jogja"
Bisma Adinata,5,5,pelayanannya bagus banget makanannya juga enak enak tidak salah siih hotel ini dipilih terima kasih harper btw ada salah satu pelayan yang sopan dan baik bangett mas bryan namanya thank you mas sukses teruss
Ronny Walewowan,2,5,pelayanan dan menu sarapannya lengkap enak terima kasih mba arvel ya sudah melani dng bai k
decel,1,5,staying at harper malioboro was such a wonderful experience dari awal check masuk sampai check keluar semua staff nya super friendly dan helpful terutama kak april the room was clean spacious and really comfy tambah the city view was amazing breakfast nya juga lengkap banget semuanya enak dan fresh the facilities like the pool and spa were well maintained and relaxing totally worth it bakal balik lagi for sure
Andriani Ririn Rahayu,2,5,makanan enak menunya banyak bervariatif terimakasih pelayanan mas fendi yang super ramah banget
winawan hanif,5,5,menginap yang kedua kalinya di harper mallioboro memang pengalaman yang luar biasa kamar bersih layanan staff ramah lokasi stategis cukup jalan kaki ke mallioboro dan tak ketinggalan makanannya bermacam variasi dan enak
Nindy Hilma Rasyida,3,5,strategis dekat tugu jogja banyak makanan toko oleh oleh dan penjual angkringan pelayanan baik breakfast oke senang dengan fasilitas smartroom nya tinggal oke google semoga bisa kembali menginap di harper
Andrian Hendrawan,253,5,menginap di hotel harper yogyakarta benar benar menyenangkan kamarnya bersih sarapan variatif dan lokasinya strategis terima kasih khusus untuk mbak arvel yang sangat ramah dan sigap membantu untuk breakfastnya recommended banget
Aldo alfiansyah,6,5,jujurr ya stay di harper malioboro benar benar pengalaman yang menyenangkan kamarnya bersih nyaman dan tertata rapi pelayanan staf ramah serta sigap membantu lokasi sangat strategis dekat ke malioboro dan berbagai tempat kuliner sarapan variatif dan enak fasilitas hotel lengkap suasananya pun tenang sehingga membuat istirahat semakin berkualitas sangat direkomendasikan untuk yang ingin staycation ataupun liburan di jogja semuastaffn juga sigap membantu dan sangat ramah
Satwika Listyana,6,5,hotelnya lokasi strategis restonya makanan lengkap enak2 terima kasih mbak anin dan catur atas keramahannya keep up the good work
AdeAnggimas Hasanah,1,5,overall untuk makanannya enakk enak yaa tapi harus lebih disesuaikan lagi saja untuk rasanyaa apalgi makanan daerah agar lebih autentik rasanya hehe tapi pelayanannya luar biasa terimakasih kak fadila dan chef dimas
03 ainnun saidah,3,5,makanannya enak sekali mau ambil semua tapi perut gakuat wkwkwkw banyak pilihan makanan cocok untuk berbagai acara lembaga atau sekedar menginap untuk keluarga dilayani sama kak chelsy ramah sekalii cantik sangat membantuu
Suhairy T,18,5,hotel yang sangat nyaman dengan pelayanan yang luar biasa dari semua staf menu sarapan yang memuaskan dan hanya beberapa menit berjalan kaki ke stasiun kereta malioboro minuman selamat datang mesin kopi di lobi pilihan utama jika Anda ingin menginap masuk yogyakarta
Siti Wahyuningsih,1,5,pelayanan memuaskan dan sangat ramah menunya juga komplit pokoknya recomended nginep disini cobain gk nyesel
maviera lalrosa,2,5,suasananya tenang dan fasilitasnya lengkap kamarnya modern dan wangi pelayanan kak april baik banget bikin tamu merasa dihargai sarapannya enak banyak pilihan dekat ke malioboro dan mudah cari makan cocok buat libur pendek
Rosdiana Dewi ST,2,5,masyaa allah alhadulillah fasilitasnya dbest dan makanannya enak dengan varian menu yang cocok tuk semua terima kasih harper hotel honeymoon ku disini terasa nyaman banget tidak pernah salah pilih hotel kalau by aston
Hutomo agus subekti,12,5,kamar luas bersih sarapan pagi banyak variasi dan enak petugas breakfast tanggap arvel dan teman2nya
Rin *,32,5,lokasi strategis dekat stasiun tugu dan malioboro hotelnya sudah menerapkan go green makanannya juara variasi menu banyak dan rasanya mantap welcome drinknya jg sgt enak dan byk pilihannya jg recommended
Raka Galih,4,5,untuk pertama kali menginap di harper dengan anak anak sangat happy sekali anak anak kamar tipe tertinggi harper suite sangat luas staff nya sangat ramah² sekali yang paling suka restaurant dan swimming pool nya berbeda tempat jadi lebih pada saat mau ke pool tidak melewati resto rekomendasi hotel bintang 4 dekat dengan malioboro dan tugu jogja see u next holiday with harper malioboro yogyakarta terimakasih
Maria Qibtiyah,1,5,pelayanannya top stafnya ramah dan sangat membantu tim resto chef anas mas fendy rafi dan semua tim pelayananya bagus tim meeting juga sigap membantu keperluan selama meeting dan tanggap saat ada trouble front office juga top sekalii happy selalu dan sehat selalu buat semuanya
Bondan Wiratno,2,5,hotel nya bagus fasilitas nya juga mantap pelayanannya juga terbaik the best lah pokoknya tidak nyesel nginep disini apalagi ada kak april yang cantik jadi pengen nginep lagi disini
Kiki Suzanna,7,5,lokasi strategis pelayanan baik dan ramah variasi menu makan nya beragam dan rasanya mantap room nya bersih view kota jogja spa nya juga oke next kalau ke jogja nginep di harper lagii
asa,1,5,harper malioboro emang tidak pernah mengecewakan kamarnya rapi dan nyaman kak april pelayanannya baik banget bantu semua kebutuhan dengan cepat kolam renangnya bersih dan suasananya adem lokasinya deket pusat kota cocok buat keluarga maupun solo traveler
Laily Dewi 3Madinah,33,5,kamar yang nyaman tempat strategis dan dekat sekali sama monumen tugu sarapan banyak varian pelayanan juga cepat spesial terima kasih mbak arvel telah banyak membantu menjelaskan tmpat wisata yang viral dan dekat dengan hotel
MNA Falaz,2,5,untuk pelayanannya sangat baik baru pertama kali ini ditawari es atau kopi langsung dari meja dan langsung dibuatkan untuk waitress walody mantab service untuk sarapannya
Anggun JulitaSari,1,5,makanannya enak menunya banyak bervariatif terimakasih pelayanan mas fendi yang super ramahh
Wahyu Windari,1,5,mbak isma biyan dan siapa lagi ya tadi lupa hospitalitynya oke kamar oke aman bersih makanan beragam jenisnya untuk rasa di up lagi ya lokasi strategis dekat dengan malioboro
anjeli sherryn,1,5,makanannya enak kamarnya bersih pelayanannya bagus banget kak walody dan kak arfel
Aulia Nur hidayah,1,5,pelayanan table mannernya memuaskan pelayannya juga peka menu makanannya enak2 dan platingnya bagus dan estetik tempatnya juga memasukkan pokoknya tidak bakal nyesel kalauke hotel ini
Ananda Christy,1,5,senang banget nginep di harper malioboro stafnya ramah semua dan kak april ngasih pelayanan terbaik kamarnya bersih dan fasilitasnya lengkap sarapannya juga enak enak posisi hotel tidak jauh dari tempat wisata jadi gampang banget kemana mana
Roslina Amna,12,5,kedua kali nginap disini akses dekat stasiun tugu disekitar hotel banyak angkringan kafe n tempat makan kelebihan hotel ini tempatnya strategis ada jalur pedistarian yang nyaman sepanjang jalan hanya jika malam dipakai dagang kanar selalu dapat hadap perumahan penduduk agak berisik juga kamar mandi tidak kedap suara ada bau kurang sedap dari wc ameties kamar mandi perlu di tingkatkan staf ramah di loby free flow welcome drink n cemilan sarapan bervariasi n berlimpah minusnya chef bagian egg nya kurang sigap saya menunggu lama hanya demi telor dadar padahal sepi jam 6 pagi soal rasa perlu ditingkatkan lagi tiap hari kamar dibersihkan saran saya gantung tag jika tidak ingin di ketuk berulang kali oleh cleaning service nya pilihan menu room service kurang variatif walau harga rata2 hotel segitu rasanya juga standar hotel tidak disediakan laundry bag
Ageng Permana,5,5,"masa menginap saya di hotel harper yogyakarta benar-benar luar biasa sejak saya tiba saya merasa disambut dan dirawat dengan baik suasananya modern bersih dan santai sempurna untuk pelancong bisnis dan rekreasi ruangan itu bersih dan sangat nyaman dengan semua yang saya butuhkan untuk masa menginap yang menyenangkan tempat tidurnya nyaman dan kamar mandi terawat dengan baik salah satu yang menarik adalah staf yang ramah dan membantu saya ingin memberikan teriakan khusus kepada dayat yang sangat hangat profesional dan selalu siap membantu dengan senyuman pelayanannya benar-benar membuat pengalaman saya semakin menyenangkan lokasinya juga sangat strategis dekat dengan tugu sobat malioboro, keraton dan banyak pilihan makanan lokal untuk kualitas dan layanan, sangat sepadan dengan harganya. Saya pasti akan menginap di sini lagi dan sangat merekomendasikannya kepada siapa pun yang mengunjungi yogyakarta"
Novia Permatasari,2,5,good experience for the food restaurant makanannya enak banget dan semua makanannya fresh special breakfast selalu ada fresh juice harper malioboro pelayanan dari mas fendy oke banget penjelasannya sangat memuaskan dan hopeful banget
mawar,61,5,pelayanan oke banget terutama staff penerima tamu resto dan marketing manager parkir basement lumayan luas untuk mobil parkir atas bisa muat bus ballroom dekat dari pintu lobby kalau bikin acara di sini tidak perlu jauh2 jalan dari depan pastry dan kopi di restonya enak
Anggara Dika,1,5,saya sangat puas menginap di hotel harper malioboro kebersihan kamar benar benar terjaga rapi dan nyaman fasilitas hotelnya lengkap mulai dari kolam renang gym hingga area lounge yang cozy makanannya juga enak dengan banyak variasi menu baik untuk sarapan maupun makan malam lokasinya sangat strategis dekat dengan malioboro dan tempat wisata lainnya jadi sangat memudahkan untuk jalan jalan pelayanan dari seluruh staf luar biasa ramah dan profesional dari resepsionis housekeeping sampai bagian restoran semuanya memberikan pelayanan yang excellence sangat direkomendasikan untuk siapa pun yang ingin menginap di yogyakarta
Dewi Ndaa,1,5,pelayanan nya best banget deh cocok untuk yang suka makanan western bisa datang kesini chefnya juga asik bahkan para karyawan yang lain ramah desain makanan juga tidak main main loh garnisnya mewah dan mengundang selera makan
lia lo,1,5,makan siang nya enak menunya dan juga disambut ramah sama mba arvel bantu jelasin menunya jadi kita tidak bingung terima kasih banyak mba hotelnya juga bagus meeting roomnya nyaman
saifullah nur alawi,1,5,terima kasih atas pelayanannya kami jadi senang ketika berkunjung ke yogyakarta pulang dari sana membawa semangat positif pelayanan bagus kamar bersih dan makanannya pun enak
Nur Laela90,2,5,liburan dengan thema family gathering ini sangat istimewa hotel mewah ini menyajikan unsur hitech dari teknologi canggih sehingga anak saya exited banget sama switch on off lamp by google ada unsur etnik jawa dan konsep batik disetiap aksen kamar hotel ataupun setiap sudut hotel yang begitu unik ditengah tehnologi yang canggih pelayanan pun sangat ramah dari semua lini karyawan dari receptionist yang sangat hamble mengapresiasi setiap detail kecil dari tamunya sehingga obrolan singkat begitu terasa hangat housekeeper pun selalu senyum dan menyapa disetiap tamunya disaat air kamar mandi tidak nyala petugas teknisi pun sangat fastrespon diera sekarang ini adab yang baik dari karyawan tidak bisa digantikan oleh ai semoga tetap dipertahankan konsep air galon yang disediakan dilorong pun sangat bermanfaat sesuai kebutuhan tidak mubadzir dan tentunya bisa mendukung konsep gogreen and no plastic feel fantastic ada baiknya hotel mewah dengan fasilitas hitech ini mulai dipublishkan di meta ads dengan telling story biar dijangkau dan dikenal seluruh lapisan masyarakat yang hendak berkunjung ke jogja
Khansa,9,5,hal terbaik dari hotel ini adalah service nya semua pegawai ramah sekali dan excellence service nya kamarnya bersih luas mini bar nya selalu direfill dengan cepat lokasinya saat di tengah malioboro
Callista Nayyara,1,5,pertama kali nginep di harper dan langsung suka kamarnya nyaman dan suasana hotelnya tenang kak april bantu proses check masuk biar cepat dan super ramah dekat ke malioboro jadi gampang banget kalau mau belanja atau makan malam worth it banget untuk harga segini
Aira Faustien,1,5,sya sangat puas dengan rasa dan penyajiannya pelayanan juga sangat baik saya merekomendasikan hotel ini kepada teman teman saya karena makanan yang lezat dan pelayanan yang baik serta cekatan
Grace cs,1,5,gila sih harper malioboro tuh aesthetic overload banget koridornya saja cakep apalagi kamarnya jendela besar cahaya natural masuk langsung bikin aku pengen foto foto ala influencer padahal hasilnya tetap receh fasilitas lengkap ac dingin stabil shower kenceng ini penting ya dan staff ramah semua khususnya kak april sumpah ini orang energinya positive banget
Aulia Syamsudin,10,5,kamarnya nyaman meski tidak terlalu luas tapi bersih dan wangi variasi makanannya bnyak apalg saat baru datang lgsg ditawarin mau di sediakan minjman apa ada waitresnya mba arvel yang ramah
