User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Dur rosyiD,2025,2,tahu isinya mantap rasanya luar biasa,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9966889023780823,Room Quality & Comfort,Room Quality & Comfort (0.75); Food & Beverage (0.61); Cultural & Heritage Experience (0.61)
teddie harjadi,2025,4,lokasi bagus dekat pintu tol bawen pemandangan oke kamarnya perlu direvitalisasi pintu lemari kamar rusak mandi rusak sayang lokasi sebagus itu tapi kamar tidak terawat,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.8838136196136475,Facilities & Amenities,"Facilities & Amenities (0.98); Ambience & Design (0.98); Loyalty, Recommendation & Appreciation (0.95)"
Selvi Kurniasih,2024,2,sepertinya pihak manajemen resort hotel kurang memperhatikan kebersihan kamar ya saya menginap di grand deluxe room obyektif review pros kamar besar kons tv hanya lokal tidak ada kulkas mini pintu kamar mandi sudah lapuk pintunya terbuat dari kayu kran wastafel di kamar mandi bocor banyak semut yang keluar dari tombol lampu sebelum ke ambarawa saya menginap di tawangmangu dengan harga yang tidak jauh berbeda fasilitasnya bagaikan bumi langit,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9258123636245728,Facilities & Amenities,Facilities & Amenities (0.90); Service Quality (0.78); Pricing & Value for Money (0.75)
Mr Baequni,2025,5,enak buat menghilang dari hiruk pikuk kota,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9463005661964417,Food & Beverage,Food & Beverage (0.76); Facilities & Amenities (0.70); Family & Group Friendly (0.64)
Mau Lana,2025,4,kamarnya bagus tapi perlu renovasi krna banyak tmbok kembali pintu ada lubang jadi tidak kedap seranga hewan kecil bisa masuk lewatt sela2,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.6344442367553711,Facilities & Amenities,Facilities & Amenities (0.80); Sustainability & Environmental Quality (0.48); Religious & Halal Features (0.46)
Tedy Biksend,2024,5,Tempat dingin dan kamar asri lumayan bersih meskipun sudah air panas dingin oke pelayanan baik dianjurkan buat yang suka nginap dengan suasana alam ada lapangan perkhemahan juga bisa jelajah kebu kopi asyik lah buat yang suka suasana alam asri,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9993354678153992,Facilities & Amenities,"Facilities & Amenities (0.99); Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.97)"
Deddy Rahmadi,2025,4,pesanan executive suite villa pelayanan bagus cs respon cepat bisa pengiriman dari kampung kopi banaran lampu kurang terang dekorasi kamar mandi kurang ramah hanya batu2 dengan lampu yang kurang terang bikin tidak nyaman tv belum pintar google tidak ada gorden di jendela depan sama tidak sengaja kunci rusak karena pintu tidak bisa dikunci dari luar eh saat ngunci kuncinya patah muatan nya lumayan 100k tinggi untuk ukuran kunci rumah biasa,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9778092503547668,Service Quality,Service Quality (0.98); Facilities & Amenities (0.93); Service Efficiency & Responsiveness (0.93)
Wirawan KES,2023,4,tempat menginap yang mengesankan pemandangan alam pegunungan dan kebun kopi relatif dekat tol dan mudah ditemukan ada resor dan kamp lebih baik pilih kamar yang view danau lebih puas tempat kamar dan kamar mandinya bersih walau masih bisa ditingkatkan alat sanitasi lengkap bersih dan higienis bair mandinya bersih ada udara panasnya tapi kurang kencang tempat parkir luas menu resto sederhana rasa standar tetapi bisa sarapan sambil melihat pemandangan gunung di langit pemandangan resto pagi enak jogging trek atau jalan kaki keliling kebun kopi sekitar 1 6 km harga sesuai lokasi yang ditawarkan ada kolam renang di lokasi terpisah dan terkesan sudah menggunakan di sekitarnya,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9995670914649963,Facilities & Amenities,"Facilities & Amenities (0.98); Cleanliness, Hygiene & Maintenance (0.98); Location, Accessibility & Parking (0.96)"
Alexander Graham bell,2025,4,kamarnya banyak serangga terbang untung bukan kue kalau kue saya bakar di tempat setidaknya acnya dingin banget,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9474385976791382,Facilities & Amenities,Facilities & Amenities (0.82); Guest Experience (0.69); Sustainability & Environmental Quality (0.69)
Apoy Awan,2023,4,karena dapat kamar yang fasilitasnya bisa berfungsi seperti AC air panas lemari perlu diperbaiki agar tak boros udara karena mengalir terus selain itu ada jogging track 1 6 km yang rutenya menanjak sejak mulai melewati kebun kopi dan bbrp pohon pala koleksi tanaman buah langka seperti namnam bisbul menteng buni kemloko dan tanaman lain seperti jambu bol alpukat lengkeng anggur laut sawo australia kenitu sawo durian jambu kristal markisa merah darah baru liat kali pertama bisa tumbuh subur dan berbuah,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9977303147315979,Facilities & Amenities,Facilities & Amenities (0.97); Cultural & Heritage Experience (0.91); Sustainability & Environmental Quality (0.69)
Gandi Yudha,2024,4,Saya dan keluarga memilih tenda glamping sebagai tempat kami menginap fasilitas yang diberikan terbilang lengkap serta sarana yang memadai tenda glamping cocoknya hanya untuk malam soalnya jika siang seperti berada dalam oven karena terik matahari pastikan saja ke resepsionis jika tenda yang diberikan tidak bocor keluarga dan anak-anak ramah,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9988352656364441,Facilities & Amenities,Facilities & Amenities (0.99); Family & Group Friendly (0.96); Service Efficiency & Responsiveness (0.95)
T.I.H,2022,2,resort ini view bagus sayang untuk penginapannya sudah tua dan banyak yang lapuk pengalaman kemarin menginap sopir saya ditakut2i suara yang mengetuk2 jendela kaca tengah malam hingga berkali2 untuk serumah 2 kamar dengan kondisi semua perabot sudah tua ac tidak berfungsi dengan benar dan jendela lapuk harga 1 jt sangat sangatlah mengecewakan bila ingin tempat ini jadi tempat kunjungan berikutnya tamu saran saya untuk pengelola renovasi dan tingkatkan keamanan mohon saya tidak menjelekan resort ini saya mengutarakan apa adanya yang saya maafkan alami dan saya lihat saya lihat,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9974108338356018,Safety & Security,Safety & Security (0.94); Guest Experience (0.88); Facilities & Amenities (0.85)
Aini Neni,2023,4,kami di cempaka 202 exc villa suite villanya oke cocok untuk keluarga kamar bersih bagus kamar mandi semak kurang kenceng hrga trbilang murah dengan fasilitas yang di berikan pagi hari jln2 sxan sarapan di langit view mknn cukup enak renang naik kereta dan scoter bisa digunakan vocernya panahan gk bisa digunakan ptgs belum datang di atv ada pemesanan jadi tidak bisa juga secara keseluruhan bagus suka jadi pgn liburan ke sana lagi dianjurkan ya buat yang pgn liburan jauh dari kebisingan kita dimanjakan dengan2an pohon hijau,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9992480874061584,Facilities & Amenities,"Facilities & Amenities (0.98); Cleanliness, Hygiene & Maintenance (0.90); Booking & Reservation Experience (0.89)"
Ronald Napitupulu,2024,3,Nginap deket lebaran harga naik sampai 2x lipat kayaknya untuk harga segitu dengan pemandangan okelah tapi sangat menyayangkan fasilitas nya rendah pagi2 ternyata ac nya bocor yang lebih mengecewakan adalah sarapannya kayak sarapan hotel melati tidak ada kulkas di kamar kalau pemandangannya sangat luar biasa,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9951688647270203,Pricing & Value for Money,Pricing & Value for Money (0.86); Food & Beverage (0.84); Guest Experience (0.74)
Motorrio Rio,2025,4,kamar model lawas perlu dibenahi view bagus karena menghadap pegunungan dan berada di tengah kebun kopi,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9868282079696655,Facilities & Amenities,Facilities & Amenities (0.93); Ambience & Design (0.88); Cultural & Heritage Experience (0.81)
Diah Rahmawati,2023,1,agak kecewa dengan pelayanan kantor depan dari awal datang info yang diberikan kurang jelas sarapan waterpark katanya gratis bisa lgsg ke lokasi tapi ternyata harus dengan kupon sementara kupon tidak diberikan saat cek masuk sudah terlanjur sampai di waterpark hrs kembali ambil kupon dulu ke kantor depan pdhl jaraknya jauh banget sementara ada pelanggan lain dengan tipe kamar yang berbeda boleh lgsg masuk hanya dengan menunjukkan kunci kamar saat sarapan juga itu ditanyain petugas resto mana kuponnya seperti kita mau nyuri numpang saja pdhl kupon tidak diberikan di awal cek masuk harus bolak balik ke kantor depan jadi saat cek keluar masih ditagih pembayaran pdhl sudah dibayar,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9975417852401733,Service Quality,Service Quality (0.57); Guest Experience (0.44); Management & Policy Issues (0.43)
sinta melati,2023,2,resortnya luas banget ada glamping tenda biasa sama hotel ijo2 seger suasananya namun hotelnya sudah tua ac tidak dingin udara nya kecil ditembok kamar saya saat menginap jg ada coretan yang tidak dibersihkan klo plg malam gelap kurang penerangan,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.6140060424804688,Facilities & Amenities,Facilities & Amenities (0.87); Ambience & Design (0.64); Family & Group Friendly (0.38)
Danto dwi,2024,4,kamar cukup bersih harga 500k akhir pekan resor ini sepertinya bangunan lama saat menginap di sini lagi sepi cuma ada beberapa pengunjung suasana malam benar2 sepi ngeri2 sedap untuk sarapan di resto banaran sky view harus jln kira2 200mtr dari resor menu sarapan enak terutama nasi gorengnya kolam renang cukup jauh harus naik mobil lg ke bawah kira2 1km dari resor,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9992362260818481,Facilities & Amenities,"Facilities & Amenities (0.86); Cleanliness, Hygiene & Maintenance (0.71); Pricing & Value for Money (0.69)"
agneta fdz,2022,3,untuk tempat pertemuan perlu ditingkatkan lagi pelayanannya kami pesan tapi diberikan di tempat yang tidak sesuai pesanan terpaksa kami gunakan ruangan yang tidak sesuai protap prokes saya melihat di tempat yang ada kemah2nya sangat banyak apakah tidak diterapkan prokesnya tamannya bagus bersih terawat,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9748578667640686,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.48); Facilities & Amenities (0.28); Service Quality (0.21)"
Agfian Muntaha,2020,4,tempatnya super bagus dan asri suasananya tenang dan nikmat untuk menghabiskan hari selain resor ada juga villa untuk satu keluarga enak pokoknya pemandangan rawa pening juga bisa dinikmati dari sini hanya saja nilai minususnya adalah tidak ada tempat makan ataupun pemenuhan kebutuhan yang dekat dengan lokasi sehingga harus ke daerah terminal bawen dulu dan itu cukup mengganggu,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9939742684364319,Facilities & Amenities,Facilities & Amenities (0.85); Family & Group Friendly (0.83); Ambience & Design (0.62)
John Karundeng,2020,2,Tgl 1 November 2019 tepatnya di hari Jumat saya nginap sekeluarga di sini mengambil kamar yang tipe terbaik yaitu executive suite villa dengan harga 1 250 0 rupiah awalnya saya suka dan terkesan ada parkir mobil langsung di samping bangunan villa yang saya booking 2 kamar tidur 1 kamar king size bed dan 1 kamar lagi twin bed ada ruang tamu ada balkon ada meja makan kulkas dispenser dan 2 kamar mandi tapi sayang tidak sarapan kecewa nya saya disaat saya tahu bahwa ac semua nya panas bahkan jauh lebih baik menggunakan kipas angin lebih dingin ketimbang ac yang tidak apa merasa trus2 tv tidak bisa rusak nyala,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9969173669815063,Facilities & Amenities,Facilities & Amenities (0.99); Pricing & Value for Money (0.89); Booking & Reservation Experience (0.82)
SEKOLAH TARUNA IMANI,2020,3,Destinasi ini sebetulnya sangat bagus pemandangannya luar biasa bagus memiliki tempat yang dingin banyak yang bagus untuk foto banyak wahana2 permainan anak tapi sayangnya penginapannya sudah terlihat kurang perawatan agak kotor beberapa fasilitasnya sudah rusak jika pelayanan dari kru nya cukup ramah,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.7088541984558105,Facilities & Amenities,Facilities & Amenities (0.68); Guest Experience (0.50); Service Quality (0.41)
Pramudya Duta Atmaja,2020,3,Sebenernya ini penginapan yang bagus dengan latar alam banyak tempat Wisatanya perkebunan kopi dll tapi sayang untuk penginapannya terlihat sudah tua sekali TV juga tidak bisa digunakan sekali sekali mandi airnya kecil kamar agak sedikit berdebu dan kursi di balkon sangat berdebu untuk pelayanan dari staf2 nya sangat ramah dan membantu banget pilihan makanan di resto tidak terlalu banyak tapi harga masih terjangkau ada udara panas dan juga wifi ada atm bca bni dan mandiri jika tidak salah serta pasar mini yang tutup jam 8 malam,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9972274899482727,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.98); Service Quality (0.93)
Dwi Nur_,2025,5,adem pemandangan juga asri ketika naik jeep keliling diperkebunan kopi seru banget yang belum pernah kesini wajib coba,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9986566305160522,Cultural & Heritage Experience,Cultural & Heritage Experience (0.94); Food & Beverage (0.92); Sustainability & Environmental Quality (0.82)
Redyta Amalia,2019,3,Suasana di sini dingin dan bagus untuk menyegarkan hanya saja penginapan terlalu kotor dan lemari tidak bisa ditutup beberapa pemandangan bagus tertutup pohon ada beberapa spot foto yang membuatnya menarik sarapan disediakan dengan menu yang beragam kamar mandi kurang bersih,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.7302451729774475,Facilities & Amenities,Facilities & Amenities (0.99); Food & Beverage (0.83); Ambience & Design (0.82)
Muhammad Pascal,2019,5,hotel yang bagus dengan pemandangan yang indah dari hotel ini kita bisa menikmati indahnya hamparan rawa pening yang indah maupun pemandangan gunung merbabu dan gunung ungaran yang mempesona jika mau berkunjung ke sini aksesnya juga mudah karena terletak di jalur utama jalan solo semarang apabila dari jalan tol pun juga sangat mudah karena hanya beberapa ratus meter saja dari jalan tol bawen jadi jika ingin mencoba sensasi nya bisa dicoba untuk berlibur dan bermalam di sini bersama keluarga tercinta,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.999382495880127,Facilities & Amenities,Facilities & Amenities (0.95); Family & Group Friendly (0.94); Cultural & Heritage Experience (0.92)
Puput Ertiandani,2021,4,perkebunan kopi yang keren dan menyuguhkan bermain lapangan olahraga area n area makan yang oke untuk memuaskan mata harga yaa standar resort lah seru untuk habiskan akhir pekanmu dng orang tersayang,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9993370175361633,Facilities & Amenities,Facilities & Amenities (1.00); Food & Beverage (0.99); Pricing & Value for Money (0.99)
Y. Sulaeman,2022,4,pro penginapan dengan tipe kamar tidur dan kamar mandi yang lega tersedia area kumpul keluarga teesedia pintu masuk dari garasi maupun pintu masuk yang berdekatan dengan kebun kopi pelayanan ramah kons fasilitas villa perlu perawatan dan perbaikan secara berkala misalnya pintu kamar mandi agar berfungsi lebih maksimal,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9985148310661316,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98); Family & Group Friendly (0.95)"
nadia putri kustriani,2019,4,untuk pemesanan kurang memuaskan karena adanya miss komunikasi dengan salah satu pihak untuk makan pun begitu salah satu dari karyawan kurang informasi untuk tempat oke nyaman tapi ada yang kurang bersih di lantai arena hiburan baru juga lumayan banyak untuk wajah juga lumayan dapet minum dan kita suruh pilih jahe beraskencur kunir asem pada penginapan deluxe bisa voucher berenang,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.7638657093048096,Facilities & Amenities,Facilities & Amenities (0.99); Booking & Reservation Experience (0.94); Food & Beverage (0.94)
Har Janto,2021,5,Banaran 9 resort adalah tempat rekreasi tambah kuliner kopi terkenal sejak zaman belanda terletak di daerah ambarawa di apit okeh bukit dan gunung merapi merbabu jg sindoro yang sangat kekar tempat ini dingin di nikmati bersama alam tumbuhan kopi yang unik sambil menyeruput hangatnya kopi arabika atau robusta membuat hati ini bisa benar benar segar lupakan segala aktivitas keseharian kita nikmati indahnya banaran 9 resort mantap,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9990444779396057,Cultural & Heritage Experience,Cultural & Heritage Experience (0.99); Food & Beverage (0.99); Facilities & Amenities (0.86)
Manut,2025,1,lokasi ngeri sepi horor dimalam hari,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.98570317029953,Pricing & Value for Money,Pricing & Value for Money (0.30); Facilities & Amenities (0.29); Safety & Security (0.29)
rio paradika,2021,4,Harga terjangkau bangunan sudah jadul bisa menikmati tur menggunakan kereta wisata dengan membayar 85rb untuk rute pendek dan 200rb untuk rute panjang melewati kebun kopi dan berhenti di rumah sinder dan mata air,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9929768443107605,Pricing & Value for Money,Pricing & Value for Money (0.96); Facilities & Amenities (0.91); Cultural & Heritage Experience (0.89)
Catur 1982 P,2021,5,pertama kesini kesanya ituu 1 lokasi tepat didekat gerbang tol jadi mudah dijangkau 2 cocok jika bawa anak kecil kesini karena wahana permainan juga cukup bervariasi 3 yang paling seru saat menikmati kopi di kafeenya dengan latar belakang rawa pening gunung merbabu terlihat wouu deh dan malamnya juga ada musik live suer asik sekali 4 untuk kamar penginapan perlu perawatan lah perlu di segarkan lagi,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9994112253189087,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.97); Location, Accessibility & Parking (0.91)"
Don Anityo Principle,2023,5,tempat menginap dan kulakan foto ciamik hanya ada di sini saat menginap di sini saya sarankan untuk bangun pagi kemudian mengeksplor kebun2 yang ada di lokasi ini jangan lupa bawa sepeda kalian karena konturnya sangat menyenangkan sekali jika kalian adalah seorang goweser,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9993383288383484,Facilities & Amenities,Facilities & Amenities (1.00); Guest Experience (0.96); Cultural & Heritage Experience (0.94)
Nuraini Aini,2022,5,pemandangannya sangat indah tempat bersantai dengan keluarga sekitar indah dengan kebun kopi buah naga jambu kristal dll udara sangat dingin banyak spot foto saya kafe belum buka karena kami tiba jam 06 00 sedangkan buka kafe jam 10 00,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9971659779548645,Facilities & Amenities,Facilities & Amenities (0.92); Cultural & Heritage Experience (0.87); Ambience & Design (0.84)
Susanti Kurniawan,2023,1,Terribly bad service toilet kotor di balik pintu kamar mandi ada tanah merah ada kecoa bangunan tua dan tidak terawat di villa yang saya tempati padahal pesan eksekutif suite villa pilihan menu sarapan terlalu sedikit jam 09:00 sarapan sudah selesai dan pilihan menu sudah tinggal sisa2 tidak apel ke apel dengan biaya yang dikeluarkan nilai tambah baru mereka menyediakan dispenser 1 galon udara mineral di villa,BUMN,Bintang 3,Banaran9ResortHotel,negative,0.9982578158378601,Pricing & Value for Money,Pricing & Value for Money (0.91); Facilities & Amenities (0.88); Food & Beverage (0.62)
Kellik Fahriyanto,2018,5,penginapan dengan lokasi yang sangat baik berada di bukit dan dikelilingi kebun kopi berlatar pemandangan rawa pening dan gunung merbabu fasilitas sangat baik dengan suasana yang nyaman cocok bagj dan yang ingin mengadakan liburan keluarga tersedia berbagai macam pilihan penginapan,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9993728995323181,Facilities & Amenities,Facilities & Amenities (0.98); Family & Group Friendly (0.96); Service Quality (0.72)
Vendy Elfurqon,2024,5,tempat yang nyaman udara yang dingin berlokasi di atas bukit dengan nuansa perkebunan kopi luar dukungan top selfie dengan latar belakang pegunungan dan rawa pening kamar yang nyaman menu tradisional cocok dengan lidah org indonesia ada spa juga bar kopi sarapan juga bisa di antar dikamar bernuansa tradisional pelayanan yang ramah rekomendasi baget buat yang mau liburan santai karena tempatnya sangat tenang,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9995388984680176,Facilities & Amenities,Facilities & Amenities (0.99); Food & Beverage (0.98); Service Quality (0.93)
Nurwidaryanto,2024,5,Banaran9 resort hotel tempatnya strategis dipinggir jalan raya dan lokasinya luas cocok untuk acara keluarga menghibur anakdihari liburan ini ada kolam renang tenis langan dan bisa kampung diperkebunan kopi,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9990770816802979,Facilities & Amenities,Facilities & Amenities (1.00); Family & Group Friendly (0.99); Guest Experience (0.90)
phie tomokianz,2020,5,tengah malem nemu tempat ini tu rasanya bahagia banget cek masuk jam 2 dini hari tapi tetap d layani dengan ramah kamar luas bersih pelayan ramah2 makanan enak pemandangan bagus fasilitas lengkap puas banget rasanya pasti kembali k zana lagi klo liburan,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9995658993721008,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.98); Guest Experience (0.96)
Wiby Eijaz,2021,5,Cakep bangett tempatnya view nya bagus terutama resto baru nya sky view instagramable apalagi suasana cerah bisa dapet view gunung dan rawa pening yang eksotis senja hingga malem juga oke buwat hangout,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9994524121284485,Food & Beverage,Food & Beverage (0.94); Facilities & Amenities (0.83); Family & Group Friendly (0.77)
Firdania Raras,2023,4,tempatnya asri dan dingin kemarin sempet sudah reservasi tpi pemasarannya lupa nyatet hbis pdhl sudah trf tpi kita langsung mendapatkan pujian saat itu jg jadi dapet diskon hehe angin kalau malem dingin banget karena di daerah perkebunan lebih baik bawa jaket ya,BUMN,Bintang 3,Banaran9ResortHotel,positive,0.9990541338920593,"Loyalty, Recommendation & Appreciation","Loyalty, Recommendation & Appreciation (0.91); Service Quality (0.91); Facilities & Amenities (0.85)"
