User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Nona Setiari,2025,5,kamar bersih ac pusat yang dingin tempat strategis pelayanan ramah makanan nya enak dan bervariasi ada menu untuk diet kolam renang bersih saran kalau mau main dikolam renang ambil pagi jam 07:00 masih bersih dan tidak ramai,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9993869066238403,Service Quality,"Service Quality (0.99); Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Rudi Muryanta,2025,5,menginap karena ada urusan bisnis hotel dengan lantai mencapai lebih dari 35 lantai memandang luar dari lantai atas serasa berada di dalam pesawat terbang yang sedang mengambil atau mendarat ada restoran dan kolam renang di lantai atas pelayanan sangat baik panggilan ob ke kamar segera datang tidak menggunakan lama menu lengkap dan enak lokasi di pusat kota pinggir jalan protokol yang mudah dijangkau dari berbagai arah,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9993298053741455,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Service Efficiency & Responsiveness (0.99)
Lucia Resty,2025,1,kecewa banget sama kamarnya kamar mandi bocor sudah mau istirahat petugasnya lama banget benerinnya sudah capek tidur tidak kelar2 benerinnya,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.999509334564209,Guest Experience,Guest Experience (0.70); Facilities & Amenities (0.62); Management & Policy Issues (0.60)
indra jaya,2025,5,Hotel bintang 4 yang kamar nya nyaman harga nya juga terjangkau kalau dibandingkan dengan kan bintang 4 sejenis kamar nya luas sarapan ya oke lah,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9989977478981018,Pricing & Value for Money,Pricing & Value for Money (0.99); Facilities & Amenities (0.93); Room Quality & Comfort (0.92)
Qolbi,2025,5,Baru banget menginap di hotel terbaik Western Papilio hotel surabaya dan tidak nyesel sama sekali pelayanannya gokil abis deh dari check masuk sampai check keluar semua stafnya super ramah profesional dan gercep banget bantuin apa saja kamar bersih nyaman fasilitas oke tapi yang paling bikin betah itu stafnya yang ramah dan sigap terima kasih untuk keramahan terbaik nya sangat rekomendasi top,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9990624785423279,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Staff Conduct & Hospitality (0.99); Service Quality (0.99)
Ridwan Nafiul Faqih,2025,5,selama menginap di hotel papilio surabaya saya sangat terkesan dengan pelayanan yang ramah dan profesional dari seluruh staf kamar yang diberikan nyaman dan dilengkapi fasilitas lengkap sarapannya juga bervariasi dan lezat lokasinya strategis memudahkan akses ke berbagai tujuan di surabaya suasana hotelnya modern dan nyaman bikin betah berlama lama terima kasih untuk pengalaman menginap yang menyenangkan saya pasti akan kembali lagi,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9995249509811401,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Facilities & Amenities (1.00); Service Quality (0.99)
Dewi Suharnanik,2025,5,pelayanan kamar bagus dan tanggap kamarnya juga nyaman bersih dan bisa melihat pemandangan yang sangat cantik apalagi malam hari dapat fasilitas gratis gym dan kolam renang makanan yang disediakan juga enak lengkap dengan tambahan penutup dan menu yang beragam lokasi hotelnya juga sangat strategis karena berdekatan dengan mall surabaya terima kasih hotel terbaik barat papilio surabaya,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.999494194984436,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.99); Service Efficiency & Responsiveness (0.99)
Samid Suwito,2025,5,Saat saya hadir undangan seminar saya menginap di sini ruang pertemuan sangat luas muat banyak makanan dan kopi istirahat enak enak overall kamar nyaman bersih udara panas kencang mantap dah,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9996088147163391,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.95); Food & Beverage (0.91)
Ratih Kusumawati,2025,4,pertama datang pegawai parkir di lobi keamanan dan bell bot tidak sigap ada mobil datang tidak diarahkan dengan benar saat meminta petugas untuk membantu membbawakan barang2 ke hotel petugas bell boy tidak ada inisiatif untuk membantu mengambil barang tamu untuk ditaruh ke trolly petugas hanya berdiri saja seperti patung pegawai resepsionis juga kurang fokus dalam membaca pesanan pelanggan kami sekeluarga pesan 3 kamar deluxe tapi mbak2 resepsionis berpikir kami pesan kamar kembar sehingga km hampir diminta membayar biaya upgrade kamar sampai kamar colokan kulkas belum terpasang shg kami perlu mencolokkan ke belakang kulkas yang mana agak sulit karena malah berhenti,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.998601496219635,Safety & Security,Safety & Security (0.98); Guest Experience (0.92); Staff Conduct & Hospitality (0.91)
Coco Pryto,2025,5,tempatnya bagus strategis penataan kamar mewah dan rapi serta layanan sangat memuaskan terimakasih,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994797110557556,Service Quality,"Service Quality (0.99); Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
ning nang,2025,1,hati hati kalau sewa disini ketentuan awal ada suruh foto sebelum dan sesudah cekin teruss karna lupa jadi gadaa bukti kan tbtb di chat admin bahwa kasur nya pesing sama noda darah dan sampah berserakan padahal keluar dalam keadaan bersih trus dipalakin uang tambahan 200 yang katanyaa untuk cuci kasur nyaa karena terlanjur gaada bukti jadii gabisa ngelakk,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.9971014857292175,Pricing & Value for Money,Pricing & Value for Money (0.74); Booking & Reservation Experience (0.60); Service Quality (0.38)
Rudi Yunanto,2025,5,Remote TV nya rusak lipt cuma dua lantai sampai 36 kalau menunggu agak lama setiap lantai seharusnya ada tempat duduk tunggu lift nya,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.9988390803337097,Service Quality,Service Quality (0.72); Facilities & Amenities (0.62); Sustainability & Environmental Quality (0.61)
Luluk Purwati,2025,5,untuk kamar cukup oke seharusnya tv sudah naik ke smart tv sekelas 4 bintang pelayanan baik apalagi buat mas bellboy yang rapi ganteng ramah murah senyum saya jelaskan fasilitas2 cukup jelas terimakasih bw papilio hotel,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9985743761062622,Service Quality,Service Quality (0.99); Facilities & Amenities (0.98); Staff Conduct & Hospitality (0.98)
akun gs,2025,5,terima kasih atas pelayanan luar biasa dari best western papilio saat tiba di malam hari saya sangat terbantu dengan respon cepat dan tindakan sigap dari resepsionis mereka tidak hanya membantu membawa barang barang saya tetapi juga memproses cek masuk dengan sangat ramah dan cekatan salam hangat khusus saya sampaikan untuk mas resepsionis berambut klimis yang membantu malam itu maaf saya lupa nama sukses terus untuk best western papilio,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9985287189483643,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Service Quality (0.99); Staff Conduct & Hospitality (0.99)
Fajar Maulana,2025,5,sangat cocok untuk tempat tinggal bersama keluarga stafnya ramah dan kamarnya bersih sangat nyaman tuk ditempati,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994094371795654,Family & Group Friendly,Family & Group Friendly (1.00); Room Quality & Comfort (1.00); Facilities & Amenities (1.00)
arismuda irawan,2025,4,hotel nyaman dikasih promo ranjang di atas king size akses mudah menu sarapan standar,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9982757568359375,Facilities & Amenities,Facilities & Amenities (0.97); Service Quality (0.89); Room Quality & Comfort (0.87)
Muhammad Haris Syaifullah,2025,5,Penempatan dan akses masuk agak tidak terlihat dari jalan kamar bersih sprei bersih pelayanan restoran sangat top sempat ad kendala di kamar breaker mati tapi langsung di proses secara keseluruhan oke makanan jg enak dan variatif,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9993365406990051,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Service Quality (0.99)"
Laras Nik,2025,5,bermalam d papilio sangat nyaman lobi nya adem bersih wangi staf2nya ramah kamarnya luas bersih ada kulkasnya paling unik d kamar ada radioonya untuk kamar mandi udara hangatnya kurang karena cenderung dingin selebihnya oke bisa perlengkapan mandi lengkap untuk sarapan enak variasinya bukaanyak sekali ada menu untuk diet tradisional barat dll pertahankan yang sudah baik untuk yang masih kurang bisa d tingkatkan oh ya saya menginap d lantai 10 nomor kamar 1011 trimakasih papilio,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9993206262588501,Facilities & Amenities,"Facilities & Amenities (0.93); Cleanliness, Hygiene & Maintenance (0.82); Guest Experience (0.81)"
Aura Amelia,2025,5,hotel yang wajib jadi pilihan saat ke surabaya menginap di hotel papilio barat terbaik tuh bener bener nyaman dan sesuai ekspektasi kamarnya bersih nyaman atap kolam renang nya estetis banget buat dingin sakit sakit tambah ada gym resto yang vibes nya oke banget lokasinya juga super strategis deket bandara pusat kota secara keseluruhan sangat dianjurkan buat kamu yang cari hotel dengan fasilitas lengkap pelayanan oke dan suasana yang classy tapi masih rumah pasti kembali lain kali,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9995478987693787,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.96); Room Quality & Comfort (0.92)
Nanda Distia,2025,5,hotelnya nyaman kamar mandi jg bersih stafnya jg ramah2 menu bf jg bervarian enak2 ccok buat staycation,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994935989379883,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.98)"
agnes andriana,2025,5,hotelnya sangat bersih staf ramah makanan enak view terbaik pasti ke sini kalau perjalanan surabaya,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994180202484131,Service Quality,"Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.99); Staff Conduct & Hospitality (0.99)"
Sherly Nazulia Dewi,2025,5,Beberapa pekan kemarin saya dan keluarga menginap di sini hotel ini berada di kawasan ahmad yani yang cukup strategis akses dari bandara juanda hanya sekitar 20 menit kolam renangnya berada di atap dengan kota viewya yang bagus kolam anak juga tersedia angkat sempat agak padat di jam sibuk karena hotelnya sampai 30an lantai untuk tamu hotel bisa minta parkir gratis dari lobi saat memeriksa keluar keseluruhan menginap di hotel terbaik papilio barat cukup berkesan bagi kami,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9989871382713318,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.97); Facilities & Amenities (0.89); Guest Experience (0.89)"
Hery Setiyawan,2025,5,view bagus ke arah kota kamar nyaman servis ramah dan gercep harga masuk akal,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994044303894043,Facilities & Amenities,Facilities & Amenities (0.99); Pricing & Value for Money (0.99); Room Quality & Comfort (0.99)
Rose Hill,2025,2,Check masuk sini lambat banget dari yang seharusnya bisa check masuk jam 2 ini baru bisa kamar hampir jam 4 itupun setelah pasang wajah hakim,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.9975448250770569,Pricing & Value for Money,Pricing & Value for Money (0.38); Check in/out Experience (0.35); Sustainability & Environmental Quality (0.35)
rahmat wijaya,2025,5,pertama pesan 1 malam disini eh baru checkin udah langsung memperpanjang 1 malam lagi dengan harga yang ditawarkan cocok untuk keluarga ama anak2 kami yang masih kecil kamar oke kembar disulap jadi luas bersih nyaman petugas resepsionis cerdas tanpa kami minta karena kami membawa anak2 kecil kamar kembar disulap nya layanan prima ada sedikit masalah dikamar mandi langsung gercap timnya memperbaiki lokasi oke ada masukan sedikit karenan saya bawa anak2 kecil dikamar kami tv baru dengan tv pintar supaya bisa menonton youtube,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9825224876403809,Family & Group Friendly,Family & Group Friendly (0.99); Service Quality (0.98); Guest Experience (0.98)
marita salim,2025,5,pelayanan sama kyk nama hotelnya best awal cek masuk kupikir kyk hotel pada umumnya pakai deposit ternyta enggk dong jdi duduk duduk duduk duduk duduk duduk duduk anti ribet saat cek keluar biasanya disuruh menunggu buat cek kamarnya ternyata enggk juga dong dan melihatnya bikin mata seger makanannya enak banyak pilihannya juga ada kolam renang bisa buat anak2 letak hotelnya juga strategis,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.999092698097229,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.97); Check in/out Experience (0.89)
anita lasakar,2025,5,menginap di hotel santika merupakan pengalaman yang sangat menyenangkan dan nyaman fasilitas kamar sangat bersih rapi dan lengkap mulai dari tempat tidur yang empuk ac yang dingin hingga kamar mandi yang higienis terima kasih bu dewi untuk keramahannya selamat datang kue nya sangat mengejutkan,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9993610978126526,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Room Quality & Comfort (0.99)"
hrd mahagroup,2025,5,Sangat nyaman anak-anak ramah anak suka informasi bila ada perubahan pun jelas,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9984412789344788,Family & Group Friendly,Family & Group Friendly (0.96); Guest Experience (0.91); Facilities & Amenities (0.89)
Chizzoo,2025,5,untuk hotel bintang 4 interior kamarnya kurang banyak yang uda harus di ganti,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.5130823254585266,Facilities & Amenities,Facilities & Amenities (0.56); Sustainability & Environmental Quality (0.32); Service Quality (0.27)
Khoiriyah Fadhilia Annisa,2025,5,suka sekali view nya juga sangat indah kebersihan sangat terjaga,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9992007613182068,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Sustainability & Environmental Quality (0.99); Facilities & Amenities (0.98)"
syam agung,2025,4,Saya mau kasih masukan saja untuk manajemen papilio mohon untuk tim scure parkir di ajarin keramahan klo saya evaluasi atitude mereka masih rendah kurang ramah tidak semua catatan tidak semua ya memang ada beberapa tim yang sudah sangat respek terhadap tamu saya apresiasi itu jd tolong untuk yang belum mohon segera di edukasi kembali harapanya agar apartemen papilio jadi lebih nyaman dan ramai terima kasih,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.928234338760376,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.96); Guest Experience (0.95); Loyalty, Recommendation & Appreciation (0.94)"
Icha Bulan,2025,5,hotelnya bersih sangat nyaman dan makanannya enak sarannya mohon tv bisa di upgrade ke smart tv agar variasi hiburannya di kamar bisa lebih banyak,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9991539716720581,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.95); Room Quality & Comfort (0.93)
Tripnya Afi,2025,5,kolam renang lumayan bersih dengan pemandang gedung kota,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9958401918411255,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.98); Facilities & Amenities (0.88); Service Quality (0.87)"
Mawar Agung,2025,1,sangat mengecewakan jauh mau menyelidiki tapi kita cek masuk dari jam 4 sampai jam 18 lebih belum bisa kamar juga dan tamu lain datang lebih belakang mereka bisa kamar duluan kita tanya kejelasan tidak ada penjelasan cara bilang dibersihkan lagi astaga brapa lama nyiapin kamar dan kita masuk dpt kamar yang bauk tidak bersih ini pengalaman pribadi kami datang sama anak kondisi capek dari perjalanan jauh kita reservasi 5 kamar,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.9992687106132507,Check in/out Experience,Check in/out Experience (0.97); Guest Experience (0.97); Booking & Reservation Experience (0.95)
Hari Qpli,2025,5,hotel dengan konsep residensi ada hotel ada apartemen dan ada tempat nongkrong di dalam nya hotel compact dengan semua fasilitas yang ada lokasi mudah diakses serta dengan akses utama jalan raya transportasi lengkap aktivitas yang bisa di lakuin di hotel ini bisa makan mulai sarapan makan siang dan makan malam serta ada fasilitas kolam renang resto serta di area lobby ada beberapa tenan yang bisa membuat belanja makan dan nongkrong kamar bersih staf ramah makanan rasa menikmati berharap bisa menginap lagi di hotel ini,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9994712471961975,Facilities & Amenities,"Facilities & Amenities (0.99); Location, Accessibility & Parking (0.97); Staff Conduct & Hospitality (0.93)"
violet aliyu,2025,1,Nginap dsna kamar sih oke tpi keamanan kurang sya ketinggalan dompet diloby waktu tnya resepsionis dn mnta dibuka cctv ktae temoatku duduk bukan jngkauan cctv pdhal duduk di sofa loby smga lbih keamanan kedepanya,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9956867098808289,Pricing & Value for Money,Pricing & Value for Money (0.92); Booking & Reservation Experience (0.83); Guest Experience (0.59)
dhea valencia,2025,1,kurang keamanan sya kehilangan posisi dompet diloby hotel ku mnta resepsionis buka cctv katanya tempat duduk loby hotel tidak dijangkau cctv benahin lagi keamanan biar nyaman tinggal dsna ku udah 3x tinggal dsna pengalam ttrkhir kehilangan dompet diloby,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,negative,0.9826894998550415,Safety & Security,Safety & Security (0.72); Service Quality (0.67); Booking & Reservation Experience (0.57)
Muhammad Gunawan,2025,5,Terima kasih atas pelayanan bw papilio surabaya pelayanan yang baik dan juga menjelaskan yang detail masalah fasilitas hotel dibantu oleh resepsionis reyhan,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9947608113288879,Service Quality,Service Quality (0.99); Facilities & Amenities (0.97); Service Efficiency & Responsiveness (0.95)
frieda nadhine,2025,5,fasilitas kamarnya oke layanan nya wow banget dompet saya ketinggalan mencari sampai ketemu top banget ily papilio lokasinya jg strategis deket gacoan dan deket sama bbrp mall,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9992665648460388,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.97); Room Quality & Comfort (0.97)
a manda,2025,5,Pelayanannya ramah dan kamarnya sangat nyaman berikutnya akan menginap di sini lagi,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9990606904029846,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (1.00); Staff Conduct & Hospitality (1.00)
Mochammat Razzan Djaelani,2025,5,saya menginap di hotel ini selama 2 hari dan secara keseluruhan puas dengan pelayanan dan fasilitas yang disediakan kamar bersih nyaman dan staf sangat ramah serta responsif terhadap kebutuhan tamu lokasinya juga strategis dekat dengan berbagai tempat makan dan akses transportasi mudah namun ada beberapa hal kecil yang bisa menjadi catatan untuk perbaikan ke depan koneksi wifi di beberapa kamar terasa kurang stabil dan kadang terputus terutama saat digunakan untuk bekerja atau webinar online selain itu di kamar yang saya tempati beberapa fitur di kamar mandi juga perlu diperhatikan seperti keran udara yang agak keras saat dibuka dan udara di kloset yang sempat bocor sebentar setelah digunakan hal tersebut tidak terlalu mengganggu tapi akan,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9668134450912476,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (0.95); Service Efficiency & Responsiveness (0.93)
aiuvi ___s,2025,5,hotel bintang 4 dengan fasilitas lokasi strategis dekat pusat kota dekat mall dekat bonbin kamar kamar luas lega pemandangan bagus banget klo dari lantai 32 kamar mandi luas udara hangat berfungsi dengan baik handuk stok banyak kamar kedap suara walaupun dekat jalan besar parkir luas staf fasilitas ramah taman bermain lumayan minim tpi anak cukup suka mushola juga bersih dan cukup luas f b lengkap untuk anak ada cotton candy es krim dessert roti buah saus coklat dll ada menu khusus diet beras saus coklat dll enak pasta yang enak bubur sumsum kolam renang ada di lantai 8 view ada bagus klotan kolam 1 5 meter dan ada ada untuk lebih anak asik ada,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9995638728141785,Facilities & Amenities,"Facilities & Amenities (0.98); Location, Accessibility & Parking (0.91); Food & Beverage (0.89)"
Ikri Ikri,2025,5,Staycation di papilio bikin betah dan nyaman sekali makanannya enak apalagi pizza lover daging juara rasanya menunggu anak kegiatan pelatihan jadi tidak membosankan ada anak sudut jg di depan resto jadi anak bisa main saat ortu sarapan,KOMPETITOR,Bintang 4,BestWesternPapilioHotel-Surabaya,positive,0.9995332956314087,Family & Group Friendly,Family & Group Friendly (0.98); Facilities & Amenities (0.96); Guest Experience (0.96)
