User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Naura Nafil,2025,4,parkir gatenya sadis banget mentang mentang saya bawa motor pcx sampe tidak di sapa sama sekali sempet tidak diperbolehkan parkir mana ngmngnya buat apa-apa ketus tolong jangan lihat org dari tampngnya saja karena org ke dafam itu bayar bukan ngutang apalagi buat uangmu tidak ada kewajiban juga kalau ke dafam nginep harus bawa mobil,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9993951320648193,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.97); Pricing & Value for Money (0.87); Facilities & Amenities (0.76)"
Pradini Hikmah Rahayu,2025,1,Saya pesan di aplikasi burung biru dan chat ig sangat cepat respon tapi hasil nihil niat ingin memberikan kejutan untuk adik saya yang masih selesai wisuda malah zonk kue ternyata belum dibuat ditunggu buat eh malah tidak ada tulisan hanya kue slice saja tv pun tidak ada tulisan sangat menyesal sekali menginap di sini tidak dianjurkan dan tidak ada angkat pesan saya kamar 2 tapi kecewa sekali pertama dan terakhir menginap di dafam,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.999285876750946,Booking & Reservation Experience,Booking & Reservation Experience (0.75); Digital Connectivity & Technology (0.68); Guest Experience (0.57)
Agung Setiawan,2025,5,Saat ada acara pernikahan dll d hotel petugas keamanan sebaiknya ada 2 saat ini yang jaga hanya 1 jadi pelayanan yang lain terabaikan mngkin baiknya bisa d tambah atau bgmna terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.661723792552948,Safety & Security,"Safety & Security (0.87); Guest Experience (0.83); Loyalty, Recommendation & Appreciation (0.71)"
Dewi Yana,2025,5,staffnya ramah pelayanannya baik sekali kamarnya juga bersih akan kembali lagi sih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9982450008392334,Staff Conduct & Hospitality,"Staff Conduct & Hospitality (0.99); Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.99)"
afrilia farohmah,2025,1,waktu ngadain pernikahan saya sendiri klo lokasi gedung sama kamar oke tapi saya kecewa sama penjualan marketingnya kurang profesional sudah diskusi tapi banyak yang tidak terlaksanakan saat mau pelunasan pun saya tidak di kasih kwitansi catatan total brp tellernya tidak tahu hrus konfirmasi dlu ke marketingnya krna posisi pelunasaan saat marketing libur saat bayar pun tellernya tidak brani menghitung uang saya minta bantuan staf lain hasilnya uang sudah saya hitung saat waktu masuk ke teller kurang smga seller nya lebih profesional lagi,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9987444877624512,Service Quality,Service Quality (0.32); Facilities & Amenities (0.30); Pricing & Value for Money (0.26)
Supriyanto RD,2025,5,rekomendasi menginap di kota cilacap ramah sarapan banyak pilihan enak masakannya ada kolam renangnya 1 minggu saya menginap di hotel ini tgl 4 sampai tgl 11 Agustus 2025,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994938373565674,Facilities & Amenities,Facilities & Amenities (0.91); Service Quality (0.88); Food & Beverage (0.82)
Hambali Gali,2025,4,Untuk pelayanan kamar oke untuk keamanan terimakasih pelayananya baik sopan dan bagus untuk sarapan paginya oke mantap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999291181564331,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Safety & Security (1.00); Guest Experience (1.00)"
Aditya Febdiansyah,2025,5,hotelnya bagus makanannya enak pelayanan ramah sekali terimakasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.998654842376709,Service Quality,Service Quality (0.98); Guest Experience (0.98); Staff Conduct & Hospitality (0.96)
Winda Farida,2025,5,kesini buat ketemuan yang terbaik banget makanannya bisa di luar katering juga lho ternyata,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9988621473312378,Check in/out Experience,Check in/out Experience (0.91); Guest Experience (0.84); Food & Beverage (0.80)
irwan lubis,2025,1,hotel bangunan tua namun kurang terawat kasur bantal sprei dan tangan tidak kayak staf ramah cek masuk cek keluar cepat ada atm parkir memadai dan dekat masjid,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.8917074203491211,Facilities & Amenities,"Facilities & Amenities (0.98); Location, Accessibility & Parking (0.96); Check in/out Experience (0.89)"
pris buana,2025,5,Dafam cilacap makin keren saja grpa fasilitas yang inovasi staf nya ramah2 makananya banyak pilihan rasanya enak tapi sayang musik live nya tidak ada,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9986221790313721,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.97); Family & Group Friendly (0.97)
seti poenya,2025,4,hotelnya dianjurkan akan menginap lagi jika mudik ke cilacap harganya ramah dikantong stafnya ramah semua kemarin pesan kamar superior kamar tidak terlalu besar tapi nyaman bersih tidak ada fasilitas angkat karna cuma 2 lantai ada fasilitas kolam renang juga,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9986636638641357,Pricing & Value for Money,Pricing & Value for Money (0.98); Staff Conduct & Hospitality (0.96); Service Quality (0.94)
Agus Arifin,2025,4,dapat kamr yang susah di buka kuncinya staf hotel ramah dari keseluruhan cukup bagus,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.714569091796875,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.99); Service Efficiency & Responsiveness (0.97)
eko sutrisno,2025,5,hotel bersih nyaman ada kolam renang servis makan lauknya enak berbagai macam hidangan keamanan dan semua staf ramah tamah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994001388549805,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (0.98); Service Quality (0.97)
rudy purwadhi,2025,5,walau terhitung hotel lama yang beroperasi di cilacap dari pertama datang sampai cek keluar 3d 2n semua memuaskan dari penanganan layanan dan makanan terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9879591464996338,Guest Experience,Guest Experience (0.99); Service Quality (0.99); Check in/out Experience (0.99)
Muhammad Chairul Alamsyah,2025,5,Pelayanan yang sangat baik staf yang ramah dan sarapan yang enak layanan yang baik,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.991196870803833,Guest Experience,Guest Experience (1.00); Service Quality (1.00); Food & Beverage (1.00)
AbanK DonSa,2025,4,kamar eksekutif di lantai 1 ac dingin kamar bersih handuk bersih parkir lumayan luas wifi agak lemot sinyal telkomsel lemot saluran pembuangan air mampet menu sarapan lumayan enak,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992111921310425,Facilities & Amenities,"Facilities & Amenities (0.98); Location, Accessibility & Parking (0.98); Cleanliness, Hygiene & Maintenance (0.97)"
Laelatul Mubadingah,2025,4,Air panas agak lama kran rusak jadi harus hati2 karena hanya lantai 2 jadi tidak tersedia angkat ada beberapa pastri yang kurang enak atau mendekati basi,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9756007194519043,Facilities & Amenities,Facilities & Amenities (0.84); Food & Beverage (0.74); Management & Policy Issues (0.34)
Efendi Mauluddin,2025,5,senang bisa tinggal di Dafam hotel cilacap makanan dan minumannya enak pelayanan juga bagus dari mas andika terima kasih Dafam hotel cilacap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992941617965698,Food & Beverage,Food & Beverage (0.99); Service Quality (0.99); Guest Experience (0.94)
wahyu wulan,2025,5,berada di pusat kota dimana saja deket ke alun2 dket ke pantai deket dari stasiun dari terminal jg dket dianjurkan peg ramah2 makanan enak2 fasilitas oks banget banget dket tempat karoke pula uhuy banget top markotop,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995964169502258,Facilities & Amenities,Facilities & Amenities (0.97); Service Quality (0.92); Family & Group Friendly (0.85)
Wita Sari,2025,4,pelayanan bagus sarapan cukup variatif cuman kamar nya msh kecium bau rokok sama d ujung kasur ada semut kecil2,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9824609160423279,Service Quality,Service Quality (0.98); Guest Experience (0.96); Facilities & Amenities (0.94)
Alesa Aqila,2025,5,pelayanan ramah dan cekatan sarapan banyak menuunya penjualannya membantu sekali di acara keluarga saya sukses sll dafam akan saya rekomendasikan untuk berkegiatan dan menginap di dafam cilacap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9991859793663025,Service Quality,Service Quality (1.00); Staff Conduct & Hospitality (1.00); Service Efficiency & Responsiveness (1.00)
Chandra Lintang,2025,5,menginap di hotel ini tuh nyenengin banget kamarnya bersih wangi dan tempat tidurnya empuk bikin susah bangun pagi stafnya juga ramah banget dari resepsionis sampai yang bersihin kamar semuanya sopan dan sigap bantu lokasinya juga oke deket ke mana mana mana tinggal jalan kaki udah bisa nemu tempat makan enak atau spot foto foto sarapan juga enak lumayan bervariasi meskipun tidak terlalu mewah tapi cukup lah buat ngisi tenaga pagi pokoknya buat harga segitu pelayanan dan fasilitasnya layak banget kalau ada kesempatan ke sini pasti akan kembali menginap di sini lagi,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994263648986816,Facilities & Amenities,"Facilities & Amenities (0.97); Cleanliness, Hygiene & Maintenance (0.97); Staff Conduct & Hospitality (0.97)"
Teguh Jiwa Brata,2025,3,mohon maaf sekali saya terpaksa tidak dapat memberikan bintang maksimum soal kamar ya boleh dikatakan nyaman begitu pula dengan fasilitas kolam renang kami memutuskan menginap di hotel ini karena ada kolam renang kami tidak punya makanan sarapan yang tidak lengkap tidak seperti yang digambarkan dalam ulasan yt maupun ulasan lain kami juga tidak puas dengan layanan parkir kendaraan kami harus parkir dan bermalam di pinggir jalan padahal di tempat itu ada larangan parkir menurut keterangan sekuriti larangan itu sudah tidak berlaku,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9985570311546326,Facilities & Amenities,"Facilities & Amenities (0.99); Location, Accessibility & Parking (0.94); Guest Experience (0.67)"
kidono pati,2025,3,hotel tua perawatan secukupnya tidak sebagus dafam jaksa jakarta,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9985841512680054,Guest Experience,Guest Experience (0.77); Management & Policy Issues (0.71); Facilities & Amenities (0.70)
Faiz Ainul Huda,2025,5,Tempat nyaman untuk menginap dengan fasilitas yang memadai,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990845918655396,Facilities & Amenities,Facilities & Amenities (0.97); Service Quality (0.95); Room Quality & Comfort (0.94)
Kucing,2025,3,untuk sekelas hotel bintang 3 dan sya sewa di ruang view kolam eksekutif agak kecewa sih sama fasilitasnya 1 resepsionisnya yang cwe 1 org ada yang kurang ramah tidak jutek sih mungkin emang wajahnya gt tidak ada senyum2nya jadi buat nanya2 agak kurang enak tapi resepsionis yang cwo ramah sih 2 kamarnya remang2 bangeett cm pke lampu kuning kecil2 sama lampu pojok jg kuning remang2 kamar mandi jg lampu kuning cuma 1 dan remang2 jg jadi agak menakutkan 3 trus karena pintu kamar sya ambil yang view kolam renang agak rusak dan,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.997201681137085,Facilities & Amenities,Facilities & Amenities (0.94); Service Quality (0.62); Booking & Reservation Experience (0.56)
Nur anisa indah pratiwi,2025,4,Pertama kali menginap buat dinas sehari luar biasa dalam segi staf layanan mulai dari keamanan fo nya kami mengambil kamar hanya jadi belum bisa rasain sarapan nya karena harus otw larut pagi hehe maaf ya kami kasih 4 mulai untuk kamar baru untuk kamar mungkin bisa lebih ware lagi terutama kamar mandi handuk ada noda coklat dan noda di di tempat tidur tapi aminities sangat baik terima kasih dhm dan tim sukses selalu,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9599520564079285,Service Quality,Service Quality (1.00); Safety & Security (0.99); Facilities & Amenities (0.99)
hamdan irsyad,2025,5,dianjurkan banget pelayanan bgus makanan enak mantap terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9989497065544128,Service Quality,"Service Quality (1.00); Guest Experience (0.98); Loyalty, Recommendation & Appreciation (0.96)"
Cindy Revita,2025,1,harga pesan kamar melalui aplikasi 500ribuan 2 kamar untuk 1 malam saat ci req menghubungkan kamar disuruh menambah 300rb tempat tidur tambahan bf 250rb total menambah 550rb seharga 2 kamar tidak tuh kebersihan lantai kamar kotor banget di kamar mandi ada 2 laba laba laba tangan udah buluk banget lorong depan kamar kotor parah saat bf mangkok bubur isi nyamuk mati lobi saat sore malem bau rokok parah nemu nemu,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9989699125289917,Booking & Reservation Experience,Booking & Reservation Experience (0.92); Pricing & Value for Money (0.84); Facilities & Amenities (0.82)
Dunia Ifah dan Fathur,2025,5,Hotel tua tidak buruk lah bagus2 saja apalagi kolam renangnya luas ya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9979636669158936,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.94); Room Quality & Comfort (0.90)
Aulia Hidayah,2025,5,saya sangat menyukai kamar di nama hotel karena luas bersih dan nyaman fasilitasnya juga lengkap terutama kolam renang yang indah stafnya juga sangat ramah dan membantu selama kami menginap saya sangat merekomendasikan hotel ini untuk perjalanan keluarga,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994328618049622,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (1.00); Service Efficiency & Responsiveness (0.98)
AfrilaW Channel,2025,5,20 Juni 2025 Hotel Dafam Hotel Dengan Penilaian Harga Terbaik Hotel mnurut saya dengan hrga yang sangat terjangkau lokasi sangat strategis,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.998218834400177,Pricing & Value for Money,Pricing & Value for Money (0.96); Facilities & Amenities (0.76); Sustainability & Environmental Quality (0.71)
Deni Araitch,2025,3,Saya dapat kamar di lt 2 ac kurang dingin bahkan malam saja gabisa pakai selimut karena gerah padahal sudah di suhu terendah kamar mandi rada mampet jadi harus buka saluran udara supaya tidak menggenang udara keran keran sampah kecil layanan seperti telepon dan scan qr tidak berfungsi sehingga tidak bisa menghubungi pihak resepsionis ketika membutuhkan sesuatu semoga kedepannya pihak manajemen hotel dafam cilacap memperbaiki dan meningkatkan layanan hotel,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9895960688591003,Facilities & Amenities,Facilities & Amenities (0.81); Service Quality (0.69); Digital Connectivity & Technology (0.68)
Dimas,2025,2,Dari kamar dulu kasur kotor sepreinya banyak bercak kuning hitam ac bocor banyak debu kita mintanya bukan kamar merokok dikasihnya malah kamar merokok harganya sama kayak bintang 3 yang lain tapi ini kayak tidak cocok dibilang bintang 3 plusnya pelayanannya bagus cepat ramah,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9940508008003235,Service Quality,Service Quality (0.92); Service Efficiency & Responsiveness (0.87); Guest Experience (0.72)
Inarotun Riswanda N,2025,5,kamar hotel yang sangat nyaman dan luas dekat dengan kolam renang,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994434714317322,Room Quality & Comfort,Room Quality & Comfort (0.99); Facilities & Amenities (0.98); Service Quality (0.89)
Evi Rosanti,2025,5,nyaman kamarnya bersih stafnya sangat ramah sekali sangat dianjurkan,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990135431289673,Room Quality & Comfort,"Room Quality & Comfort (0.99); Service Quality (0.98); Cleanliness, Hygiene & Maintenance (0.96)"
Rifqi Dimas,2025,4,kamar mandi dan berbau tidak menyengat kamar mandi juga ada bau pesing layanan bagus sarapan juga enak,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.998604953289032,Service Quality,"Service Quality (0.97); Cleanliness, Hygiene & Maintenance (0.90); Room Quality & Comfort (0.88)"
Anna Wahyuningsih,2025,5,staf sangat ramah menu sarapan banyak pilihan dan enak semuanya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9989132881164551,Food & Beverage,Food & Beverage (0.99); Service Quality (0.99); Staff Conduct & Hospitality (0.98)
sen iya,2025,2,pertama menginap di dafam karena rekomendasi dari bibi kesana pertama amat sangat mengecewakan tidak mengerti jika ternyata di dafam tidak ada lift jadi untuk orang tua tidak merekomendasikan sudah memesan harus upgrade karena kamar yang dipesan tidak ada di lantai 1 tambahan upgrade nya tidak ada tanda bukti pembayaran masuk kamar di lantai 1 bau sekali TV rusak padahal tarif sudah tinggi setara hotel bintang 4 yang biasa saya menginap masuk kamar di lantai 2 televisi jarak jauh tidak berfungsi udara di ruang sampah mampet pokoknya kacau sekali pagi kita sarapan staf nya amat sangat menyebalkan tidak ramah sekali sekali tolong diperhatikan lagi untuk depannya agar tidak mengecewakan,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9986489415168762,Booking & Reservation Experience,Booking & Reservation Experience (0.75); Pricing & Value for Money (0.61); Guest Experience (0.55)
Kinantiic,2025,5,kamarnya nyamann bersih kamar mandi bersih juga ramah ramah orangnya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992635846138,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Room Quality & Comfort (0.98); Service Quality (0.97)"
Muchammad Ichwan,2025,5,klo nginep disini rekomendasi sekalian ambil sama sarapannya sarapannya prasmanan menuunya beragam juga untuk kamar standar pada umumnya udara panas berfungsi lancar,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992527365684509,Food & Beverage,Food & Beverage (1.00); Facilities & Amenities (0.95); Guest Experience (0.87)
Agrimania Desy,2025,5,tempat yang nyaman buat menu liburan makanan nya enak2,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994762539863586,Room Quality & Comfort,Room Quality & Comfort (0.91); Facilities & Amenities (0.91); Family & Group Friendly (0.81)
VILLY VRIHANTORO,2025,5,langganan sering ke sini trakhir ke sini kramik toilet melembung kran kamar mandi lepas selimut kamar ada bercaknya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.6918237805366516,"Loyalty, Recommendation & Appreciation","Loyalty, Recommendation & Appreciation (0.88); Guest Experience (0.87); Facilities & Amenities (0.84)"
Elintamaya Julia Sekti,2025,5,Saya sangat puas menginap di hotel ini lokasinya strategis dekat dengan pusat kota dan tempat wisata kamar sangat bersih rapi dan nyaman fasilitasnya lengkap pelayanannya sangat ramah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995436072349548,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.99); Service Quality (0.99)
Iksanudin Muhamad,2025,5,harga terjangkau makanan enak pelayanannya prima,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993461966514587,Service Quality,Service Quality (1.00); Pricing & Value for Money (0.98); Guest Experience (0.97)
Yeny Seven New,2025,3,fasilitas oke resepsionis ramah tempatnya strategi kamarnya terlalu sempit tv semut semua siaran yang harus diperhatikan rumah menjaga jika ngepel tolong pelnya dicuci bersih dulu saya sampai harus pel ulang kamarnya dari lantai lengket2,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.947637677192688,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.97); Guest Experience (0.91)
Sartono Tono,2025,5,kamarnya bagus bersih makananya berfariasi enak enak dekat dengan pusat kota dan pantai teluk penyu pokonya mantap untuk liburan keluarga sangat dianjurkan,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999424934387207,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Room Quality & Comfort (0.98)"
Bhe Channel,2025,5,kamarnya rapih wangi bersih akses ke kota deket akses kolan renang yang cukup bersih handuknya wangi banget pelayannya ramah keren,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994847774505615,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.98); Facilities & Amenities (0.98); Service Quality (0.96)"
Flowscent,2025,5,hotelnya bersih nyaman dan harga terjangkau sarapan cukup lengkap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994626641273499,Facilities & Amenities,Facilities & Amenities (0.99); Pricing & Value for Money (0.98); Service Quality (0.98)
Hengky Fitriansyah,2025,4,hotel dekat pantai teluk penyu tenang dengan anggaran tinggi pelayanan memuaskan sebanding dengan harga kamar bisa dipercantik lagi,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993919134140015,Service Quality,Service Quality (1.00); Guest Experience (0.99); Pricing & Value for Money (0.98)
Yusi tyas,2025,5,fasilitas dan kamar nyaman sesuai harga pelayanan baik dan pegawainya lokasi ramah strategis mudah dijangkau makanan sangat enak dan banyak pilihannya cocok buat liburan bersama keluarga,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995445609092712,Facilities & Amenities,Facilities & Amenities (1.00); Pricing & Value for Money (0.99); Service Quality (0.98)
Lukman El Hakim,2025,3,parkir mobil sempit padahal kamarnya banyak ac kamar tidak dingin kasur sudah kurang bagus kekedapan antar kamar bagus tapi kekedapan kamar terhadap lorong tidak kamar mandi biasa air flush toilet kurang kenceng,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9963151812553406,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.95); Facilities & Amenities (0.86); Service Quality (0.76)"
Astuti Rinaldi,2025,4,kamar nya biasa ac nya kurang dingin kran westafel nya udah patah tv nya gambarnya sudah terbakar tolong di perbaiki untuk makanan dan pelayanan nya sudah baik harga terjangkau,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.8447880148887634,Facilities & Amenities,Facilities & Amenities (0.97); Pricing & Value for Money (0.97); Service Quality (0.96)
rstu arsa,2025,5,pelayanan nya bagus ac kamar nya sudah lama jadi gg bsa dingin kolam renang nya bersih untuk restoran nya bersih dn masakanya enak lokasi hotel dkt dengan pantai,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999576985836029,Service Quality,"Service Quality (1.00); Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99)"
Rey Sugiarto,2025,3,Kami tinggal di sini di ganggu sama makhluk astral dan jadi cek keluar gasik,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9917197227478027,Check in/out Experience,Check in/out Experience (0.99); Guest Experience (0.92); Sustainability & Environmental Quality (0.78)
