"No","User Name","Review Count","Review Time","Rating","Review Text"
"40.","Nur Rosyidah","2","2025-10-01","5","alhamdulillah memuaskan sekali bisa menginap di hotel aston ini, fasilitas kamar yg baik spt tv yg sudah smart tv, membuat staycation kami ga membosankan, sambil menunggu suami yg sedang pelatihan, saya dan anak yg hanya di kamar saja, jadi tidak bosan,,"
"41.","ummy setiawati","3","2025-08-31","5","Utk kamar Alhamdulillah, view nya cakep pas dapet kamar langsung city view. Pelayanan para staff sangat ramah dan responnya cepat, termasuk front office pak Akbar sangat membantu kami. Makanan yg disajikan sangat beragam, mulai tradisional sampai internasional. Buatbsy sedikit keasinan utk menu berkuah, tapi yg lain enak. Pengalaman yg menyenangkan, next bisa nginep ke sini lg."
"42.","RAKA DWINGGA PUTRA","1","2025-10-31","5","Pertama kali menginapa diaston ternyata pilihan menu bfastnya banyak sekali, suka bgt sama pastrynya dan semua pelayanan staffnya ramah dan mba anna udh membantu. Thx aston"
"43.","Ikhsan Taufiq","3","2025-12-24","5","Kamar : nyaman bersih wangi Pelayanan: cepat tanggap Makanan : enak enak Safety : aman banget terkain penjagaan kendaraan dan service parkir Recepclaionist : widi"
"44.","Masytha Ramdhiny","42","2025-10-31","5","Highly recommended for ur business trip. The food buffet here is amazing for a 4 star hotel! None fails!!! So many varieties as well from the locals and international selections. The deluxe room is also quite big."
"45.","Hesti Widya","11","2025-12-01","5","Saya merasa puas menginap di hotel Aston Simatupang 4 hari 3 malam. Kamar nyaman dan bersih. Makanan di resto enak dan variatif. So far, the best. Mbak Lyra ramah banget..."
"46.","Nur Kholifah","2","2025-12-01","5","Nyaman sekaliii, anak anak happy banget menginap disini, makanan pagi cocok di lidah keluarga dan banyak aktivitas untuk anak bermain. Thank you mba flavia untuk pelayanannya yang sangat baik dan ramah"
"47.","Fauziyyah. A. N _044","14","2025-10-31","4","Dari segi interior kamar super bagus, tapi kebetulan di kamar kami ada serangga. Fasilitas oke, makanan super enak untuk rasanya (tapi kalau hotel sepi, opsi makanan cukup sedikit). Untuk pelayanan di front office alangkah lebih baik lagi, khususnya untuk tamu yg telah melakukan reservasi. Menurut saya, pegawai front office merupakan cerminan dari hotel itu sendiri. Jadi, lebih baik apabila pelayanan dilakukan dengan lebih ramah dan sopan. Saya paham kalau memang pegawai bisa saja merasa jenuh karena melakukan pelayanan yg sama setiap waktu. Akan tetapi, bagi tamu yg datang, ini bisa jadi pengalaman pertama kami menginap di hotel Aston Priority Simatupang. Special thanks buat kak Shafa yg sudah memberikan pelayanan yg menyenangkan dan mendengarkan keluhan kami dengan baik. Sukses selalu buat Aston Priority Simatupang, semoga kedepannya menjadi lebih baik lagi."
"48.","Yose M","3","2025-12-01","5","karena tidak menginap dan hanya meeting, tidak bisa review untuk kamar. makanan di resto nya enak dan variatif (indonesia, western dan timur tengah/melayu). semoga bisa kembali lagi ke hotel aston ini"
"49.","milea Rabu","2","2025-10-31","5","Fasilitas yang disediakan di kamar sangat lengkap. Request apapun langsung diberikan dengan cepat. Lokasi strategis dekat mall dan kendaraan umum mudah dijangkau. Pelayanan mba dan mas pekerja disini juga sangat baik, saya di handle oleh mba flavia, she's very nice dan helpful"
"50.","Emyu Nited","1","2025-10-31","5","Makananya enak banget saya lunchnya dj sini, semua makanan saya makan, sampai saya bingung mau makan yang mana, restaurantnya nyaman, walaupun spacenua kecil tp penataannya bagus jadi makannya juga nyaman ada outdoor dan indoor juga, mba shafa ramah senyum selalu dan yg lain jiga, thank you aston"
"51.","Ady Purwo Kuncoro","2","2025-12-01","5","Hotel nya bersih, rapi. Saran saya supaya bisa tersedia layanan take away, seperti take away makanan, snack, kopi, karena di hotel lain bisa, tapi di aston priority simatupang saya mau take away kopi tidak bisa padahal harus berangkat meeting."
"52.","alam nasyra","7","2025-10-31","5","saya dari kamar 1226, hari ini check out, so far pengalamana saya di sini menyenangkan, makanan curry semalem enak banget, saya suka juga roti breakfast dan kopinya, sudah 2 hari menginap di sini, pelayanan staff restonya hangat, mba shafa ramah juga, nuansa hangat sekali"
"53.","Lindajati Chenny","22","2025-12-01","4","Menghadiri resepsi pernikahan. Area di coffee shop lt. Ground, utk tempatnya sangat kurang, area luarnya sangat panas, kursi2 tamu bnyk spot2, noda2, digunakan kipas angin yg besar. Sangat disayangkan utk resepsi di hotel Aston yg cukup ternama, tp area resepsi spt resepsi yg diadakan di luar. Ini hanya saran/masukan utk hotel Aston agar fasilitasnya dibuat lebih baik."
"54.","Putro Asta Nagara","489","2025-10-01","5","Great room n breakfast..welcome drink n snack 👍🏻 Tetapi ada yang ga sreg secara pribadi, di room 1907 teko pemanas ga bisa nyala dan cooler box juga ga dingin. Kamar dirapikan ketika jam set 2 siang, itu juga pas saya kembali ke kamar n minta untuk dibersihkan."
"55.","Aldira Alzahra","2","2025-10-31","5","Selamat menginap overall good. Kamar cukup luas, fasilitas lengkap, bersih dan makanan enak. Staff resto dan receptionist ramah, thanks Mba Flavia for helping us during stay😍🥰"
"56.","Indira K","3","2025-10-31","5","Bagus semuanya, TV dikamar sudah smart tv jadi support netflix dll itu mantap. Swimming pool dan gym juga bagus. Pelayanan sangat ramah dan saya merasa sangat di welcome dari pertama datang"
"57.","Devi Arifianti","7","2025-12-01","5","Kegiatan disini dan menginap disini overall sangat nyaman, kamarnya bersih dan makanan enak. Pelayanan staff nya sangat ramah sekali jd merasa sangat di welcome, terimakasih mba flavia the bessttt"
