No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
17.0,nophe20,16,2025-09-08,3,"Lokasi no debat. Staff ramah dan helpful Saya dan teman2 stay tgl 26-28 Sep A.n marice (icha) Mungkin karena weekend harga yg kami dapatkan mahal untuk kelas 3*** hotel. Kebersihan ok, yang saya heran harga kamar 600an ribu room only tapi handuk yg diberikan sudah tipis, dan pinggirannya banyak benang yang berurai, bahkan ga ada usaha sama sekali utk digunting dl benang2nya dan dijahit pinggirannya. 600k kalau dibali sudah dapat htl 4*** si area jl pantai kuta.","Lokasi no debat. Staff ramah dan helpful saya dan teman2 stay tgl 26-28 sep a.n marice (icha) mungkin karena weekend harga yg kami dapatkan mahal untuk kelas 3** hotel. Kebersihan ok, yang saya heran harga kamar 600an ribu room only tapi handuk yg diberikan sudah tipis, dan pinggirannya banyak benang yang berurai, bahkan ga ada usaha sama sekali utk digunting dl benang2nya dan dijahit pinggirannya. 600k kalau dibali sudah dapat htl 4** si area jl pantai kuta.",lokasi no debat staff ramah dan helpful saya dan teman stay tgl sep an marice icha mungkin karena weekend harga yg kami dapatkan mahal untuk kelas hotel kebersihan ok yang saya heran harga kamar an ribu room only tapi handuk yg diberikan sudah tipis dan pinggirannya banyak benang yang berurai bahkan ga ada usaha sama sekali utk digunting dl benangnya dan dijahit pinggirannya k kalau dibali sudah dapat htl si area jl pantai kuta
18.0,Adi Soemarna,40,2025-12-25,5,Nyaman sih..tp mungkin karena hotel lama ya.. jadi fasilitasnya belum update..,Nyaman sih..tp mungkin karena hotel lama ya.. Jadi fasilitasnya belum update..,nyaman sihtp mungkin karena hotel lama ya jadi fasilitasnya belum update
19.0,Vina,13,2025-11-08,5,"Kemarin menginap d khas malioboro, lokasi hotel sangat strategis, dengan staff yang ramah ramah dan bertemu dengan mba geiska. terima kasih khas malioboro, next sebagai destinasi menginap kalau ke jogja lagi.","Kemarin menginap d khas malioboro, lokasi hotel sangat strategis, dengan staff yang ramah ramah dan bertemu dengan mba geiska. Terima kasih khas malioboro, next sebagai destinasi menginap kalau ke jogja lagi.",kemarin menginap d khas malioboro lokasi hotel sangat strategis dengan staff yang ramah ramah dan bertemu dengan mba geiska terima kasih khas malioboro next sebagai destinasi menginap kalau ke jogja lagi
20.0,Nofriana Ulfha,12,2025-11-08,1,"krn saya tidak jadi berangkat ke jogja tgl 24 oktober 2025 saya mengajukan cancel tp di tolak pihak hotel. dengan alasan tidak bisa dicancel, udah jelas di situ ada fitur cancelnya. mengecewakan saja. apalagi lewat aplikasi trip.com.","Krn saya tidak jadi berangkat ke jogja tgl 24 oktober 2025 saya mengajukan cancel tp di tolak pihak hotel. Dengan alasan tidak bisa dicancel, udah jelas di situ ada fitur cancelnya. Mengecewakan saja. Apalagi lewat aplikasi trip.com.",krn saya tidak jadi berangkat ke jogja tgl oktober saya mengajukan cancel tp di tolak pihak hotel dengan alasan tidak bisa dicancel udah jelas di situ ada fitur cancelnya mengecewakan saja apalagi lewat aplikasi tripcom
21.0,Chairani Syahputri,66,2025-11-08,5,"Hotel yang recommended utk menginap di sekitaran Malioboro... Harga terjangkau,staf ramah, pelayanan oke.. Sarapan bervariasi, kebersihan jg oke..mo ke Malioboro tinggal jalan gak smpe 10 menit... Kami pesan kamar dgn breakfast, hari terkahir menginap km minta sarapan dbungkus Krn pesawat pagi, Alhamdulillah staf responnya cepat dan terbantu banget dgn sarapan nya...","Hotel yang recommended utk menginap di sekitaran malioboro.. Harga terjangkau,staf ramah, pelayanan oke.. Sarapan bervariasi, kebersihan jg oke..mo ke malioboro tinggal jalan gak smpe 10 menit.. Kami pesan kamar dgn breakfast, hari terkahir menginap km minta sarapan dbungkus krn pesawat pagi, alhamdulillah staf responnya cepat dan terbantu banget dgn sarapan nya..",hotel yang recommended utk menginap di sekitaran malioboro harga terjangkaustaf ramah pelayanan oke sarapan bervariasi kebersihan jg okemo ke malioboro tinggal jalan gak smpe menit kami pesan kamar dgn breakfast hari terkahir menginap km minta sarapan dbungkus krn pesawat pagi alhamdulillah staf responnya cepat dan terbantu banget dgn sarapan nya
22.0,Dex Ecca,3,2025-10-08,5,"Ga begitu jauh dari malioboro, pelayanan ramah2 sekali staff nya, untuk kamarnya bener2 bersih ,,, Dan untuk sarapan d resto menu variatif dan rasa nya lumayan enak . Ga bakal nyesel nginep disini 🫶🏻","Ga begitu jauh dari malioboro, pelayanan ramah2 sekali staff nya, untuk kamarnya bener2 bersih,, dan untuk sarapan d resto menu variatif dan rasa nya lumayan enak. Ga bakal nyesel nginep disini",ga begitu jauh dari malioboro pelayanan ramah sekali staff nya untuk kamarnya bener bersih dan untuk sarapan d resto menu variatif dan rasa nya lumayan enak ga bakal nyesel nginep disini
23.0,Outbond Lembang Bandung,7,2025-10-08,5,"Hotel nya baguuuss, pelayanannya juga bagus , semua nya bagus Ka caca baik, cantik, terbaiikkssss Sejauh ini saya suka bgtt, khas jogja nya kerasa banget pas awal masuk ada aroma aroma khas gituuu","Hotel nya baguuss, pelayanannya juga bagus, semua nya bagus ka caca baik, cantik, terbaiikkss sejauh ini saya suka bgtt, khas jogja nya kerasa banget pas awal masuk ada aroma aroma khas gituu",hotel nya baguuss pelayanannya juga bagus semua nya bagus ka caca baik cantik terbaiikkss sejauh ini saya suka bgtt khas jogja nya kerasa banget pas awal masuk ada aroma aroma khas gituu
24.0,Trisetia Wijijayanti,41,2025-11-08,5,"I am very satisfied with this hotel. I already stayed for 3 times here. Very friendly staff, quick check in and very strategic location. I will be stay here again if i come to yogyakarta. Thanks","I am very satisfied with this hotel. I already stayed for 3 times here. Very friendly staff, quick check in and very strategic location. I will be stay here again if i come to yogyakarta. Thanks",i am very satisfied with this hotel i already stayed for times here very friendly staff quick check in and very strategic location i will be stay here again if i come to yogyakarta thanks
25.0,Junita Indri,3,2026-01-01,3,"Iya hotelnya bagus , tetapi kamarnya terlalu kecil dan pelayanannya tidak komplit.","Iya hotelnya bagus, tetapi kamarnya terlalu kecil dan pelayanannya tidak komplit.",iya hotelnya bagus tetapi kamarnya terlalu kecil dan pelayanannya tidak komplit
26.0,Yadi Kusumayadi,38,2025-12-08,4,Bathroom must have special attention especialy at shower floor. it is very slippery when wet. I fell down because shower floor is slippery. I asked for rubber bath mat to housekeeping but he said none for bath mat. I hope for safety reason hotel must provide bath mat at shower floor.,Bathroom must have special attention especialy at shower floor. It is very slippery when wet. I fell down because shower floor is slippery. I asked for rubber bath mat to housekeeping but he said none for bath mat. I hope for safety reason hotel must provide bath mat at shower floor.,bathroom must have special attention especialy at shower floor it is very slippery when wet i fell down because shower floor is slippery i asked for rubber bath mat to housekeeping but he said none for bath mat i hope for safety reason hotel must provide bath mat at shower floor
27.0,Rahmandika Wijaya,2,2025-11-08,5,"Tempatnya strategis deket dng pusat pariwisata malioboro, pelayanan ramah dan masakannya enak...cocok utk rekomendasi dng keluarga","Tempatnya strategis deket dng pusat pariwisata malioboro, pelayanan ramah dan masakannya enak..cocok utk rekomendasi dng keluarga",tempatnya strategis deket dng pusat pariwisata malioboro pelayanan ramah dan masakannya enakcocok utk rekomendasi dng keluarga
28.0,Sopyan Heri,52,2025-12-08,4,"Udah 2 kali nginap di sini.. pelayanan bagus, kamar nyaman,fitur hotel lengkap lumayan dekat dengan Jl.Malioboro tidak sampai 5 menit jalan kaki nyampe.. Sayangnya kurangnya smoking room dan belum ada kolam renang.. tapi ini hotel bagus banget..","Udah 2 kali nginap di sini.. Pelayanan bagus, kamar nyaman,fitur hotel lengkap lumayan dekat dengan jl.malioboro tidak sampai 5 menit jalan kaki nyampe.. Sayangnya kurangnya smoking room dan belum ada kolam renang.. Tapi ini hotel bagus banget..",udah kali nginap di sini pelayanan bagus kamar nyamanfitur hotel lengkap lumayan dekat dengan jlmalioboro tidak sampai menit jalan kaki nyampe sayangnya kurangnya smoking room dan belum ada kolam renang tapi ini hotel bagus banget
29.0,Choirunnisa Ihsan,354,2025-12-18,5,"Hotel bersih namun dapat lantai non smooking, tapi dikamar berasa bau banget bekas asap rokok","Hotel bersih namun dapat lantai non smooking, tapi dikamar berasa bau banget bekas asap rokok",hotel bersih namun dapat lantai non smooking tapi dikamar berasa bau banget bekas asap rokok
30.0,Admin Pemesanan,54,2026-01-01,5,KHAS Malioboro Hotel Info kontak untuk booking kamar 𝘞𝘢 OꖉƼ𖫥-O୨OƼ-ꖉꖉꖉՅ (𝑃𝑒𝑚𝑖𝑙𝑖𝑘),Khas malioboro hotel info kontak untuk booking kamar o-oo- (),khas malioboro hotel info kontak untuk booking kamar oo
31.0,Lutfia Rahmannisa,515,2025-07-08,4,"Lokasinya strategis bangeet, tinggal jalan kaki ke Malioboro. Terus pelayanannya ramaaah poll. Mbak2nya full senyum deh pokoknya. Kalau dari kamar ya, standar sesuai bintangnya ya.","Lokasinya strategis bangeet, tinggal jalan kaki ke malioboro. Terus pelayanannya ramaah poll. Mbak2nya full senyum deh pokoknya. Kalau dari kamar ya, standar sesuai bintangnya ya.",lokasinya strategis bangeet tinggal jalan kaki ke malioboro terus pelayanannya ramaah poll mbaknya full senyum deh pokoknya kalau dari kamar ya standar sesuai bintangnya ya
32.0,Rizka Oktanaka,17,2025-08-08,5,"Kamarnya bersih, luas dan wangiii. Suka banget! Apalagi viewnya langsung kota Jogja, bikin betahhh😍 Layanannya juga memuaskan. Semua staff ramah banget. Mulai dari bukain pintu mobil, pintu lobby sampai di lobby nya mereka semua sangat welcome🤩 Lokasi sangat dekat dengan pusat kota, terutama Titik 0 KM. Kalau mau ke Malioboro tinggal jalan kaki aja. Makanannya juga enak2. Menu sarapan variatif dan fresh semua. Mulai dari makanna berat, makanan ringan, aneka bubur, dessert, kopi, teh, infused water dll adaaa semua disini.","Kamarnya bersih, luas dan wangii. Suka banget! Apalagi viewnya langsung kota jogja, bikin betahh layanannya juga memuaskan. Semua staff ramah banget. Mulai dari bukain pintu mobil, pintu lobby sampai di lobby nya mereka semua sangat welcome lokasi sangat dekat dengan pusat kota, terutama titik 0 km. Kalau mau ke malioboro tinggal jalan kaki aja. Makanannya juga enak2. Menu sarapan variatif dan fresh semua. Mulai dari makanna berat, makanan ringan, aneka bubur, dessert, kopi, teh, infused water dll adaa semua disini.",kamarnya bersih luas dan wangii suka banget apalagi viewnya langsung kota jogja bikin betahh layanannya juga memuaskan semua staff ramah banget mulai dari bukain pintu mobil pintu lobby sampai di lobby nya mereka semua sangat welcome lokasi sangat dekat dengan pusat kota terutama titik km kalau mau ke malioboro tinggal jalan kaki aja makanannya juga enak menu sarapan variatif dan fresh semua mulai dari makanna berat makanan ringan aneka bubur dessert kopi teh infused water dll adaa semua disini
33.0,Lexy Belantara,358,2025-10-08,5,"Ni hotel keren...Tempatnya nyaman, ditengah kota tapi gak bising. 2 menit ke Nol Kilometer.... JOSSSS pokoknya","Ni hotel keren..tempatnya nyaman, ditengah kota tapi gak bising. 2 menit ke nol kilometer.. Joss pokoknya",ni hotel kerentempatnya nyaman ditengah kota tapi gak bising menit ke nol kilometer joss pokoknya
34.0,Renaldy Nurliansyah,14,2025-11-08,4,The best sih untuk lokasi dan pelayanannya. Cuma kurang di lemari pendingin untuk kamarnya.,The best sih untuk lokasi dan pelayanannya. Cuma kurang di lemari pendingin untuk kamarnya.,the best sih untuk lokasi dan pelayanannya cuma kurang di lemari pendingin untuk kamarnya
35.0,devi prahesti,8,2025-10-08,5,pengalaman terbaik selama menginap di hotel area yogyakarta akses ke semua tempat mudah kamar bersih pelayanan number one,Pengalaman terbaik selama menginap di hotel area yogyakarta akses ke semua tempat mudah kamar bersih pelayanan number one,pengalaman terbaik selama menginap di hotel area yogyakarta akses ke semua tempat mudah kamar bersih pelayanan number one
36.0,Irwan Gunawan,37,2025-09-08,4,"3 menit ke malioboro, sarapan pagi standar dan banyak pilihan, kamar suasana redup, satpam front office dan cleaning servis ramah.","3 menit ke malioboro, sarapan pagi standar dan banyak pilihan, kamar suasana redup, satpam front office dan cleaning servis ramah.",menit ke malioboro sarapan pagi standar dan banyak pilihan kamar suasana redup satpam front office dan cleaning servis ramah
37.0,yulia pratiwi,2,2025-11-08,5,Resepsionis ramah Kamar bersih Saya ketemu mbak giska dan mbak amel. Next bisa bawa keluarga kesini lagi. Bintang 5 Kereenn,Resepsionis ramah kamar bersih saya ketemu mbak giska dan mbak amel. Next bisa bawa keluarga kesini lagi. Bintang 5 kereenn,resepsionis ramah kamar bersih saya ketemu mbak giska dan mbak amel next bisa bawa keluarga kesini lagi bintang kereenn
38.0,Eko Priyanto,633,2025-11-08,5,"Nice place ,dipusat kota Deket dg sentra bakpia dan 0 km,bersih indah dan nyaman","Nice place,dipusat kota deket dg sentra bakpia dan 0 km,bersih indah dan nyaman",nice place dipusat kota deket dg sentra bakpia dan kmbersih indah dan nyaman
