User Name,Review Count,Rating,Review Text
ranggi tandiharja,18,5,hotelnya bagus nyaman aman kamarnya juga bagus banget dan besar kebersihannya juga best banget saya tadinya pesan deluxe di upgrade luxury secara free karyawannya juga ramah ramah banget pokoknya rekomended hotel yang di dkat malioboro juga guys tinggal jalan kaki langsung sampai
kenpiora jati,123,5,pelayanan pelayanan yang diberikan sangat ramah dan cepat karyawannya rapi dan baik kamar kamar yang disediakan juga berbagai macam tipe kalian bisa milih sesuai dengan keinginan harga harga kamar menyesuaikan dengan tipe kamar yang kalian pilih tipe standart harganya juga terjangkau tipe suite harganya cukup mahal dari harga standart lokasi lokasi sangat strategis walaupun masuk dalam gang tetapi untuk akses wisata dekat banget akses ke malioboro keraton alkid tempat oleh2 sangat dekat banget
Farel Nicolas Sinaga,5,2,kamar yang dilantai lima setelah keluar lift belok kiri yang paling ujung sebelah kanan mohon dilakukan pemeliharaan lagi pintu nya sangat sulit untuk digeser bahkan setelah pintu tertutup untuk membukanya harus dua orang yang menggesernya untuk bisa terbuka tidak hanya pintu dinding dinding kamar mandi catnya tampak terkelupas kedepannya mohon ditingkatkan
Hendra wibowo,600,5,hotelnya bagus namun kamarnya b saja
Siti Nurkhotimah,3,5,tempat tidurnya nyaman dan kamar mandinya oke
Cempaka Siwi,69,5,hotelnya bersih dan wangi apalagi di loby wanginya suka banget penasaran pengharumnya rasa apa wkwkw pelayanannya juha ramah sekali lokasi sangat strategis dari stasiun tugu cukup jalan kaki bisa melewati malioboro ke malioboro teras malioboro hamzah batik benteng vedreburg 0 km pun juga sangat dekat really high recommended
maria nimee,13,3,bintang 3 dulu ya agak kecewa sama fasilitas kamarnya standar hotel bintang 3 seharusnya setiap kamar sudah menyediakan hairdryer saya minta di resepsionis tapi tidak kunjung datang hairdryernya padahal saya menginap 2 malam channel tv tidak bisa digunakan entah karena jaringan wifi yang buruk atau hal lainnya untuk pemilik harap lebih diperhatikan kenyamanan pengunjung
Ika Kusumaningtyas,9,3,service bagus makanan oke lah kamar minimalis banget kayak kos2an ruang rapat dan fasilitas rapat audio ac proyektor oke minusnya di rest room dan mushollanya rest roomnya cuma 2 kamar dan masing2 wc nya kecil wastafel mati 1 untuk mushollanya juga kecil tempat wudhunya aromanya tidak enak seperti bau selokan mungkin bisa lebih diperhatikan kebersihannya
Bronto S,22,2,had a disappointing experience staying at this hotel the restaurant staff during breakfast were unfriendly which made the morning feel less enjoyable while the location is convenient and close to the tugu the swimming pool is extremely small which was quite underwhelming
Holilur Rahman,37,5,kamarnya nyaman letaknya strategis sangat dekat dengan jl malioboro titik nol jogja pusat oleh² dll sehingga kita tidak usah bingung cari parkiran mobil tinggal jalan kaki saja dan pelayanannya super ramah
Ina Shubah,4,5,tenang dn nyaman lobbynya wangi banget bikin betah
Putri Ardiningtyas,23,2,ac kamar bocor bintang 3 tapi tidak ada swimming pool lampu kamar mandi remang remang chanel tv hanya tertentu saja di vidio dan berbayar semua layanan kids corner dikunci akses masuk ke loby dengan tangga bertingkat dan menyusahkan tamu jika menggunakan koper dan tidak ada yang membantu menaikkan koper maaf cust lansia dan difabel kesulitan masuk juga what a bad experince right there
Indah Miranda,31,5,hotel nyaman di daerah yogyakarta cuma 5 menit jalan kali ke malioboro fasilitas oke pelayanan supeer ramah makanan enak dan bersih
Wildan Oktivan fauzan,4,1,lain kali kalau persiapan buat check masuk lebih gercep lagi
ashok kumar,9,5,nice hotel and best price near to most of the location and museum
Annisa Desnita Lestari,53,5,lokasi super strategis ke malioboro dan beberapa destinasi sekitarnya tinggal jalan kaki saja museum sonobudoyo benteng vredeburg taman pintar alun2 pendopo lawas teras malioboro pasar beringharjo pusat oleh2 bakpia pelayanan ramah kamar nyaman bisa titip koper juga buat yang datang sblm waktu check masuk check keluar sebelum jadwal pulang untuk yang punya anak kecil jg bisa memanfaatkan kids zone nya free sayangnya saat makan di resto baby chairnya hanya ada satu buah jadi terpaksa suapin babyku sambil dipegang suami karena babychairnya ada yang pakai mudah2an jadi masukan tuk tambah babychair
Zafran,5,5,hotel nya oke banget dekat ke malioboro dan pabrik bakpia untuk oleh2 pelayanan sangat baik resepsionis ramah dan informatif over all memuaskan untuk menginap di sini
nur Hadi,64,5,overall bagus sistem kartu yang terintegrasi kadang menyusahkan
Andika Isma,33,5,lokasi hotel yang sangat strategis dekat dengan malioboro dan saat istana kepresidenan yogyakarta kamar yang sangat nyaman serta layanan mantap ada welcome drink nya namanya telang ice
Katrin Novianti,1,4,menginap di tgl 31desember 2 januari di hotel ini petugas hotel cukup ramah dan bersahabat cuma agak kecewa karna fasilitas hotel kurang memadai tidak sesuai dengan fasilitas hotel bintang 3 dan kamar kotor padahal kami baru datang tapi lantai masih banyak kotoran shower kamar mandi agak susah di gunakan dan fasilitas tv di kamar salurannya tidak baik dan wifi macet2 dan baru kali ini dapat hotel yang mengecewakan padahal harganya lumayan mahal
Arin Khurota,3,2,kecewa menginap di sini ac tidak dingin cuma berasa kipas padahal sudah diatur 18 sabun habis gaada kursi buat ngerjakan tugas tidak layak untuk menginap lagi di tempat ini karena tidak sebanding dengan harganya mending menginap di swiss belinn atau horison dengan harga yang sama
Begjo Kurniawan,135,5,hotelnya enak yang dibutuhkan di kamar udah cukup pegawainya ramah2 lokasinya strategis tinggal jalan kaki kalau mau ke bringharjo gedung agung titik nol km batik hamzah kalau dari stasiun tugu enaknya naik becak saja soalnya kalau liburan menuju hotel macetnya parah kalau order makanan via online ketemu drivernya harus di parkiran soalnya driver dilarang masuk sama petugas keamanan
Rully Zaenury,37,5,baru kali ini saya merasakan kenyamanan menginap di sebuah hotel dengan pelayanan yang ramah berawal dari security receptionis waiter housekeeping semua welcome banget dan satu lagi kalau untuk ke malioboro cukup jalan kaki karena letak hotel tidak jauh dari toko hamzah next trip akan menginap lagi di sana pertahankan pelayanan
Humam Nur,34,1,pelayanan breakfast sangat buruk udah sering nginep di hotel bintang 3 tapi baru kali ini pelayanannya parah banget pesan scramble egg setengah jam tidak selesai2 yang antri terakhir malah dikasih duluan sampe balik 4x nanyain scramble nya tetep belum jadi breakfastnya juga tidak lengkap sosis ayam goreng saja bahkan tidak ada nasi goreng rasanya pakai bumbu instan kacau banget breakfast ini hotel tolong dievaluasi staff yang jaga di bagian telur di tanggal 18 juli 2024 jam 07 00
haries nurhidayat,15,5,aku cuma minta bantuan masalah netflix loh tapi gag dianggap padahal setiap ke jogja pasti nginep disini
Fahmi Abdillah,6,4,fasilitas nya bagus seperti ac wifi kamar mandi bersih yang minus hanya di kolam renang tidak ada dan tv nya menggunakan pelayanan aplikasi dan saran saya jika emg mau tv kaya gtu semua aplikasi nya dipremiumin biar pelanggan senang tetapi dengan harga segitu termasuk harga worth it bagi hotel dengan fasilitas nya dan lokasi nya juga dekat dari jl malioboro
Qory Khoiriyah,4,4,hotel bintang 3 tapi kamarnya kayak bintang 2 tidak ada kulkas tv hanya chanel tv biasa tidak bisa digunain untuk netflix penerangan kamar kurang terang untuk letak sangat dekat dengan jalan malioboro beringharjo batik hamzah
UK Nasution,29,3,hotel bintang 3 dengan harga setara bintang 4 pada saat saya menginap harga kamar 700k cukup tidak memuaskan karena kondisi kamar tidak sesuai dengan yang ada di gambar aplikasi
Angganova 16,126,5,salah satu hotek yang tempatnya strategis
Noviansyah Amir,36,4,kamar nyaman bersih layanan bagus harga terjangkau lokasi dekat ke malioboro cukup jalan kaki air minum kamar selalu diganti setiap habis handuk selalu diganti disediakan space untuk sholat tambah sajadah dan quran
Agus Suwarno,297,5,lokasi strategis dekat malioboro pelayanan oke
youwereminetolose,2,2,stay di sini 3 harian karena nemenin saudara yang dinas kamar breakfast room service semua udah oke sama seperti hotel bintang 3 pada umumnya yang perlu dihighlight adalah tempat parkir motor yang sangat sempit tidak ada peneduh seperti kurang proper saking sempitnya kami kesulitan saat keluar masuk motor satpam yang ada pun tidak ada inisiatif membantu mengeluarkan motor malah cuma melihat santai seperti tontonan saat kami kesusahan keluar pandangan mereka bikin tidak nyaman apakah karena kami tidak naik mobil mungkin perlu ditatar lagi terkait hospitality dan empati satpamnya
Putu Prialdo Adnyana,5,5,lokasi enak deket malioboro pelayanan suka banget ramah ramah
DANILLA SYBIL,43,4,pelayanan semua staf nya oke varian breakfastnya banyak tapi sayang rasanya hambar semua nasi goreng hambar mie goreng hambar dori tepung apalagi tambah nya dessertnya lumayan banyak macamnya akses sangat dekat dengan ke kawasan malioboro meskipun masih agak masuk
Brownies & Friends,40,4,dekat banget dari malioboro ke pusat keramaian tinggal jalan kaki karyawannya dari mulai resipsionis sampai ke security sangat ramah dan selalu siap melayani bersih dan nyaman harga lumayan mahal untuk ukuran kamar yang kecil harga untuk breakfastnya terlalu mahal untuk anak usia diatas 10 thn dikenakan 80 rb karena variasi menu untuk anak anak cuma sedikit ada beberapa menu yang tidak cocok dengan lidah orang jakarta
Eunike Indrawati,9,4,parkirannya luas breakfastnya juga banyak pilihannya tapi sayang sekali saya kedapetan kamar yang acnya gk bisa dingin mau pindah kamar tapi alasannya penuh sudah dipanggilkan teknisi tapi ac mati2 sendiri sampai manggil teknisi 2kali lalu acnya juga tidak dingin
Novita Sari,7,5,hotel yang bagus pelayanan dari semua staff sangat baik dan ramah menu sarapan bervariasi dan lezat recommended untuk yang mau liburan ke jogja bareng keluarga karena dekat sekali dengan malioboro dan bisa jalan kaki semoga kalau ada kesempatan ke jogja lagi bakalan nginep di hotel khas malioboro lagi terimakasih
anggi lesmana,2,5,tidak nyesel nginap di hotel khas malioboro tempatnya strategis deket ke jl malioboro kamar nya bersih nyaman dan wangi karyawan nya semua ramah banget terutama ka geiska baik banget ramah nan ayu trimakasih semoga bisa menginap lagi di hotel khas malioboro
queen,20,4,pintu kamar mandinya tidak bisa ditutup
John Andersen,149,4,khas malioboro is a pretty good hotel a good choice if you like to go to malioboro because it is very close to the malioboro area only a 5 10 minute walk there is an option to book a room with or without breakfast our first time we come here at the holiday many people stay so that the readiness of our room is delayed by up to 1 hour but we can entrust our suitcase to thw receptionist and go around the malioboro until we are called that the room is ready welcome drinks are available masuk here the room is quite comfortable for single and deluxe sizes also not so far away and comfort is still the same equipment is available just call room service if you need more the bathroom feels a little dark needs light masuk the middle for breakfast they serve menu like the hotel masuk general taste oke not really special
Septi Maulida,6,4,lokasi hotel strategis kalau ke jogja selalu cari hotel yang dekat dengan malioboro atau tugu jogja kamar hotel yang standart dengan pelayanan yang memuaskan dibantu dengan staf hotel kak geiska yang sangat ramah dan menjelaskan dengan detail
Nita Rahmawati Komalasari,4,5,kamar bersih pelayanan ramah breakfastny variatif amat sangat terbantu dengan mbak giska terimakasih semoga sukses selalu khas hotel malioboro
"Wibiantoro, Mr.",67,4,lokasi penginapan yang strategis bagi yang ingin menikmati wisata di malioboro dan sekitarnya disediakan tempat sholat sajadah dan al qur an di dalam kamar bagi pengunjung muslim
Editya Perdana,73,5,hotel yang bersih dan pelayanan terbaik
EVA maharani,2,5,aku pernah kesini awal masuk ke lobby buat pembayaran loby nya wangi banget sama rempah rempah kamarnya oke banget bersih bagus nyaman rekomendasi banget
