No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
11.0,A Soulisa,5,2025-09-08,5,"Kebetulan saya member Accor sehingga kemanapun saya pergi selalu mencari hotel di grup Accor untuk tempat menginap. Minggu lalu sengaja saya pilih Ibis Styles untuk menginap 3 malam. Hotel ini sangat strategis, dekat dari keramaian Malioboro tetapi cukup ada jarak sehingga tetap terasa tenang. Semua kebutuhan traveler tersedia di jarak sangat dekat dari hotel. Mart, makan, laundry, masjid, oleh-oleh dll. Pelayanan sangat ramah dan cekatan. Mulai dari reception, restoran, bar di rooftop, dan housekeeping semua hampir sempurna. Menu untuk breakfastnya cukup bervariasi dan enak-enak. Roof top barnya juga menjadi tempat menyenangkan untuk bersantai. Singkatnya, apa yang ditawarkan dan diberikan hotel ini sangat sesuai dengan harga yang saya bayar, bahkan bisa dibilang murah. Bicara peningkatan layanan, mungkin untuk kedepan bisa dilakukan upgrading layanan entertainment di kamar (TV). Dua jempol saya untuk Ibis Styles Yogyakarta dan para staffnya.","Kebetulan saya member accor sehingga kemanapun saya pergi selalu mencari hotel di grup accor untuk tempat menginap. Minggu lalu sengaja saya pilih ibis styles untuk menginap 3 malam. Hotel ini sangat strategis, dekat dari keramaian malioboro tetapi cukup ada jarak sehingga tetap terasa tenang. Semua kebutuhan traveler tersedia di jarak sangat dekat dari hotel. Mart, makan, laundry, masjid, oleh-oleh dll. Pelayanan sangat ramah dan cekatan. Mulai dari reception, restoran, bar di rooftop, dan housekeeping semua hampir sempurna. Menu untuk breakfastnya cukup bervariasi dan enak-enak. Roof top barnya juga menjadi tempat menyenangkan untuk bersantai. Singkatnya, apa yang ditawarkan dan diberikan hotel ini sangat sesuai dengan harga yang saya bayar, bahkan bisa dibilang murah. Bicara peningkatan layanan, mungkin untuk kedepan bisa dilakukan upgrading layanan entertainment di kamar (tv). Dua jempol saya untuk ibis styles yogyakarta dan para staffnya.",kebetulan saya member accor sehingga kemanapun saya pergi selalu mencari hotel di grup accor untuk tempat menginap minggu lalu sengaja saya pilih ibis styles untuk menginap malam hotel ini sangat strategis dekat dari keramaian malioboro tetapi cukup ada jarak sehingga tetap terasa tenang semua kebutuhan traveler tersedia di jarak sangat dekat dari hotel mart makan laundry masjid oleholeh dll pelayanan sangat ramah dan cekatan mulai dari reception restoran bar di rooftop dan housekeeping semua hampir sempurna menu untuk breakfastnya cukup bervariasi dan enakenak roof top barnya juga menjadi tempat menyenangkan untuk bersantai singkatnya apa yang ditawarkan dan diberikan hotel ini sangat sesuai dengan harga yang saya bayar bahkan bisa dibilang murah bicara peningkatan layanan mungkin untuk kedepan bisa dilakukan upgrading layanan entertainment di kamar tv dua jempol saya untuk ibis styles yogyakarta dan para staffnya
12.0,Nadia Safitri,5,2025-12-08,5,"Pengalaman menginap di ibis jogja sangat menyenangkan, pesan kamar superior di upgrade jadi kamar type family dengan balkon dan bathtub. Pelayanannya bagus banget, staffnya ramah2, tidak ada kendala apapun. Lokasi juga dekat dengan malioboro. Kamar nyaman, bersih.","Pengalaman menginap di ibis jogja sangat menyenangkan, pesan kamar superior di upgrade jadi kamar type family dengan balkon dan bathtub. Pelayanannya bagus banget, staffnya ramah2, tidak ada kendala apapun. Lokasi juga dekat dengan malioboro. Kamar nyaman, bersih.",pengalaman menginap di ibis jogja sangat menyenangkan pesan kamar superior di upgrade jadi kamar type family dengan balkon dan bathtub pelayanannya bagus banget staffnya ramah tidak ada kendala apapun lokasi juga dekat dengan malioboro kamar nyaman bersih
13.0,Elin Fitriyani,14,2025-11-08,5,"Kamarnya bagus, syangnya ga ada colokan disetiap samping t4 tidur.. Harus colok jauh. Tpi buat jadi titik jalan ke malioboro itu dekat. Pas banget.","Kamarnya bagus, syangnya ga ada colokan disetiap samping t4 tidur.. Harus colok jauh. Tpi buat jadi titik jalan ke malioboro itu dekat. Pas banget.",kamarnya bagus syangnya ga ada colokan disetiap samping t tidur harus colok jauh tpi buat jadi titik jalan ke malioboro itu dekat pas banget
14.0,Adi Prasetya,2,2025-12-25,5,"kamar bersih, toilet bersih, sarapan oke, handuk bersih setiap hari diganti. kasurnya empuk nyaman. sip.","Kamar bersih, toilet bersih, sarapan oke, handuk bersih setiap hari diganti. Kasurnya empuk nyaman. Sip.",kamar bersih toilet bersih sarapan oke handuk bersih setiap hari diganti kasurnya empuk nyaman sip
15.0,Agung Abdilah,2,2025-12-25,5,"dapat kamar pojok, kamar bersih, kasur nyaman empuk, wangi. kamar mandi bersih, shower bersih,air hangat lancar.","Dapat kamar pojok, kamar bersih, kasur nyaman empuk, wangi. Kamar mandi bersih, shower bersih,air hangat lancar.",dapat kamar pojok kamar bersih kasur nyaman empuk wangi kamar mandi bersih shower bersihair hangat lancar
16.0,Jimmy Situngkir,5,2025-11-08,5,"Pengalaman menginap 4 malam yang menyenangkan, kebersihan dan kualitas kamar terjaga dengan baik, lokasi hotel dekat dengan malioboro, hanya sekitar 300 meter dari malioboro, selanjutnya pelayanan dari petugas hotel juga baik, kami merasa nyaman dengan pelayanan hotel, salah satunya pak Kamto, petugas security yang membantu kami memarkir mobil menjadi lebih nyaman, terima kasih ibis style malioboro. pasti kami akan kembali..","Pengalaman menginap 4 malam yang menyenangkan, kebersihan dan kualitas kamar terjaga dengan baik, lokasi hotel dekat dengan malioboro, hanya sekitar 300 meter dari malioboro, selanjutnya pelayanan dari petugas hotel juga baik, kami merasa nyaman dengan pelayanan hotel, salah satunya pak kamto, petugas security yang membantu kami memarkir mobil menjadi lebih nyaman, terima kasih ibis style malioboro. Pasti kami akan kembali..",pengalaman menginap malam yang menyenangkan kebersihan dan kualitas kamar terjaga dengan baik lokasi hotel dekat dengan malioboro hanya sekitar meter dari malioboro selanjutnya pelayanan dari petugas hotel juga baik kami merasa nyaman dengan pelayanan hotel salah satunya pak kamto petugas security yang membantu kami memarkir mobil menjadi lebih nyaman terima kasih ibis style malioboro pasti kami akan kembali
17.0,bella rismawanti,4,2025-12-08,5,"Hotel bintang 3 yang cukup nyaman dibanding hotel sekelasnya.. harganya affordable dengan fasilitas yang cukup lengkap.. menginap disini selama 4 hari 3 malam sangat nyaman, semua staff hotel sudah menerapkan service excellence.. Cuma sedikit masukan untuk menu breakfast , stand dessert nya lebih divariasikan lagi atau menu nya dibuat berbeda setiap hrinya seperti main course.. tapi overall enak ..","Hotel bintang 3 yang cukup nyaman dibanding hotel sekelasnya.. Harganya affordable dengan fasilitas yang cukup lengkap.. Menginap disini selama 4 hari 3 malam sangat nyaman, semua staff hotel sudah menerapkan service excellence.. Cuma sedikit masukan untuk menu breakfast, stand dessert nya lebih divariasikan lagi atau menu nya dibuat berbeda setiap hrinya seperti main course.. Tapi overall enak..",hotel bintang yang cukup nyaman dibanding hotel sekelasnya harganya affordable dengan fasilitas yang cukup lengkap menginap disini selama hari malam sangat nyaman semua staff hotel sudah menerapkan service excellence cuma sedikit masukan untuk menu breakfast stand dessert nya lebih divariasikan lagi atau menu nya dibuat berbeda setiap hrinya seperti main course tapi overall enak
18.0,Ade Akbar,2,2025-10-08,4,Non smoking room tp bau rokok. Sudah dilakukan penanganan tapi tetap msh tercium. Untuk 2orang tp sikat gigi tersedia cuma 1. Di kamar banyak semut. Breakfastnya sangat memuaskan. Stafnya sopan dan cepat merespons keluhan.,Non smoking room tp bau rokok. Sudah dilakukan penanganan tapi tetap msh tercium. Untuk 2orang tp sikat gigi tersedia cuma 1. Di kamar banyak semut. Breakfastnya sangat memuaskan. Stafnya sopan dan cepat merespons keluhan.,non smoking room tp bau rokok sudah dilakukan penanganan tapi tetap msh tercium untuk orang tp sikat gigi tersedia cuma di kamar banyak semut breakfastnya sangat memuaskan stafnya sopan dan cepat merespons keluhan
19.0,Vonny Candra,168,2025-12-08,4,(+) Lokasi strategis (+) Proses check-in lumayan satset (-) Pelayanan f&b attendant kurang baik pada waktu breakfast. Masa saya lagi ngunyah makan saya dan masih ada lauk di piring saya mau diangkat piringnya?,(+) lokasi strategis (+) proses check-in lumayan satset (-) pelayanan f&b attendant kurang baik pada waktu breakfast. Masa saya lagi ngunyah makan saya dan masih ada lauk di piring saya mau diangkat piringnya?,lokasi strategis proses checkin lumayan satset pelayanan fb attendant kurang baik pada waktu breakfast masa saya lagi ngunyah makan saya dan masih ada lauk di piring saya mau diangkat piringnya
20.0,Aufan Wahid,1,2025-12-08,5,"pelayanan bagus, kasur bersih, kamar nyaman. meeting room oke. sarapan sip. tersedia handuk bersih dan air panas. lobby bersih. tq Ibis.","Pelayanan bagus, kasur bersih, kamar nyaman. Meeting room oke. Sarapan sip. Tersedia handuk bersih dan air panas. Lobby bersih. Tq ibis.",pelayanan bagus kasur bersih kamar nyaman meeting room oke sarapan sip tersedia handuk bersih dan air panas lobby bersih tq ibis
21.0,Arya Pradipta,1,2025-12-08,5,"A very comfortable and clean hotel. The staff are friendly, helpful, and welcoming. The location is strategic and easy to access. Highly recommended for both business and leisure stays!","A very comfortable and clean hotel. The staff are friendly, helpful, and welcoming. The location is strategic and easy to access. Highly recommended for both business and leisure stays!",a very comfortable and clean hotel the staff are friendly helpful and welcoming the location is strategic and easy to access highly recommended for both business and leisure stays
22.0,fariz zulhilmi,5,2025-11-08,1,"Dear Respected GM, I just to the point, I got some bad news for ur hotel. 1. I was checking in today and I got room on the fourth floor and the smell was not gooooood, cigarette smell very strong. 2. I got move room but still bad (there is no hot water on the shower, telephone doesn't work) please I am tired, need rest but got room like this. everyone knew u are chain hotel international and please do the standard. Hope this advise being ur attention to do the standard hotel. Thx","Dear respected gm, i just to the point, i got some bad news for ur hotel. 1. I was checking in today and i got room on the fourth floor and the smell was not good, cigarette smell very strong. 2. I got move room but still bad (there is no hot water on the shower, telephone doesn't work) please i am tired, need rest but got room like this. Everyone knew u are chain hotel international and please do the standard. Hope this advise being ur attention to do the standard hotel. Thx",dear respected gm i just to the point i got some bad news for ur hotel i was checking in today and i got room on the fourth floor and the smell was not good cigarette smell very strong i got move room but still bad there is no hot water on the shower telephone doesnt work please i am tired need rest but got room like this everyone knew u are chain hotel international and please do the standard hope this advise being ur attention to do the standard hotel thx
23.0,Nour Elaraby,87,2025-09-08,1,"I’ve stayed at Ibis Styles in several countries and always had better experiences, so I was expecting the same here unfortunately this stay was quite disappointing. We booked two nights, and I’m glad it wasn’t longer. The room was not clean and had a constant, strong damp smell. There was no source of fresh air ,the air conditioning was working but didn’t refresh the air, which made the musty smell even worse. The bathroom floor became completely flooded after a shower, making it dangerously slippery. On a positive note, the reception staff were very polite and kind. With better cleanliness, ventilation, and maintenance, this hotel could offer a much better experience!!!!!","Ive stayed at ibis styles in several countries and always had better experiences, so i was expecting the same here unfortunately this stay was quite disappointing. We booked two nights, and im glad it wasnt longer. The room was not clean and had a constant, strong damp smell. There was no source of fresh air,the air conditioning was working but didnt refresh the air, which made the musty smell even worse. The bathroom floor became completely flooded after a shower, making it dangerously slippery. On a positive note, the reception staff were very polite and kind. With better cleanliness, ventilation, and maintenance, this hotel could offer a much better experience!!",ive stayed at ibis styles in several countries and always had better experiences so i was expecting the same here unfortunately this stay was quite disappointing we booked two nights and im glad it wasnt longer the room was not clean and had a constant strong damp smell there was no source of fresh air the air conditioning was working but didnt refresh the air which made the musty smell even worse the bathroom floor became completely flooded after a shower making it dangerously slippery on a positive note the reception staff were very polite and kind with better cleanliness ventilation and maintenance this hotel could offer a much better experience
24.0,Sreekanth,188,2025-09-08,4,"The bedsheet hygiene was not good. Visible stains observed. They gave good welcome fruits for platinum member. Service is excellent, everyone treated me like a king. Always laughing and greeting is a very great hospitable behaviour. Used 2k points for stay + lunch + dinner. No body lotion available.","The bedsheet hygiene was not good. Visible stains observed. They gave good welcome fruits for platinum member. Service is excellent, everyone treated me like a king. Always laughing and greeting is a very great hospitable behaviour. Used 2k points for stay + lunch + dinner. No body lotion available.",the bedsheet hygiene was not good visible stains observed they gave good welcome fruits for platinum member service is excellent everyone treated me like a king always laughing and greeting is a very great hospitable behaviour used k points for stay lunch dinner no body lotion available
25.0,nnrprtmo,1,2025-12-08,5,"kamar nyaman, kasur bersih. ada tempat bermain anak dilobby. staff ramah. toilet bersih, pelayanan request cepat.","Kamar nyaman, kasur bersih. Ada tempat bermain anak dilobby. Staff ramah. Toilet bersih, pelayanan request cepat.",kamar nyaman kasur bersih ada tempat bermain anak dilobby staff ramah toilet bersih pelayanan request cepat
26.0,masse oktarudin,116,2025-12-08,5,Alhamdulillah servis baik makanan enak jarak ke stasiun Deket pokoknya mantab dah..kami ada meeting 2 hari disana makan siangnya enak sesuai lidah jawa,Alhamdulillah servis baik makanan enak jarak ke stasiun deket pokoknya mantab dah..kami ada meeting 2 hari disana makan siangnya enak sesuai lidah jawa,alhamdulillah servis baik makanan enak jarak ke stasiun deket pokoknya mantab dahkami ada meeting hari disana makan siangnya enak sesuai lidah jawa
27.0,Mama Linawati,3,2025-12-08,5,Sungguh luar biasa workout di curves wlpn hny 30 mnt tp terasa sekali manfaatnya utk kesehatan tubuh,Sungguh luar biasa workout di curves wlpn hny 30 mnt tp terasa sekali manfaatnya utk kesehatan tubuh,sungguh luar biasa workout di curves wlpn hny mnt tp terasa sekali manfaatnya utk kesehatan tubuh
28.0,ANGGUN DWI ASTININGSIH,75,2025-07-08,3,"Sebenarnya Hotelnya bagus, mewah, interiornya bagus estetik, lokasi strategis di jalan Dagen Malioboro. Ke Malioboro tinggal jalan kaki saja bisa. Hanya saja saya datang sudah sore jam 17.00 WIB (5 sore) kondisi dari perjalanan jauh sampai hotel harapannya langsung bisa ke kamar karena bareng keluarga ada orangtua juga, tetapi kamar belum siap padahal sudah sore. Kata resepsionisnya masih disiapkan karena ada request twin bed dijadikan satu, padahal saya bebas klo twin jg gapapa. Walaupun misal ada requestan seperti itu, harusnya sudah disiapkan sebelum jam 14.00 WIB. Kalau pengunjung kan checkout jam 12.00 WIB, ada rentang waktu 2 jam untup membereskan/merapihkan. Kalau pengunjung telat checkout didenda, ini pengunjung suruh nunggu sekitar hampir 1 jam kamar disiapkan tapi pihak Hotel ngga di denda / ngga kena punishment apa-apa. Sudah nunggu lama baru masuk kamar maghrib, kondisi sudah lelah mau depatpun percuma pihak hotel gamau disalahkan. Kalau saya nunggu masih bisa, tp ada orangtua yg pengen sampai langsung istirahat malah masih disuruh nunggu. Sekelas Ibis Hotel saya kira pelayanannya cepat tetapi kenyataannya seperti ini. Semoga hanya saya saja yg mengalami. Selain itu juga masuk kamar hotel untuk perlengkapan sikat gigi hanya satu, handuk 2, dan sandal hotel cuma 1. Padahal 1 kamar untuk 2 orang. Kamarnya tergolong bagus lengkap ada kulkas mininya, untuk minum disediakam botol kaca dan air minum mengambil air galon di depan kamar setiap lorong sekarang tersedia air galon mineral katanya untuk mengurangi sampah plastik. Kolam renangnya bagus di lantai 7 pemandangannya juga bagus👍 Saya pesan 3 kamar untuk keluarga lumayan di hari weekend dan libur sekolah dengan harga 700rb /kamar. Dapat sarapan tiap kamar 2 orang. Makanannya enak dan variatif banyak macamnya, minumannya juga ada beberapa macam 👍 Harapannya sekelas Hotel Ibis semuanya bagus jadi saya sekeluarga percaya dengan hotel ini yg sudah terkenal dimana-mana. Tetapi pas ndilalah waktu itu weekend untuk pelayanan dan kesiapan kamar yg harus diperhatikan lagi untuk lebih siap. Supaya tidak ada pengunjung lain yg nasibnya seperti saya. Terimakasih","Sebenarnya hotelnya bagus, mewah, interiornya bagus estetik, lokasi strategis di jalan dagen malioboro. Ke malioboro tinggal jalan kaki saja bisa. Hanya saja saya datang sudah sore jam 17.00 wib (5 sore) kondisi dari perjalanan jauh sampai hotel harapannya langsung bisa ke kamar karena bareng keluarga ada orangtua juga, tetapi kamar belum siap padahal sudah sore. Kata resepsionisnya masih disiapkan karena ada request twin bed dijadikan satu, padahal saya bebas klo twin jg gapapa. Walaupun misal ada requestan seperti itu, harusnya sudah disiapkan sebelum jam 14.00 wib. Kalau pengunjung kan checkout jam 12.00 wib, ada rentang waktu 2 jam untup membereskan/merapihkan. Kalau pengunjung telat checkout didenda, ini pengunjung suruh nunggu sekitar hampir 1 jam kamar disiapkan tapi pihak hotel ngga di denda / ngga kena punishment apa-apa. Sudah nunggu lama baru masuk kamar maghrib, kondisi sudah lelah mau depatpun percuma pihak hotel gamau disalahkan. Kalau saya nunggu masih bisa, tp ada orangtua yg pengen sampai langsung istirahat malah masih disuruh nunggu. Sekelas ibis hotel saya kira pelayanannya cepat tetapi kenyataannya seperti ini. Semoga hanya saya saja yg mengalami. Selain itu juga masuk kamar hotel untuk perlengkapan sikat gigi hanya satu, handuk 2, dan sandal hotel cuma 1. Padahal 1 kamar untuk 2 orang. Kamarnya tergolong bagus lengkap ada kulkas mininya, untuk minum disediakam botol kaca dan air minum mengambil air galon di depan kamar setiap lorong sekarang tersedia air galon mineral katanya untuk mengurangi sampah plastik. Kolam renangnya bagus di lantai 7 pemandangannya juga bagus saya pesan 3 kamar untuk keluarga lumayan di hari weekend dan libur sekolah dengan harga 700rb /kamar. Dapat sarapan tiap kamar 2 orang. Makanannya enak dan variatif banyak macamnya, minumannya juga ada beberapa macam harapannya sekelas hotel ibis semuanya bagus jadi saya sekeluarga percaya dengan hotel ini yg sudah terkenal dimana-mana. Tetapi pas ndilalah waktu itu weekend untuk pelayanan dan kesiapan kamar yg harus diperhatikan lagi untuk lebih siap. Supaya tidak ada pengunjung lain yg nasibnya seperti saya. Terimakasih",sebenarnya hotelnya bagus mewah interiornya bagus estetik lokasi strategis di jalan dagen malioboro ke malioboro tinggal jalan kaki saja bisa hanya saja saya datang sudah sore jam wib sore kondisi dari perjalanan jauh sampai hotel harapannya langsung bisa ke kamar karena bareng keluarga ada orangtua juga tetapi kamar belum siap padahal sudah sore kata resepsionisnya masih disiapkan karena ada request twin bed dijadikan satu padahal saya bebas klo twin jg gapapa walaupun misal ada requestan seperti itu harusnya sudah disiapkan sebelum jam wib kalau pengunjung kan checkout jam wib ada rentang waktu jam untup membereskanmerapihkan kalau pengunjung telat checkout didenda ini pengunjung suruh nunggu sekitar hampir jam kamar disiapkan tapi pihak hotel ngga di denda ngga kena punishment apaapa sudah nunggu lama baru masuk kamar maghrib kondisi sudah lelah mau depatpun percuma pihak hotel gamau disalahkan kalau saya nunggu masih bisa tp ada orangtua yg pengen sampai langsung istirahat malah masih disuruh nunggu sekelas ibis hotel saya kira pelayanannya cepat tetapi kenyataannya seperti ini semoga hanya saya saja yg mengalami selain itu juga masuk kamar hotel untuk perlengkapan sikat gigi hanya satu handuk dan sandal hotel cuma padahal kamar untuk orang kamarnya tergolong bagus lengkap ada kulkas mininya untuk minum disediakam botol kaca dan air minum mengambil air galon di depan kamar setiap lorong sekarang tersedia air galon mineral katanya untuk mengurangi sampah plastik kolam renangnya bagus di lantai pemandangannya juga bagus saya pesan kamar untuk keluarga lumayan di hari weekend dan libur sekolah dengan harga rb kamar dapat sarapan tiap kamar orang makanannya enak dan variatif banyak macamnya minumannya juga ada beberapa macam harapannya sekelas hotel ibis semuanya bagus jadi saya sekeluarga percaya dengan hotel ini yg sudah terkenal dimanamana tetapi pas ndilalah waktu itu weekend untuk pelayanan dan kesiapan kamar yg harus diperhatikan lagi untuk lebih siap supaya tidak ada pengunjung lain yg nasibnya seperti saya terimakasih
29.0,Akbar Pandu,19,2025-12-08,3,"Makan malam menunya pedes semua, untuk orang yang sama sekali tidak toleran terhadap pedas sangat menyiksa. Tolong dievaluasi","Makan malam menunya pedes semua, untuk orang yang sama sekali tidak toleran terhadap pedas sangat menyiksa. Tolong dievaluasi",makan malam menunya pedes semua untuk orang yang sama sekali tidak toleran terhadap pedas sangat menyiksa tolong dievaluasi
