"No","User Name","Review Count","Review Time","Rating","Review Text"
"11.","Frederick","14","2025-05-05","5","Saya bersama keluarga menginap selama 4 hari 3 malam di Hotel Aloft Wahid Hasyim Jakarta, dan pengalaman kami benar-benar menyenangkan. Hotel ini punya konsep yang modern, kekinian, dan terasa sangat ramah untuk keluarga. Begitu tiba, kami langsung disambut dengan proses check-in yang cepat dan staf yang sangat ramah. Anak saya pun merasa nyaman karena suasana hotel yang santai dan tidak terlalu kaku seperti hotel bintang 4 kebanyakan. Ada permainan billiard anak dan dewasa di lobby. Anak saya sangat menyukai permainan tersebut. Kamar yang kami tempati bersih dan modern. Tempat tidurnya sangat nyaman dan interior kamar dihiasi dengan elemen desain yang unik dan berwarna, khas gaya Aloft yang enerjik. Kamar mandinya juga bersih dan lengkap dengan perlengkapan mandi yang wangi dan berkualitas. Selama menginap, kami menikmati sarapan di restoran hotel. Pilihannya sangat bervariasi dengan rasa yang enak. Staff restoran juga sangat perhatian dan sigap, mereka langsung menuangkan kami air putih dan menawarkan kami minuman jus, teh, kopi begitu kami duduk. Lokasi hotel ini juga sangat strategis, dekat dengan berbagai tempat makan, pusat perbelanjaan, dan area kuliner di sekitar Sabang. Fasilitas gym juga tersedia dan cukup lengkap, meskipun kami lebih banyak menghabiskan waktu di luar hotel selama liburan. Tapi yang paling penting, suasana hotel tenang, nyaman, dan sangat mendukung untuk istirahat setelah seharian beraktivitas. Secara keseluruhan, Hotel Aloft Wahid Hasyim Jakarta adalah pilihan yang tepat untuk liburan singkat bersama keluarga di pusat kota Jakarta. Pelayanan memuaskan, kamar nyaman, lokasi strategis, dan suasana hotel yang fresh dan modern membuat kami merasa betah selama menginap. Spesial Thanks buat Miss Lian Irene, dan semua staff front office yang banyak membantu kami dan ramah - ramah semua.. ^_^ Staff house keepingnya juga very helpfull dan ramah banget. KEREENNN!!! Kami pasti akan mempertimbangkan kembali untuk menginap di sini saat berlibur ke Jakarta lagi."
"12.","Nofen Sumianto","6","2025-08-05","5","Hotel paling nyaman klo pas stay dijakarta , service nya keren apalagi internet sangat josssss sangat mendukung pas ada kebutuhan meeting online dan streaming. Thx pak @bernard IT ..."
"13.","Freddy Linardo","53","2025-11-05","5","Kamar luas, pelayanan cepat dan ramah. Lokasi strategis di tengah kota."
"14.","indira alhajjriana","8","2025-06-05","5","Suka bgt nginep disini.. kamarnya bersih ada setrika juga.. sarapannya enak banyak pilihannya Sarapan hari ini dibantu banget sama mas Hari thank you ya untuk pelayanannya yang cepat dan kita udah ditawarin takeaway coffee jugaaa"
"15.","tina olina","32","2025-06-05","5","Terkesan dengan pelayanan staf yang cekatan membantu, mulai dari pos masuk hotel sampai house keeping, kamarnya bersih, ada water station juga, staf restonya, super duper baik, dicarikan tempat, tanya mau minum apa, mau makan apa, mau diambilkan apa, makanan juga bervariatif,"
"16.","Ferry Nurdiansyah","94","2025-12-05","5","Hotel nya bagus, makanan nya enak, lokasi strategis"
"17.","Nadya Andriani","32","2025-12-05","5","Kamarnya oke, makanannya oke, aksesibilitas mudah dijangkau"
"18.","dwi kusumaningtyas","26","2025-01-05","5","Sukaa bgt! Walking distance ke area kuliner sabang, nyaman hotelnya, hospotality bonvoy grup dah pasti bestlah! Kamar spacious buat berempat. Babycrib ready by request, staf ramah dan helpful, ada kolam renang pun, cuma playground ana bisa kali yaa ditambah mainannya. Overall good stay and experience"
"19.","ERIGA P H","257","2025-03-05","5","Hotel tengah kota dengan pelayanan yang sangat baik dan ramah, menu sarapan cukup baik, desain dan tata letak kamar oke semua. Yang agak sedikit menyulitkan mungkin akses keluar masuk kendaraan dan tempat parkir yang terbatas. Overall semua bagus 🙌🏼🙌🏼"
"20.","Yasmin","27","2025-01-05","5","Hotelnya letaknya strategis, dekat dengan halte dan stasiun. Dekat sarinah dan area kuliner di jalan sabang. Di lobby hotelnya ada meja biliard dan beberapa permainan lainnya. Kamarnya luas dan nyaman, amenitiesnya lengkap, ada setrika dan meja setrika juga. Di tiap lantai juga ada water refill station. Gymnya juga cukup luas dan lumayan banyak alat olahraganya. Makanan breakfastnya juga variatif dan enak, ada jajanan tradisional juga, favoritku nasi uduk dan nasi kuningnya, hot coklatnya juga enak. Staff2nya juga ramah ramah"
"21.","riska ayu Nur Fitri","64","2025-05-05","5","Sumpah padahal bukan bintang 5 tp breakfastnya lengkap banget sampe ga cobain semua karena beraneka ragam bgt please😭😭🙏🏻🙏🏻 Lokasi dekat sm sabang klo mau kulineran dan dekat monas klo mau ke wisata, akses kemanapun deket karena tengah kota dan ada transjakarta juga. Staffny juga ramah dan kamarnya nyaman"
"22.","Muhammad Ridho","392","2025-01-05","5","Pengalaman menginap yang menyenangkan di Aloft Hotel Wahid Hasyim. Lobbynya keren, terdapat banyak permainan yang dapat dimainkan bersama temen-temen. Ada ding-dong, fussball, sampai biliar. Kamarnya pun lega dan nyaman. Selimutnya tebal, ada guling, fasilitas pun lengkap. Air minum komplimen tersedia, jika kurang bisa isi ulang di dispenser dekat lift masing-masing lantai kamar. Kamar mandinya terasa ngepas, tidak terlalu luas. Namun pancuran air dari shower deras. Air panas untuk mandi sama sekali bukan kendala. Handuknya pun wangi dan tebal. Koneksi wifi mudah serta stabil. Internetnya cepat di kisaran 80 Mbps. Kalau saja TV di kamar pakai Smart TV mungkin jadi lebih nyaman lagi. Paling takjub saat sarapan dan makan siang. Pilihan menunya sangat beragam. Ada es krim pula bahkan gerobak Indomie pun tersedia. Saat ultah Jakarta ada menu Kerak Telor. Dari segi rasa pun tidak mengecewakan. Oh iya, mau jus buah segar atau kopi yang baru digiling pun bisa ya. Ruang meeting di lantai 2 terasa nyaman. Cukup luas dan lega untuk acara seharian. Ada musala yang nyaman dan luas jadi tak perlu khawatir saat waktu shalat tiba. Saat coffee break bisa bikin kopi sendiri karena ada mesinnya. Keren sih. Overall dengan pengalaman menginap yang oke, di sini aku rekomendasikan. Apalagi lokasi strategis dan keamanan sangat terjaga pagi - siang - malam."
"23.","Herry R. Siregar (Qybo)","19","2025-07-05","5","Sudah beberapa kali nginap di sini dan merasa betah dengan keramahan dan kesigapan para stafnya dari mulai penyambutan sekuriti gerbang masuk."
"24.","syarif","3","2025-10-05","5","Kamarnya bersih,wangi setiap siang kamarnya di bersihkan oleh ridho"
"25.","Ai J","792","2025-06-05","5","Hotel yang strategis terletak dekat dengan kawasan perbelanjaan dan kuliner, fasilitas lengkap, kamar nyaman, kasur besar, makanan enak"
"26.","Redo Etamora","1","2025-01-05","4","Tgl 23-27 Agustus 2024 kemarin menginap di sini Hotel nya bagus, kamar nya bersih.. Yg paling berkesan menu menu breakfast nya ok banget enak enak semua di tambah crew untuk sarapan pagi nya ramah semua.. Sempat pijit dan spa sekali Sama MB namanya Dea katanya Minus cuma kolam renang sih yang terkesan agak di paksakan untuk ada.. Kalau yg lain ok semua. Semoga besok bisa kembali menginap kembali di sini."
"27.","Vini Afriadi","67","2025-05-05","5","tempatnya enak ditengah jakarta. dekat kemana2 baik itu kuliner, mall atau yang lainnya. recommended. edit review: servisnya ok, engineering jg gercep tp kapok charging di terra charge. 3x putus ga jelas offline tiba2 dan 1x dibilang abandoned? pdhl jelas2 udh konek dan diatur mau brp kwh. pertama kali pake terra charge dan ga lagi2.. appsnya jg jelek bgt hrs top up.. rugi buang duit kesimpen di aplikasinya dan chargingnya labil banget.. kasian kan engineering bolak balik smpe kena omel 🥲 maafin ya bapak2 tp saran deh buat hotel pasang voltron atau spklu aja dan jelas lebih murah dg kw yg lebih tinggi.. hotel jg lebih untung bs brp mobil listrik yg charge klo kw nya tinggi krn lebih cepet waktu chargenya. harusnya dr awal charge smpe bikin review ini mobil udh 100% cuma gara2 mati ga jelas cuman nyampe 65% 🙂🫥🫠"
"28.","Fajar Edisya Putera","58","2025-01-05","5","beberapa highlight hotel ini : 1. staff nya sangat ramah, untuk kelas bintang 4, layanan staff nya setara bintang 5. kalau ada tamu terlihat, staff berusaha menyapa dengan aloha. 2. ukuran kamar standard cukup luas 3. breakfastnya ok untuk kelas bintang 4, ada beberapa makanan traditional 4. lokasi bagus, nggak terlalu jauh dari sarinah beberapa hal negatif tentang hotel ini : 1. lemari untuk menyimpan pakaian tidak layak, ada tersedia banyak gantungan, tapi tidak tersedia tempat buat menaruh pakaian saat dikeluarkan dari koper, tapi untungnya ruangan cukup luas, terpaksa koper saya taruh aja di dekat tempat tidur 2. mungkin karena temanya hotel bisnis, kolam renangnya sangat kecil, tapi ya ini nggak sesuai dengan tema waktu hari minggu, ada family zone, ada mainan anak, dan berbagai aktifitas anak. overal sih untuk hotel ini breakfastnya enak, banyak makanan tradisional dan anehnya pas saya breakfast lebih banyak warga negara asing daripada warga negara indonesia, jadi saya berasa malah lagi diluar negeri daripada di indonesia. selain itu beberapa kejadian beberapa tamu asing 'caper' dengan beberapa pramusaji, tapi pramusaji aloft tetap ramah, dan itu sangat baik, menunjukan keramahtamahan bangsa indonesia."
"29.","Firza Maulana","5","2025-08-05","5","Kamarnya luas, bersih, breakfastnya juga mantap. Terbaik pokoknya"
"30.","Nur Hidayat","558","2025-08-05","5","Pelayanan ramah. Proses chek in cepat. Makanan komplit dan enak. Lokasi strategis."
"31.","Iyan Abdul","2","2025-02-05","5","menginap di aloft cukup worth it dengan harga sejuta keatas breakfast nya juga oke setiap hr ada special menu...thanks juga buat mbak Aurel service nya oke banget apa saya minta gercep, mbak Aurel juga sigap melayani keluarga saya yg lain...staff lain juga ramah setiap bertemu tamu selalu mengapa pagi/siang"
"32.","Ahmed Makki","191","2025-01-05","5","Hotel ini bagus dan lokasinya sangat bagus. Staf di restoran sangat baik dan makanannya bervariasi. Resepsionis pagi hari dibedakan dan elegan dalam urusannya, tetapi layanan kamar perlu mengembangkan kereta bagasi membawanya ke kamar, yang memaksa saya untuk turun dan mengambil tas sendiri. Juga, ketika saya meminta selimut tambahan, resepsionis malam dengan keras menolak memberi saya satu. Dan layanan kamar menolak untuk membawanya memiliki"
"33.","Andry Gunawan","3","2025-05-05","5","Hotel nyaman, lokasi strategis dan sarapan enak.. pelayanan ramah & very helpful khususnya oleh Mas Satrio dan tim Nook restaurant 👍"
"34.","Aldi Ansyah","2","2025-01-05","3","Disamping front desk dan crew sarapan yang sangat welcome dan kamar yg nyaman (hanya tidak sound proof), kualitas laundry nya sangat mengecewakan. Laundry datang terlambat (jam 21.30, mengganggu jam istirahat) dan wangi parfum laundry nya seperti laundry kiloan yg sangat tajam."
"35.","yudhi k","1","2025-11-05","3","semoga ada improvement untuk kedatangan laundry agar tidak terlalu malam"
"36.","Anggun Suwely","55","2025-01-05","5","Biasanya saya jarang ngasi review hotel. Tapi berhubung hotel ini sangat berkesan bagi saya, jadi ya mau nulis2 dikit deh. Para staff disini sangat ramah dan membuat saya dan keluarga betah selama menginap. Kamar bersih, keamanan hotel terpantau baik, sarapan juga bervariasi. Cocok kok sama harganya."
"37.","Harry Mahardika","49","2025-03-05","5","Saya datang ke Aloft Hotel ke acara Launching ASUS ZenBook A14 Dan berikut review saya: + Tempat cozy + Internet cepet + Ruang meeting luas dan banyak kursi pilihan + Buat nunggu disediakan minuman man mini billiard + Makanan enak dan sangat bervariasi (keren ya ada nasi padang dan roti canai gokiiiil) + Oiya di loungenya ada billiard dan beberapa permainan juga + Pelayanan sangaat ramah + Toilet besar enak buat berak + Musola bersih dan nyaman - Lift sempit - Mungkin mas2 pelayannya terlalu extrovert wkkwk, cuman gw kurang nyaman tbh - Kurang loker untuk alas kaki"
"38.","Rahmah Tya Nuhung","310","2025-12-22","4","Lokasi di Jakarta pusat jadi mudah untuk mengakses tempat lainnya."
"39.","Lux Five","24","2025-09-05","4","Pelayanan Restonya ramah2 dan antusias (gati) Trims aloft 🤍"
"40.","IGUY LEGEND","13","2025-01-05","5","Waah....hotel ini saya di layanin dan merasakan bagai seorang raja, pegawai hotelnya sopan dan kalem, walaupun itu memang standart hotel menurut aq namun ada part2 setiap ketemu selalu di sapa siang/ malam, di breakfast mereka slalu gercep apa yg kita minta. hmm...yg sy ingat salah satunya itu namanya mba Nisya, baik banget dan okee dahh...🙋, thanks Aloft Hotel."
"41.","erfina cahyanti","123","2025-01-05","5","Strategis, kamar nyaman dengan bantal dan guling, fasilitas komplit dan bersih. Makanan juga enak. Ada menu makanan padang di lunch nya. Sedeppppp"
"42.","Juliana Peterson","3","2025-02-05","5","Overall Pelayanan sangat bagus sekali, terutama untuk pelayanan dari kakak nurul !!🙏🏻. Sangat telaten dan tepat waktu. Saya jadi tidak menunggu.. Jamuan makanannya sangat enakk dan bervariasi. Lokasi ny jg strategis tidak terlalu jauh.."
"43.","Budi Prabowo Lukieto","136","2025-01-05","5","Pertama kali menginap di hotel ini, pengalaman yang cukup kurang nyaman hanya ketika kami breakfast, petugas jaga resto tiba-tiba menghampiri kami saat kami sedang mengambil makanan, petugas mengatakan bahwa room kami tidak include breakfast..bukankah saat kami masuk ke resto sudah ditanya room berapa dan dipersilahkan ?? Dan juga saat kami checkin petugas receptionist menyampaikan dimana (lantai berapa) dan batasan sampai jam berapa breakfast dilayani. Alhasil setelah petugas jaga resto untuk kami minta konfirmasi ulang kebagian receptionist baru tahu kalau room kami memang include breakfast. Semoga pihak management hotel lebih membina lagi para crew untuk saling koordinasi dengan baik."
"44.","Achmad Sya’roni Firmandani","222","2025-01-05","4","Terletak di lokasi yg strategis dekat dengan sarinah, view kamar bagus, bangunan baru dan bersih, namun kamar terasa agak sempit. Meeting room tidak terlalu luas, Restoran makanannya enak namun variasinya kurang, tempat duduk di restonya juga terbatas. Terdapat kolam renang indoor."
"45.","Bilqis Sabiilalhaqq","25","2025-01-05","3","ke hotel ini memang hanya untuk meeting saja. camilan dan servicenya ok. tapi pas makan siang sepertinya tidak diperhitungkan akan menumpuk di satu restoran yg sempit. mungkin kl tau hari itu ruang meeting full booked, dibuat jadwal aja untuk makan siangnya. saya aja kemarin makan sambil berdiri deket kolam renang🙂 …"
"46.","Helena","4","2025-02-05","5","so worth it to breakfast here thanks to aloft jakarta sudah memprioritaskan tamu thanks juga to kak Aurel, beberapa hari kemarin sarapan dgn tmn selalu ada kak Aurel she's so excited when she sees guest dan tetap senyum thanks to staff aloft utk selalu menanyakan breakfast saat sedang makan👍👍 so i can express about the taste of breakfast, utk kamar juga oke apalagi view city light nya next kesana lg sma kluarga.."
"47.","Wong Cilik","3","2025-01-05","5","Pengalaman yang sangat menyenangkan di hotel sini,pelayanan sangat memuaskan dan juga ramah. Terima kasih kak NISYA dan Juga Teman-Teman yang ada di hotel sini atas semua nya Mudahan nanti bisa kesini lagi 🙏"
"48.","Yulia Arfianti","12","2025-01-05","5","Menginap di malam tahun baru bersama keluarga....lokasi nya oke,pelayanan dari karyawan nya oke (walau di FO mba nya kurang senyum) tapi di resto nya dan lainnya the best .....Sarapan jangan ditanya mantap deh jadi pengen datang lagi next nya.....aku rekomendasi banget utk semua yg membawa keluarga atau pun lainnya ...."
"49.","Andi Marfina","21","2025-01-05","5","Lokasinya strategis dekat dari lokasi event saya di JCC,samping hotel juga banyak tersedia jualan aneka makanan bisa ditempuh dengan jalan kaki sekitar bbrpa meter saja dr hotel.. Layanan dan makann hotel juga enak. Lobbynya nyaman dan tersedia games dan tempat main anak"
"50.","Jim Hidayah Wahid","61","2025-01-05","5","Hotel 4 feel like 5. Hotel ini dari segi aspek pelayanan ramah sekali cukup banyak interaksinya, terlebih lagi ketika sedang di resto, pelayanan sangat ramah. Menu makanan pembuka, berat dan penutupnya sangat beragam. Tastenya pun gak kalah dari look makanannya. Restonya juga cozy banget. Semua detail penting sangat saya sukai"
"51.","Nur Laela","89","2025-01-05","5","Warning !!! Wajib stay di siniii !!!! Hotel yang berada di tengah pusat kota ini sangat pas untuk dapat menjangkau seluruh arena di kota jakarta, dekat dengan minimarket dan tempat kuliner,kamarnya nyaman luas dan besar,pegawai2 alofnya baik2 ramah2 , semua staf dari bagian security,resepsionis,lobby,bar,cafe,di tempat buat sarapan dan housekeepingnya semua pelayanannya bintang ⭐️⭐️⭐️⭐️⭐️ Makanan untuk breakfastnya lengkap banget sukak !"
"52.","Dewi Anggraeni","40","2025-01-05","5","Nginep disini untuk liburan malam tahun baru. Service ok, ramah2. Kamarnya modern dan unik. Bantalnya banyak dan ada gulingnya 🥰. Fasilitas kamar lengkap, ada setrikaan juga ❤ dan jarang2 jg hotel nyediain jam digital. Sarapannya OK. Sayangnya pemandangannya langsung gedung pas kamar saya. Dan tv nya belum smart tv. Tp tetap puas menginap disini."
"53.","Parlina R","74","2025-01-05","5","Hotel yg strategis karena mau kemana mana agak lebih dekat Dekat dengan berbagai macam kuliner ibukota Baru kali ini nginep dihotel twin tp ranjangnya sizenya lebih besar dr hotel2 pada umumnya Kasur juga indonesia banget karena dilengkapi dengan guling Kamarnya bersih dan rapi dan kamar mandi dengan fasilitas lengkapnya dikasi 6 handuk dari untuk muka untuk tangan dan untuk badan Dari hairdryer smp setrika semuanya ada Pelayanan pegawainya ramah Apalagi kalau sarapan Bagian restoran ramah banget Dengan sajian makanan yg sangat bervariasi enak enak dari makanan tradisional smp western dan menu sehat semuanya lengkap Anak anak hepi karena ada kulkas ekrimnya woww keren bgt ini mah Di restoran jg ada tempat main anak dan meja2 kecil untuk anak menggambar dan mewarnai jd anak ga rewel sih klu ortunya masi pd makan dan anaknya uda pd boesn"
"54.","Diaz Nawaksara","96","2024-01-05","5","Akses dari Stasiun Gambir / Senen 10-15 menit menggunakan motor dan 10-20 menit menggunakan mobil jika jalanan lancar. Kamar nyaman, tapi ruang rapat terlalu sempit untuk kapasitas 20 orang. Pelayanan bagus, sahian makannya sangat beragam dari makanan desa sampai mancanegara. Recomended hotel !"
"55.","Jihan Utami","35","2024-01-05","5","Nyaman. Lokasi strategis. Sarapan enak dan variatif. Kamar bersih dan wangi, ada setrikanya juga. Petugas ramah dan tanggap, terutama bagian resto. Fasilitas kamar lengkap. Keamanan ok. Usul : Smart TV dan Playground anak. Terima kasih, semoga sukses selalu."
"56.","putri mainy","78","2024-01-05","5","Makanannya bervariasi, ada tempat buat nyetrika juga (senang banget, teramat jarang sekali ada hotel pakai fasilitas kaya ini), kopinya enak, buahnya banyak macamnya, dekat dengan sarinah bisa jalan kaki, ada air mineral refil di dispenser depan kamar, jadi bisa tambah air minum"
"57.","Aas Gussusanto","196","2024-01-05","5","Hotel yang menurut saya konsepnya Fun, Play full, Active, yang berikan warna tersendiri dibandingkan hotel hotel di daerah sekitar, ada biliard pool, live music, ada Ding Dong mainan jadul anak jaman 80-90an, persewaan sepeda. Spacious Room, complete amneties, Semua kamar non smoking, makanannya bukan enak lagi tapi Ueennaak. Kids Friendly"
"58.","Vitarinda","64","2025-01-05","5","Sangat nyaman sekali menginap di Aloft! Fasilitas juga lengkap bahkan sampai ke bantal guling dan setrikaan lengkap dengan meja setrikanya. Hal yang belum pernah saya temui sebelumnya di hotel lain adalah: Jam. Kemudian juga thank you Aloft menyediakan dispenser air isi ulang, dispenser sabun dll untuk meminimasi sampah. Terkeren adalah: SABUN, SHAMPOO, DAN KONDISIONERNYA WANGI BANGET! Beneran nggak butuh parfum Karena habis mandi langsung relaks. hal yang kurang kusuka adalah restonya yg sempit dan terpisah-pisah. Jadi agak merepotkan karena harus buka pintu dań amsuk ke smoking room."
"59.","gede andara","2","2025-02-05","5","hotelnya baguss makanan di restonya juga beragam dan enak enak juga di bantu dengan kak nurul yang ramah dan cepat kalau mnta sesuatu best pokoknya"
"60.","jimmy soemitro","317","2025-01-05","5","Hotel ini worth it sekali. Lokasinya strategis. Cukup jalan kaki ke sabang banyak tempat makan. Walaupun hotel ini tidak besar tetapi kamarnya lumayan luas dengan kebersihan yang layak diacungi jempol"
"61.","Agnes","78","2023-01-05","5","Semuanya perfect sih....lokasi strategis deket kemana mana, mau mkn deket kepusat kuliner sabang, sarinah juga deket, yg mau meghabiskan weekend juga enak bisa cfd. Kamar tidak terlalu besar tp tdk keliatan sempit. Tempat tidur twin besar bs buat tidur berdua...kmr mandi juga luas. Untuk view sy memilih di lantai atas dan city view jd terlihat gedung di malam hari. Pool menurut saya sih kecil yah...untung saja sedang tidak ramai jd si anak msh bebas brrenang. Di lobby ada live music tunggal sih kd msh bs denger2 musik dikit. Hanya saja pada wkt itu ada mati listrik hingga 2 atau 3 kali yang membuat kita agak takut krn berada di lantai 11."
"62.","Dimashar Tanto","16","2025-01-05","5","Tempatnya nyaman, dan kids friendly sekali karena ada tempat bermain bagi anak-anak Catatan ketika mau memasuki Aloft Hotel jangan terlalu cepat jalannya karena pintu masuknya tidak terlalu besar jadi riskan terlewat."
"63.","Yovent “Foodioz”","73","2024-01-05","4","Rekomendasi untuk hotel 4-star di kawasan Jakarta Pusat. Tinggal jalan kaki sampai ke kawasan Sarinah, Area kuliner jalan Sabang. Hotel gaya casual modern dan minimalis baik dari interior dan tone warna. Kamar standar bintang-4, cukup luas untuk dua orang. Rapi dan bersih. Kolam renang dan gymnya satu lantai dengan restoran jadi harus lewat depan restoran untuk menuju kesana."
"64.","Achmad Maulana Sidiq","22","2024-01-05","5","Hadir ke hotel ini untuk memenuhi undangan dari Kementerian Keuangan RI, untuk ruangan rapat nya saya rasa cukup baik. Konsumsi nya pun enak, mulai dari snack, cemilan, bahkan makanan utama nya. Hotel ini memberikan pengalaman terbaik dari beberapa hotel yang pernah saya datangi."
"65.","Cesar ZC","529","2024-01-05","5","salah satu hotel favorit untuk menginap di jakarta. kelebihannya adalah kamarnya yang luas dan bersih serta menu sarapan yang cukup komplit dibandingkan hotel bintang 4 lainnya di wilayah yang sama. kekurangannya hanya amenitiesnya yg agak kurang lengkap belakangan ini."
