User Name,Review Count,Rating,Review Text
Mukhamad Arif,210,5,hotel de besh lah kami menginap dua kamar connecting terhubung satu sama lain menginap akhir pekan lokasi tidak jauh dari tugu mau ke titik 0 yogya mahal pakai bentor akhirnya kami jalan kaki sambil lihat2 pemandangan jogja amenities lengkap air panas jempolan hanya minusnya air tidak tiris dikarenakan sudut kemiringan tidak saat jadi air menggenang alias tidak nyaman kalau ke toilet fasilitas kamar ada brankas kulkas smart tv wifi 2 mbps
Kris Ipoenk,10,3,pengalaman menginap 2 hari untuk bisnis trip good point 1 lokasi strategis dekat dengan tugu jogja dan malioboro cocok yang mau jalan2 ke malioboro point yang kurang 1 cleaness room bed cover yang warnanya sudah menjelang coklat begitu juga dengan handuk mandi yang kelihatan udah usang warna sudah tidak putih lagi dan sudah rusak pinggirannya 2 makanan breakfast variasinya sedikit saya tidak menemukan menu daging sapi atau daging ayam saya makan pecel dan taste sambal nya tidak berasa facillity 1 kolam renang kecil sekali hanya cocok buat bermain anak2 tpi tempatnya sempit dan tidak nyaman 2 parkiran mobil kecil dan harus vallet kalau sudah penuh impactnya manunggu lama waktu mau keluar mobil rekomendasi cocok untuk turis yang mau jalan2 ke malioboro saja bukan staycation kurang facility untuk anak better booking without breakfast lebih baik explore kuliner jogja
Anisatun Nuzula Fitriani,21,5,hotel nyaman lokasi strategis pelayanan juara pertama kali nginap di khas tugu hotel dan langsung jatuh hati lokasinya super strategis dekat banget sama tugu jogja malioboro dan stasiun tugu mau jalan kaki pun bisa kamarnya bersih rapi dan nyaman interiornya simpel tapi tetap modern dan khas jogja banget ada sentuhan etnik yang bikin betah pelayanan stafnya juga luar biasa ramah dan helpful dari check masuk sampai check keluar semuanya cepat dan menyenangkan sarapan di restorannya juga enak banyak pilihan menu dari makanan khas indonesia sampai yang lebih modern bonus kopinya enak dan view nya menghadap ke jalan utama tambah poinnya ada mushola suasana islami yang terasa hangat cocok buat keluarga solo traveler atau perjalanan bisnis bisa request early check masuk kalau kamar ready pokoknya hotel ini jadi pilihan utama kalau ke jogja lagi value for money banget khas tugu jogja vibes kenyamanan maksimal
Sofie Riz,4,4,nginap 4 malam disini 1 resepsionis pelayan dan security ramah dan semua membantu 2 makanan kurang karena kebanyakan terlalu asin nasi goreng mie goreng yang mana hampir tiap pagi menu itu ada minta indomie rebus dibuatkan saat sarapan indomie kyk direndam pakai air termos atau dispenser 3 kamar bersih kamar mandi bersih air lancar baik keran bawah shower dan wastafel semua oke tapi kebersihan seprei dan sarung bantal yang seperti bekas org 4 restoran kurang luas sih kolam renang kecil amat kyk di rumah 5 minta hairdryer lgsg diantar 6 klu boleh penerangan di kamar dan di kamar mandi ditambah lagi satu lampu masing2 biar terang benderang notes pelayanan semua oke dipertahankan ya apalagi poin nomor 3 kebersihan dan air mantap
Okta Viani Saputri,7,5,rekomen banget kamar bersih pelayanannya sangat ramah terutama di resepsionis menjelaskan tempat tempat dengan ramah hotel strategis dekat dengan lupis mbah satinem yang masih ragu ilangin ajaa rekomen bgtt pokoknyaa
Sri Widati,4,3,menginap 3 hari disini alhamdulillah makanan okey tapi proses check keluar satu jam menunggu kata room is clear kita dah turun jam 11 35 sampai jam 12 35 belum juga kelar room checking nya semoga bisa di perbaiki
diah ikawati,4,5,pengalaman menyenangkan di khas tugu yogyakarta nasgor merahnya enak makanan variasi dan pelayanan yang bagus akan menjadi destinasi menginap kalau ke jogya lagi
cicil ya,27,2,kemarin pesan kamar deluxe panoramic jadi dapat yang ujung2 depan atau belakang overall kamarnya cukup baik ada mini zoo kelinci dibelakang namun kolam renang dekat sekali dengan resto dan cafe jadi kurang nyaman kami sampaikan kekecewaan kami dengan pelayanan khas hotel tugu yang tidak profesional pertama terkait service kebersihan kami tidak memasang tulisan yes please untuk dibersihkan tau2 saat kami sarapan kamar sudah dibersihkan dan itu jam 8 padahal di review sebelumnya juga ada yang telah menyampaikan hal serupa setelah diperhatikan servicnya mengetok pintu 3x apabila tidak ada jawaban ybs masuk kamar dan itu di jam pagi dimana kami tidak persiapan mengamankan barang berharga normalnya service tsb dilakukan jam siang kedua kami benar2 baru bisa check masuk di jam 14 oke kami menerima sesuai ketentuan tapi dihari terakhir kami check keluar memang akan long weekend sampai kami ditelp berkali2 untuk co padahal masih jam 10 dan 11 parahnya lagi belum jam 12 ada yang ke kamar ketok dan tiba2 buka pintu untuk meminta kami keluar kamar dengan alasan akan dibersihkan karena hotel penuh gila sih ini ketentuannya kan jam 12 kami bahkan bawa anak kecil perbaiki lagi manajemen hospitalitynya kami sudah ikut aturan check masuk di jam 14 tapi tidak dengan cara seperti itu kami diminta check outnya sebelum jam 12
Fio nny,99,3,breakfast oke room nya kecil bbrp hari nginap dsini ada 1 hr yang bkin agak emosi karena lg posisi breakfast di bawah saat masuk kamar kaget udah bersih without permission yang dmn disitu ada barang2 berharga dan posisi tas terbuka dan ada uang cash aku bukan suudzon tapi tidak expect bakal ada yang masuk room buat bersih2 harusnya klo misal di ketok tidak di buka jangan langsung masuk bukan tentang kehilangan barang tapi lebih ke etika saya pun gk hitung brp uang cash saat itu karena habis belanja oleh2 di malioboro dan perhiasan dan dompet saya ada di room trsbt jadi saya bnr2 kaget belum pernah sekalipun saya nginap di hotel tapi langsung di cleaning tnpa saya gantung kan yes please di pintu jadi lebih hati2 lagi karena ini buat saya sangat takut dan tidak nyaman untuk nginap kembali karena klo kt udah bayar harusnya itu sepenuhnya ada hak kita buat let me masuk not buat cleaning tapi ketika complain jawabannya cs memang setiap pagi kita cleaning tapi klo misal ada orang nya monggo biasanya jg ada saya habis breakfast saya gantung yes please misal tidak ada orang jangan dlu karena barang berharga trsbt klo hilang tidak ada yang bisa menjamin bisa balik apa engga mau jujur tidak kt tidak pernah tau manusia jadi untuk mencegah hal2 buruk alangkah baiknya minta ijin masuk kamar
Setyo Surya,2,4,bagus hanya lobby depan hotel kurang nyaman kalau saat hujan
Dita Murliandari,3,5,baru minggu kmren nginap disini pelayanan oke skali untuk sarpaan juga tersedia berbagai macam menu ada menu khusus anak2 kamarnya bersih parkir luas pokoknya kalau ke jogja pasti akan ngjnap dsini lagi tq ya khastugu hotel
Yosia Octafreira Iyandraputra,18,5,saya beri bintang 5 untuk apresiasi pada pak sugeng staff yang membantu berjalannya seminar kami di ballroom lantai 1 walaupun sebenarnya ada hospitality yang kurang baik dari salah satu tim yang lain terima kasih pak sugeng untuk keramahan kesigapan dan hospitality yang top semoga sehat dan dilancarkan selalu urusannya
Novariyanto Abdullah,32,5,nyaman ada kolam renang room bersih wifi bagus makanan banyak jenisnya dekat pusat kota untuk olahraga joging atau running sangat worth it untuk hotel budget
Suherdian Suprapti,3,5,dekat banget sama malioboro jalan kaki saja kesana saat 17 n agustus service makanannya wuenak
7r15n0 Jatayu,7,5,kamar bersih dan pelayanan ramah lokasi dekat tugu yogya walaupun tidak terlalu dekat dengan malioboro bisa jajanan pasar di mbah satinem di sebelah hotel atau jalan kaki ke pasar kranggan nginap 2 malam via agoda ternyata tidak include breakfast mungkin saya tidak baca secara detil he he
Leo Gio,259,4,pilih di sini karena mau makan lupis mbah satinem ya jujur pilih hotel ini karena lokasi yang dekat dengan lupis legend mbah satinem yang pernah masuk netflix posisinya persis di sebelahnya begitu masuk ke lobby ac dingin dan wangi ini top sih bikin kesan hotelnya lebih baik n menarik untuk ukuran kamarnya sendiri ya lumayan standard hotel lah ya disediakan 2 kartu ini nilai tambah sendiri kamar mandi air panas dan drain oke hanya tidak ada pintu sehingga resiko cipratan air bisa keluar² lokasi jg strategis dekat dengan tugu dan malioboro
Deddy Taufik Hidayat,1038,5,hotel berlantai 8 yang dekat tugu dengan pelayanan baik lengkap bersih hospitality cepat saat cek masuk jam 04 45 tetap baik dan senyum sarapan sangat lengkap dan tersedia jajanan untuk kids kamar bersih lengkap dekat area malioboro
Eko Prakoso,1,5,hotel sangat bagus bersih nyaman kemana mana deket wangi pelayanan ramah dan cepat terjangkau pokonya the best
Kristison Situmorang,48,5,saya tidak menginap tapi menghadiri suatu event gathering di khas tugu lokasi hotel gampang di temukan karena dekat dengan tugu jogja yang terkenal itu kesan pertama saat parkir motor adalah sangat baik saat itu parkir motor penuh dan security mempersilahkan kami masuk lobby hotel dan parkir motor mereka atur kemudian ruang gathering bersih dan cukup luas dan bagus dengan acoustic sound yang enak snack kopi dan makan malamnya enak dan memuaskan toilet bersih maturnuwun khas tugu
Faisal Fikri,177,5,lokasi hotel ini strategis karena dekat ke beberapa tempat wisata jogya dan tempat nongkrong suasana hotel ini nyaman dengan interior yang modern minimalis yang menarik menginap disini untuk urusan pekerjaan tukar kamar ke smoking room dikasih di lantai 8 paling atas kamarnya luas bersih nyaman dan komplit wifi gratis internet tv pemandangan dari kamar di lantai paling atas memberikan sudut pandang berbeda terhadap jogya terutama sewaktu malam ada kolam renang di lantai bawah bersebelahan dengan resto cukup buat berendam dan berenang santai disini tapi sebaiknya tidak membawa anak balita ke kolam ini karena dalamnya 1 2 meter untuk mencegah hal yang tidak diinginkan sarapan pagi menu sarapan sangat variatif dan dominan masakan nusantara sederhana serasa sarapan di rumah rasa dan aroma enak ada pastry bubur buah dan lainnya pelayanan ramah dan cepat untuk parkiran cukup luas untuk kendaraan bermotor dan mobil dan ada smoking area dekat parkiran motor di samping hotel lengkap dengan kursi panjang meja dan asbak rekomendasi buat menginap disini kalau liburan ke jogyakarta
Dinna Aprilianie,20,5,kamar hotel bersih semua pegawai ramah banget mulai dari penjaga yang di dpn resepsionis dan yang spesial yang belum pernah kutemukan di hotel² lain yang aku pernah nginep adalah di khas tugu hotel disediakan mukena sajadah dan al quran sukses terus buat khas tugu hotel yogyakarta
Man LI,286,5,menginap disini katena beli paketan bundling lentera waisak di loket com keadaan kamarnya lumayan bersih dengan standartl kamarnya minimalis tidak terlalu besar ac lumayan cukup dingin lokasi sangat strategis ditengah kota
Wadi Yah,1,5,semua oke banget sangat rekomended untuk klas bintang 3 wajib nginep di khas tugu hotel
JBM1987,107,4,hotel ini letaknya cukup strategis ke tugu jogja cukup dengan berjalan kaki saja akses ke malioboro juga dekat walaupun ke malioboro saat ini itu harus muter dulu saling padatnya lalu lintas yang agak jauh itu lokasi minimarket seperti indomaret circle k dan alfamart
Ida Ayu Pradnya Dwi Cahya,43,5,worth it tempat strategis harga terjangkau staff helpfull dan ramah bf lumayan enak fasilitas lumayan lengkap
Farras Rika,36,5,tempatnya strategis banget depannya langsung lapis mbah santinem staff nya super ramah semuua cuma minus nya handuk nya agak sedikit bau apek di dua hari aku stay
Rani Puspa Sari,27,5,tempat menginap yang sangat nyaman kamar dan kamar mandi bersih pelayanannya ramah letaknya jg strategis di tengah kota senang bisa menginap disini
Harry Permana,134,5,menginap 2 malam memberikan pengalaman yang menyenangkan mulai dari pelayanan yang baik dan staff yang ramah terlabih kamar yang saya dapat bersih dengan semua fasilitas berjalan dengan baik lokasi hotel yang strategis cukup berjalan kaki ke pusat kota jogja dan lupis mbah satinem dekat sekali dengan hotel
Adel Kwok,24,5,trimksh buat pelayanan yang sangat ramah prkir luas dkt pusat kota juga
Muhammad Zulfikar,12,5,terima kasih hotel khas tugu lumayan sejuk dan bersih hotelnya nyaman lingkungan nya sejuk dan indah karyawan sopan dan ramah ke customer nya kamarnya nyaman bersih kamar mandi nya bersih semoga terdepannya bisa balik lagi ke hotel khas tugu see you yogyakarta liat padangan bagus liat dari hotel untuk karyawan dari awal ramah2 sopan see you hotel khas tugu
Novi Trihastuti,186,5,lokasinya enak kemana2 cari makan juga gampang area pasar kranggan poncowinatan dan kafe2 byk di sekitar pegawaimya ramah kamarnya bersih dan housekeepingnya gercep keep it up
Jas mine Tea,1,5,makanan yang disajikan rapi berkelas dan penuh cita rasa khas indonesia serta internasional setiap hidangan mengikuti standar penyajian yang elegan memperhatikan detail etika makan mulai dari appetizer hingga dessert pelayanan ramah suasana nyaman dan seluruh sajian mendukung pengalaman table manner dengan sangat baik
Mohammed Elfadil,88,5,hotel bagus service sangat luar biasa bersih juga
Arsih Kasiruta,30,5,perfect lokasi room layanan oke semua masukan perbaikan untuk menu sarapan lebih variatif dan tata letak restaurant bisa lebih ramah anak dan lansia ada tangga yang bisa berisiko kalau anak lari2an
Argo Nugraha,108,5,berkesempatan mengabadikan momen salah satu momen tamu di hotel khas tugu hotel yang sangat strategis cocok buat para wisatawan yang baru pertama kali ke jogja sangat rekomen jika ingin foto2 bisa cek ig kami jasafotojogja
mariska dewi,36,5,ada gudeg enak samping hotel dekat pasar kranggan kuliner lengkap ramah bersih parkir tersedia
Sri Winarti,8,4,lokasi sangat strategis kamar bersih nyaman staff nya juga ramah dan responsif mungkin perlu sedikit di improved pada saat check keluar karena harus nunggu check kamar nya agak lama tetep akan jadi pilihan jika berkunjung ke jogja lagi
_.0ceana,1,5,kegiatan table manner bersama khas tugu hotel yogyakarta memberikan banyak manfaat dan dikemas dengan sangat menarik kamar hotel rapi bersih nyaman dan pemandangan kota jogja yang indah makanan yang disajikan juga sangat enak hotel ini sangat saya rekomendasikan saat anda berkunjung ke yogyakarta
Nurfitriya Wulandari,33,4,buat keluarga enak kamarnya tidak terlalu luas tapi kemana2 deket saranku kalau mau keluar malam apalagi saat highseason pakai ojol atau jalan kali saja kalau keluar masuk mobil agak repot parkirnya
Iwan Ridwan,63,1,nuansa islami ada di sediakan sajadah mukena dan alqur an di rak sudut kamar karyawatinya berjilbab wow ada lukisan kaligrafi dan beberapa lukisan besar dengan tulisan dibawahnya for sale ow tulisan dilarang merokok cukup banyak terlihat dimana mana di wc luar kamar benar benar ada di hadapan wajah kita sampai di parkiran motor kecuali di kamar kawan saya yang sewaktu check masuk kondisi kecapean tak melihat dengan sesama peraturan hotelnya benar benar kena denda 1 juta karena merokok di wc beruntung masih bisa nego jadinya 500 ribu dendanya w karena kamar cukup kecil aplikasi sajadah sangat sulit dilakukan sesuai arah kiblat apalagi jika tinggi badan diatas 170 cm kecuali shalat di depan pintu toilet fasilitas mushola kecil 7 orang ada di lantai 1 tidak ada karpet hanya ada 2 sajadah kecil hm melihat resepsionis berjilbab setelah makan siang mencoba komunikasi dengan menanyakan rate harga kamar jawabannya anéh rate harga kamar di 1 4 juta dan suit 2 5 juta bingung saya langsung pergi saat saya berkeliling melihat kolam renang kecil disampingnya ada tempat parkir motor bertuliskan dilarang merokok tapi di situ ada karyawan karyawan hotel yang merokok dengan santai haah padahal telah disediakan tempat merokok di lantai satu dan di halaman depan hotel manajemen hotel sepertinya berusaha memberikan kesan islami tapi dengan setengah hati peraturan tegas hotel hanya berlaku pada temu hotel tidak berlaku bagi karyawannya
Eko Fitrianto,119,5,hotel yang affordable untuk harga nya cocok untuk berlibur bersama keluarga kamarnya luas bersih makanan nya enak baik breakfast maupun ala carte nya area parkir cukup luas dekat dngn tugu jogja dan malioboro serta tempat makanan traditional
Deliar Yudhantara Aditya,49,5,lokasi dekat dengan tugu jogja tempatnya bersih pelayanannya sangat ramah dan menyenangkan
Youls Tice,29,4,lokasi cukup strategis tidak jauh banget dari stasiun tugu deket pasar kranggan paling penting sebelahan sama lupis enakk yang antri banyakk kamar kecil tempat makan kecil lobby kecil cocok buat dewasa2 atau bawa anak tapi yang sudah bisa dikasih tau karna kalau bawa anak yang lagi aktif2nya ruangnya kurang luas untuk anak eksplore makanan oke pelayanan jg oke
Dwi Aja,9,5,tempat nya strategis bersih nyaman dan pegawainya ramah ramah
Wit Widjaja Akbar,54,5,nyaman kamu beserta rombongan dari jakarta dengan jumlah 98 org terlayani dengan baik
Suka Naik kereta,25,2,saya booking di harga 500ribuan lebih iya paham lagi high season tapi emang tidak bisa rutin maintenance kamarnya kotor tembok kotor item item ada bekas kaki lantai kaya tidak di pell noda di tembok dimana2 sudah komplain ke fo ditawarkan pindah kamar saat showing kamar yang akan dipindah sama saja kotornya jadi saya tidak pindah so far kecewa banget saya booking tidak murah kamar kalian parah banget koridor saja bersih cat baru kamarnya tidak dirawat tapi kamar harga 300ribu saja sungkem bersihnya sama kamar kalian
Lolis Sofia Oktaviani,46,2,saya berharap kamarnya wangi seperti diloby semoga kedepannya hitel ini memberikan perubahan khusus untuk kamarnya terimakasih
Lucia Dian,122,3,lokasi hotel sangat dekat dengan tugu jogja tempat makan disekitar jg buanyak pelayanan ramah2 semua awalnya dikasih kamar yang kondisinya buruk seperti foto plafond bekas bocor jamur lemari jebol pintu kamar mandi jelek lalu komplain ke resepsionis karena takut klo kena bocor ditengah malam dan syukurnya diizinkan pindah kamar dengan kondisi yang lebih baik namun kenapa di 2 kamar dihotel ini dudukan klosetnya ada noda hitam2 seperti foto ini ya untuk size kamar kecil tidak kedap suara kebetulan kami menginap saat libur natal sehingga kunjungan tamu disini sangat banyak jadi suara2 pengunjung mengobrol lalu lalang di depan kamar terdengar masuk ke dalam kamar lahan parkir terbatas shg perlu valet
Sri marwati Sri marwati,3,5,menginap 4 malam dihotel ini lokasi strategis dengan kondisi bangunan yang sangat baik pelayanan mulai dari security resepsionis petugas kebersihan sangat ramah helpfull dan full senyum pelayanan cepat terimakasih untuk mbak mega dan cleaning service diluar mas ervan yang sangat membantu dari awal kami tiba recomended dengan rate segini
Murdi Urip Widodo,51,5,saya menginap bersama keluarga book 2 deluxe twin room ruangan bersih dan terawat para staff sangat sopan dan helpfull lokasi sangat strategis di pinggir jalan besar dan cukup hanya berjalan kaki ke tugu jogja sarapan juga lumayan banyak variannya
Anik Novitasa,7,4,tempat strategis cocok untuk berjalan kaki kalau pengen beli2 di warung toko sekitarnya bangunan hotel sangat megah pelayanannya ramah apalagi bapak securitynya love sekebon pertahanin ya pak full senyumnya wkw krna di situ banyak bus2 rombongan piknik jadinya anak ku antusias suka liatin bus2nya krna dia penggemar bus telolet pagawe lainnya juga ramah2 tapi makanan untuk sarapan menurutku b saja rasanya ringan cenderung ke hambar kalau bisa lebih brani lagi yaa chef kasi bumbunya thk youu khas
Vita Widiastuti,12,5,kkesini untuk seminar tempat sangat nyaman cocok untuk kegiatan2 seminar luas dan bersih
Citarasa TV,519,5,lokasi strategis dekat dengan pusat kota yogyakarta mau ke tugu tinggal jalan kaki hotelnya bernuansa islami staffnya ramah saya pesen free birthday cake buat ultah anak saya dikasih display tv juga ada ucapan selamat ulang tahun menu breakfast variatif dan enak enak semua kolam renang bersih tapi tidak bisa buat renang anak anak karena ini poolnya cukup dalam
Tony Jans,122,4,sebagai budget hotel ini bagus sekali dekat malioboro tetapi tidak terlalu terpengaruh dengan kemacetan di malioboro
Candra Sari Djati,20,5,ruang kamarnya bersih dan cukup luas makanannya enak2 dan cukup beragam tapi paling utama lokasinya strategis banget terima kasih untuk mbak friska yang selalu ramah dan membantu
indah nuria Savitri,980,4,hotel darı group hig indonesia yang letaknya sangat strategis dekat dengan tugu jogja dan beberapa makanan jajanan legendaris dan viral kami dapat kamar twin deluxe dengan city view tempat tidur oke dan nyaman amenities cukup dan ada sahadan serta al quran view darı kamar cakep bisa menikmati gunung merapi darı kejauhan entrance juga friendly dengan ramps welcome drinknya enak dan sehat banget kami tidak ambil paket sarapan karena jajan terus di sekitar sini
FITRIYANNA RAMADHANNY,9,4,kamar bersih dan tidak bau tapi sayangnya untuk kulkaas nya tidak berfungsi tidak di fungsikan jadi tidak bisa jika mau menyimpan minuman dingin iseng bertanya ke housekeeper katanya baru saja rusak semua untuk sabun mandi awal masuk hendak pakai saat dipencet yang keluar cair seperti air kurang berbusa entah setuap hari begitu atau saat mndekati high season dioplos air untuk rasa makanan breakfast tergolong enak dan bisa dirasakan overall untuk pelayanan baik lokasi masih tergolong strategis dekat tugu mau cari makan di sekitar hotel juga mudah note sekedar mengingatkan untuk housekeeper pihak hotel di hotel manapun bintang berapapun cleaning kamar selalu sesuaikan dengan sop yaa karena kita sebagai tamu tahu mana saja yang sudah di ganti baru atau hanya dibersihkan dirapikan saja dari bekas tamu sebelumnya terimakasih
